"","athlete_id","first_name","last_name","full_name","display_name","weight","height","position_abbreviation","experience_years","rushing_long_rushing","rushing_rushing_attempts","rushing_rushing_touchdowns","rushing_rushing_yards","receiving_receiving_touchdowns","receiving_receiving_yards","receiving_receptions"
"230","4430992","Kentrel","Bullock","Kentrel Bullock","Kentrel Bullock",200,71,"RB",3,34,77,3,380,1,111,14
"231","4430995","Kolbe","Burrell","Kolbe Burrell","Kolbe Burrell",200,69,"RB",2,25,38,1,165,0,15,3
"232","4431028","Kaedric","Cobbs","Kaedric Cobbs","Kaedric Cobbs",205,70,"RB",3,14,12,0,49,0,0,0
"233","4431035","Gavin","Williams","Gavin Williams","Gavin Williams",209,71,"RB",3,53,86,3,448,0,141,22
"234","4431066","Harlan","Dixon","Harlan Dixon","Harlan Dixon",210,73,"RB",3,60,94,5,403,0,408,35
"235","4431074","Jay","Ducker","Jay Ducker","Jay Ducker",195,69,"RB",3,22,8,0,41,0,16,3
"236","4431083","Darryle","Evans","Darryle Evans","Darryle Evans",180,72,"RB",3,50,95,1,436,0,12,4
"237","4431083","Darryle","Evans","Darryle Evans","Darryle Evans",180,72,"RB",3,50,95,1,436,0,12,4
"238","4431083","Darryle","Evans","Darryle Evans","Darryle Evans",180,72,"RB",3,50,95,1,436,0,12,4
"239","4431152","Jackson","Acker","Jackson Acker","Jackson Acker",235,73,"RB",2,14,58,1,236,1,86,18
"240","4431254","Charlie","Dixon","Charlie Dixon","Charlie Dixon",235,74,"RB",2,9,12,0,38,0,7,1
"241","4431254","Charlie","Dixon","Charlie Dixon","Charlie Dixon",235,74,"RB",2,9,12,0,38,0,7,1
"242","4431304","Kejon","Owens","Kejon Owens","Kejon Owens",185,70,"RB",2,47,80,5,453,0,40,9
"243","4431310","Henry","Parrish Jr.","Henry Parrish Jr.","Henry Parrish Jr.",190,70,"RB",3,38,89,6,579,0,30,10
"244","4431328","Rodney","Hammond Jr.","Rodney Hammond Jr.","Rodney Hammond Jr.",195,69,"RB",3,66,118,4,547,0,60,8
"245","4431398","Dylan","Downing","Dylan Downing","Dylan Downing",225,72,"RB",4,25,48,1,211,0,44,5
"246","4431401","Jordan","Jenkins","Jordan Jenkins","Jordan Jenkins",222,73,"RB",2,16,2,0,19,0,0,0
"247","4431421","Ashton","Stredick","Ashton Stredick","Ashton Stredick",200,69,"RB",2,41,42,2,200,0,27,4
"248","4431423","Jay'Veon","Sunday","Jay'Veon Sunday","Jay'Veon Sunday",201,72,"RB",2,82,127,3,667,0,0,0
"249","4431431","Corey","Kiner","Corey Kiner","Corey Kiner",215,69,"RB",3,68,192,5,1047,0,49,12
"250","4431432","Kenny","Tracy","Kenny Tracy","Kenny Tracy",210,70,"RB",3,42,46,2,250,1,126,10
"251","4431432","Kenny","Tracy","Kenny Tracy","Kenny Tracy",210,70,"RB",3,42,46,2,250,1,126,10
"252","4431483","Sy'veon","Wilkerson","Sy'veon Wilkerson","Sy'veon Wilkerson",210,69,"RB",2,11,53,3,190,0,50,5
"253","4431485","Leshon","Williams","Leshon Williams","Leshon Williams",208,70,"RB",3,82,164,1,804,1,68,11
"254","4431499","Sieh","Bangura","Sieh Bangura","Sieh Bangura",209,72,"RB",2,26,178,7,811,1,159,18
"255","4431527","Derrick","Davis Jr.","Derrick Davis Jr.","Derrick Davis Jr.",210,72,"RB",2,7,2,0,8,0,0,0
"256","4431536","Donovan","Edwards","Donovan Edwards","Donovan Edwards",210,73,"RB",3,22,109,3,382,0,249,30
"257","4431545","Will","Shipley","Will Shipley","Will Shipley",210,71,"RB",3,33,156,5,798,2,235,29
"258","4431560","Antwain","Littleton II","Antwain Littleton II","Antwain Littleton II",232,73,"RB",2,32,69,2,255,0,21,4
"259","4431562","Phil","Mafah","Phil Mafah","Phil Mafah",230,73,"RB",3,49,168,9,894,0,105,19
"260","4431606","Monte","Watkins","Monte Watkins","Monte Watkins",195,71,"RB",2,80,56,2,563,1,77,8
"261","4431609","Jarris","Williams","Jarris Williams","Jarris Williams",194,70,"RB",2,25,14,1,69,0,0,1
"262","4431639","B.J.","Harris","B.J. Harris","B.J. Harris",205,69,"RB",3,9,19,0,39,0,9,1
"263","4431801","Torrance","Farmer","Torrance Farmer","Torrance Farmer",225,74,"RB",3,21,37,0,120,0,-1,1
"264","4431870","Casey","Filkins","Casey Filkins","Casey Filkins",206,71,"RB",4,59,38,1,215,0,41,6
"265","4432156","Gaige","Garcia","Gaige Garcia","Gaige Garcia",220,70,"RB",3,28,32,0,127,1,83,12
"266","4432230","Jalen","Hampton","Jalen Hampton","Jalen Hampton",201,70,"RB",2,49,188,6,880,0,41,9
"267","4432230","Jalen","Hampton","Jalen Hampton","Jalen Hampton",201,70,"RB",2,49,188,6,880,0,41,9
"268","4432268","Tee","Hodge","Tee Hodge","Tee Hodge",215,73,"RB",2,32,23,0,82,0,0,0
"269","4432268","Tee","Hodge","Tee Hodge","Tee Hodge",215,73,"RB",2,32,23,0,82,0,0,0
"270","4432297","Isaiah","Jacobs","Isaiah Jacobs","Isaiah Jacobs",220,70,"RB",2,26,55,3,249,0,63,17
"271","4432370","Sammy","Malignaggi","Sammy Malignaggi","Sammy Malignaggi",200,69,"RB",3,15,13,0,71,0,0,0
"272","4432374","Ahmani","Marshall","Ahmani Marshall","Ahmani Marshall",220,73,"RB",3,11,20,2,65,0,0,0
"273","4432431","Avery","Morrow","Avery Morrow","Avery Morrow",210,71,"RB",4,13,81,2,262,0,8,3
"274","4432434","Keyon","Mozee","Keyon Mozee","Keyon Mozee",184,67,"RB",3,23,30,2,130,0,0,0
"275","4432453","Isaiah","Newell","Isaiah Newell","Isaiah Newell",225,73,"RB",2,11,22,0,78,0,0,0
"276","4432545","Jabari","Small","Jabari Small","Jabari Small",213,71,"RB",4,40,95,2,475,0,40,7
"277","4432551","Stacy","Sneed","Stacy Sneed","Stacy Sneed",185,71,"RB",2,58,48,1,282,1,95,13
"278","4432598","Kendall","Thomas","Kendall Thomas","Kendall Thomas",193,69,"RB",3,5,7,0,4,0,1,1
"279","4432631","Noah","Whittington","Noah Whittington","Noah Whittington",208,68,"RB",3,41,20,2,146,0,78,10
"280","4432637","Miyan","Williams","Miyan Williams","Miyan Williams",226,69,"RB",4,12,49,3,158,0,42,4
"281","4432637","Miyan","Williams","Miyan Williams","Miyan Williams",226,69,"RB",4,12,49,3,158,0,42,4
"282","4432677","Iverson","Celestine","Iverson Celestine","Iverson Celestine",200,70,"RB",2,11,3,0,14,0,0,0
"283","4432677","Iverson","Celestine","Iverson Celestine","Iverson Celestine",200,70,"RB",2,11,3,0,14,0,0,0
"284","4432696","Kamarro","Edmonds","Kamarro Edmonds","Kamarro Edmonds",220,71,"RB",2,17,14,2,67,0,3,1
"285","4432702","Thad","Franklin Jr.","Thad Franklin Jr.","Thad Franklin Jr.",235,72,"RB",3,23,12,1,47,0,0,0
"286","4432710","TreVeyon","Henderson","TreVeyon Henderson","TreVeyon Henderson",212,70,"RB",3,75,137,11,854,0,229,19
"287","4432718","LJ","Johnson Jr.","LJ Johnson Jr.","LJ Johnson Jr.",211,70,"RB",2,67,100,3,544,0,43,5
"288","4432754","Ricky","Parks","Ricky Parks","Ricky Parks",210,70,"RB",2,16,5,0,31,0,0,0
"289","4432757","Evan","Pryor","Evan Pryor","Evan Pryor",198,71,"RB",3,6,19,0,49,0,2,1
"290","4432785","Camar","Wheaton","Camar Wheaton","Camar Wheaton",203,70,"RB",2,48,82,5,410,0,44,3
"291","4432797","Sean","Jackson","Sean Jackson","Sean Jackson",236,69,"RB",2,45,6,1,95,0,0,0
"292","4433821","John","Gentry","John Gentry","John Gentry",205,71,"RB",2,28,119,3,391,2,261,35
"293","4433827","Rocko","Griffin","Rocko Griffin","Rocko Griffin",205,70,"RB",2,69,80,5,440,0,28,8
"294","4433828","Khalan","Griffin","Khalan Griffin","Khalan Griffin",215,70,"RB",3,51,177,5,823,0,92,7
"295","4433859","Jalynnee","McGee","Jalynnee McGee","Jalynnee McGee",195,70,"RB",3,14,22,0,95,0,7,3
"296","4433935","Ethan","Wright","Ethan Wright","Ethan Wright",212,73,"RB",4,9,7,0,19,0,10,1
"297","4433945","Elijah","Young","Elijah Young","Elijah Young",190,69,"RB",3,64,96,3,460,2,199,17
"298","4433947","Corey","Wren","Corey Wren","Corey Wren",195,70,"RB",3,9,9,0,27,0,5,1
"299","4433951","Jaquez","Yant","Jaquez Yant","Jaquez Yant",235,74,"RB",3,20,85,7,333,0,-2,1
"300","4433965","Brandon","Campbell","Brandon Campbell","Brandon Campbell",210,70,"RB",2,11,18,0,46,0,3,1
"301","4433965","Brandon","Campbell","Brandon Campbell","Brandon Campbell",210,70,"RB",2,11,18,0,46,0,3,1
"302","4433965","Brandon","Campbell","Brandon Campbell","Brandon Campbell",210,70,"RB",2,11,18,0,46,0,3,1
"303","4565318","Terion","Stewart","Terion Stewart","Terion Stewart",225,69,"RB",2,54,125,8,762,0,27,1
"304","4565532","Jordan","Brunson","Jordan Brunson","Jordan Brunson",226,72,"RB",2,57,12,1,137,0,0,0
"305","4565761","Emani","Bailey","Emani Bailey","Emani Bailey",207,69,"RB",3,74,223,8,1209,1,184,25
"306","4565761","Emani","Bailey","Emani Bailey","Emani Bailey",207,69,"RB",3,74,223,8,1209,1,184,25
"307","4567037","Kendrell","Flowers","Kendrell Flowers","Kendrell Flowers",223,72,"RB",3,4,3,0,10,0,3,1
"308","4567095","Keilan","Robinson","Keilan Robinson","Keilan Robinson",188,69,"RB",4,57,12,3,134,0,56,8
"309","4567114","AJ","Gates","AJ Gates","AJ Gates",185,67,"RB",2,24,14,0,54,1,63,10
"310","4567216","DJ","Williams","DJ Williams","DJ Williams",225,72,"RB",4,17,79,4,345,0,2,1
"311","4567223","Mark-Antony","Richards","Mark-Antony Richards","Mark-Antony Richards",215,73,"RB",4,11,8,1,33,0,18,3
"312","4567400","Nay'Quan","Wright","Nay'Quan Wright","Nay'Quan Wright",204,69,"RB",4,47,168,7,757,0,23,8
"313","4567507","Rodrigues","Clark","Rodrigues Clark","Rodrigues Clark",200,69,"RB",3,59,76,2,429,0,11,3
"314","4567792","K'Wan","Powell","K'Wan Powell","K'Wan Powell",205,69,"RB",2,27,56,1,199,0,27,5
"315","4568024","Josh","Williams","Josh Williams","Josh Williams",203,69,"RB",4,41,43,5,233,1,172,11
"316","4568233","Jaylen","Coleman","Jaylen Coleman","Jaylen Coleman",204,73,"RB",4,15,37,0,152,0,27,6
"317","4568312","Jordan","Houston","Jordan Houston","Jordan Houston",192,70,"RB",4,15,25,0,96,0,-3,3
"318","4568316","Demarcus","Jones II","Demarcus Jones II","Demarcus Jones II",219,70,"RB",3,2,4,1,-6,0,17,1
"319","4568406","Calvin","Hill","Calvin Hill","Calvin Hill",200,68,"RB",3,13,31,0,98,0,28,4
"320","4568443","J'Wan","Evans","J'Wan Evans","J'Wan Evans",195,71,"RB",3,12,21,4,60,0,7,2
"321","4568490","RJ","Harvey","RJ Harvey","RJ Harvey",195,68,"RB",4,92,211,16,1296,2,231,17
"322","4568583","Tyler","Lavine","Tyler Lavine","Tyler Lavine",222,71,"RB",4,19,37,7,163,0,50,5
"323","4568658","Daniel","Carter","Daniel Carter","Daniel Carter",230,70,"RB",4,22,28,2,134,0,4,3
"324","4568660","Vincent","Davis Jr.","Vincent Davis Jr.","Vincent Davis Jr.",180,69,"RB",4,69,132,6,722,1,99,10
"325","4568670","Josh","Henderson","Josh Henderson","Josh Henderson",225,71,"RB",4,29,81,2,337,1,125,10
"326","4568694","Daniel","Hishaw Jr.","Daniel Hishaw Jr.","Daniel Hishaw Jr.",220,70,"RB",2,29,116,8,599,0,9,1
"327","4569024","Jaylen","Thomas","Jaylen Thomas","Jaylen Thomas",215,70,"RB",4,34,133,2,460,0,16,3
"328","4569024","Jaylen","Thomas","Jaylen Thomas","Jaylen Thomas",215,70,"RB",4,34,133,2,460,0,16,3
"329","4569024","Jaylen","Thomas","Jaylen Thomas","Jaylen Thomas",215,70,"RB",4,34,133,2,460,0,16,3
"330","4569156","Michael","Wiley","Michael Wiley","Michael Wiley",215,72,"RB",4,24,63,3,292,5,306,28
"331","4569310","J.J.","Davis","J.J. Davis","J.J. Davis",172,69,"RB",3,53,116,2,556,0,88,11
"332","4569330","Austin","Jones","Austin Jones","Austin Jones",200,70,"RB",4,37,74,7,417,1,79,9
"333","4569422","Christian","Grubb","Christian Grubb","Christian Grubb",170,69,"RB",3,35,53,1,282,0,12,5
"334","4569481","Anthony","Watkins","Anthony Watkins","Anthony Watkins",202,71,"RB",4,46,197,4,889,0,57,9
"335","4569501","Anthony","Williams Jr.","Anthony Williams Jr.","Anthony Williams Jr.",185,73,"WR",3,8,3,0,16,1,140,12
"336","4569501","Anthony","Williams Jr.","Anthony Williams Jr.","Anthony Williams Jr.",185,73,"WR",3,8,3,0,16,1,140,12
"337","4569501","Anthony","Williams Jr.","Anthony Williams Jr.","Anthony Williams Jr.",185,73,"WR",3,8,3,0,16,1,140,12
"338","4569663","Justin","Johnson Jr.","Justin Johnson Jr.","Justin Johnson Jr.",203,71,"RB",3,30,38,1,150,0,4,2
"339","4569682","Audric","Estime","Audric Estime","Audric Estime",227,71,"RB",3,80,210,18,1341,0,142,17
"340","4570071","Julius","Davis","Julius Davis","Julius Davis",199,70,"RB",3,49,104,6,722,0,43,5
"341","4570130","Jermaine","Brown Jr.","Jermaine Brown Jr.","Jermaine Brown Jr.",195,68,"RB",4,40,158,12,803,1,416,41
"342","4570130","Jermaine","Brown Jr.","Jermaine Brown Jr.","Jermaine Brown Jr.",195,68,"RB",4,40,158,12,803,1,416,41
"343","4570243","Kairee","Robinson","Kairee Robinson","Kairee Robinson",189,67,"RB",4,52,158,18,1127,2,197,16
"344","4570428","PaSean","Wimberly","PaSean Wimberly","PaSean Wimberly",180,70,"RB",4,12,19,0,61,0,0,0
"345","4570516","Joshua","Carter","Joshua Carter","Joshua Carter",215,69,"RB",3,48,119,4,714,0,147,21
"346","4570815","Lelan","Wilhoite","Lelan Wilhoite","Lelan Wilhoite",185,71,"RB",4,24,32,1,184,0,27,4
"347","4570839","Jaelin","Benefield","Jaelin Benefield","Jaelin Benefield",174,70,"RB",3,18,43,0,129,1,164,20
"348","4570895","Marcus","Knight","Marcus Knight","Marcus Knight",227,73,"RB",4,61,118,3,509,0,84,14
"349","4571119","Marcus","Fulcher","Marcus Fulcher","Marcus Fulcher",212,69,"RB",4,50,120,8,594,2,171,18
"350","4571134","Elijah","Gable","Elijah Gable","Elijah Gable",146,65,"RB",3,19,10,0,56,0,10,1
"351","4571214","Isaiah","Williams","Isaiah Williams","Isaiah Williams",220,74,"RB",4,33,228,8,1086,1,133,15
"352","4571305","Zak","Wallace","Zak Wallace","Zak Wallace",229,72,"RB",3,41,121,6,556,0,23,6
"353","4571305","Zak","Wallace","Zak Wallace","Zak Wallace",229,72,"RB",3,41,121,6,556,0,23,6
"354","4571353","Tai","Goode","Tai Goode","Tai Goode",145,66,"RB",4,24,10,1,54,1,11,4
"355","4571723","Joshua","Stakely","Joshua Stakely","Joshua Stakely",225,72,"RB",4,46,127,6,635,5,243,33
"356","4571740","Marquese","Albert","Marquese Albert","Marquese Albert",185,67,"RB",3,26,35,0,147,0,20,3
"357","4571742","Nick","Romano","Nick Romano","Nick Romano",205,70,"RB",3,40,108,4,520,1,183,15
"358","4571803","Tyler","Purdy","Tyler Purdy","Tyler Purdy",210,71,"RB",4,50,59,3,440,1,166,14
"359","4571821","Jaden","Sutton","Jaden Sutton","Jaden Sutton",230,71,"RB",4,7,17,1,38,0,5,2
"360","4571827","John","Gay","John Gay","John Gay",195,72,"RB",4,24,54,1,205,0,16,5
"361","4571827","John","Gay","John Gay","John Gay",195,72,"RB",4,24,54,1,205,0,16,5
"362","4572041","Danny","Hughes","Danny Hughes","Danny Hughes",208,72,"RB",4,6,2,0,8,0,0,0
"363","4572043","Leon","Franklin","Leon Franklin","Leon Franklin",208,69,"RB",4,9,11,1,33,0,6,1
"364","4572525","Kobe","Johnson","Kobe Johnson","Kobe Johnson",190,69,"RB",4,13,44,1,128,0,32,4
"365","4572626","Travis","Theis","Travis Theis","Travis Theis",210,71,"RB",3,34,177,6,844,0,155,27
"366","4572626","Travis","Theis","Travis Theis","Travis Theis",210,71,"RB",3,34,177,6,844,0,155,27
"367","4572717","Lance","Jackson","Lance Jackson","Lance Jackson",196,70,"RB",3,8,11,1,22,0,0,0
"368","4572719","Ailym","Ford","Ailym Ford","Ailym Ford",215,69,"RB",4,21,119,4,485,0,11,4
"369","4572739","Cooper","Wallace","Cooper Wallace","Cooper Wallace",195,70,"RB",4,35,76,0,278,2,172,12
"370","4572739","Cooper","Wallace","Cooper Wallace","Cooper Wallace",195,70,"RB",4,35,76,0,278,2,172,12
"371","4572822","Dominic","Roberto","Dominic Roberto","Dominic Roberto",231,71,"RB",4,32,182,11,757,0,46,7
"372","4572912","Jay","Stanton","Jay Stanton","Jay Stanton",193,72,"RB",4,61,147,11,971,2,130,23
"373","4573055","Irv","Mulligan","Irv Mulligan","Irv Mulligan",205,70,"RB",4,66,123,5,687,0,33,5
"374","4573055","Irv","Mulligan","Irv Mulligan","Irv Mulligan",205,70,"RB",4,66,123,5,687,0,33,5
"375","4573415","Tyler","Pereira","Tyler Pereira","Tyler Pereira",243,70,"RB",3,5,5,0,16,0,0,0
"376","4573418","Isaac","Seide","Isaac Seide","Isaac Seide",208,69,"RB",3,19,28,2,122,0,0,0
"377","4573418","Isaac","Seide","Isaac Seide","Isaac Seide",208,69,"RB",3,19,28,2,122,0,0,0
"378","4573521","Jadon","Turner","Jadon Turner","Jadon Turner",175,70,"RB",4,16,20,0,95,0,26,2
"379","4573681","Josh","Eboboko","Josh Eboboko","Josh Eboboko",196,70,"RB",4,3,2,0,0,0,0,0
"380","4573849","Narii","Gaither","Narii Gaither","Narii Gaither",181,70,"RB",4,52,149,2,723,4,287,31
"381","4573886","Preston","Daniels","Preston Daniels","Preston Daniels",260,71,"TE",4,20,12,2,60,0,87,8
"382","4573916","Michael","Benefield","Michael Benefield","Michael Benefield",200,67,"RB",3,75,87,6,546,0,24,4
"383","4573924","Wayne","Dixie III","Wayne Dixie III","Wayne Dixie III",210,73,"RB",3,36,44,2,225,1,26,3
"384","4573957","Malik","Thomas","Malik Thomas","Malik Thomas",190,73,"RB",3,53,84,2,468,1,88,5
"385","4573957","Malik","Thomas","Malik Thomas","Malik Thomas",190,73,"RB",3,53,84,2,468,1,88,5
"386","4574111","DeeWil","Barlee","DeeWil Barlee","DeeWil Barlee",205,68,"RB",4,35,114,6,680,0,113,8
"387","4574128","Bronson","Yoder","Bronson Yoder","Bronson Yoder",205,71,"RB",4,45,77,4,408,0,22,3
"388","4574129","Donavyn","Lester","Donavyn Lester","Donavyn Lester",215,74,"RB",3,66,95,9,455,0,18,5
"389","4574290","Parker","Driggers","Parker Driggers","Parker Driggers",198,72,"RB",3,20,65,0,219,0,97,13
"390","4574310","Alec","Wyble-Meza","Alec Wyble-Meza","Alec Wyble-Meza",200,71,"RB",4,3,3,0,5,0,0,0
"391","4574374","Delvecchio","Powell II","Delvecchio Powell II","Delvecchio Powell II",195,68,"RB",4,29,9,0,51,0,16,2
"392","4574394","Jimmie","Robinson III","Jimmie Robinson III","Jimmie Robinson III",195,67,"RB",2,25,153,2,556,0,52,7
"393","4574430","Michael","Neel","Michael Neel","Michael Neel",192,71,"RB",4,70,138,4,613,0,78,15
"394","4574466","Caden","Meis","Caden Meis","Caden Meis",216,71,"RB",4,23,25,1,144,0,8,2
"395","4574732","Aaron","Young","Aaron Young","Aaron Young",205,70,"RB",4,16,16,1,94,2,24,3
"396","4574732","Aaron","Young","Aaron Young","Aaron Young",205,70,"RB",4,16,16,1,94,2,24,3
"397","4574984","Jabriel","Johnson","Jabriel Johnson","Jabriel Johnson",190,69,"RB",4,23,54,1,193,0,8,1
"398","4575085","CJ","Russell","CJ Russell","CJ Russell",200,72,"RB",3,20,20,2,71,0,0,0
"399","4575131","Jacory","Croskey-Merritt","Jacory Croskey-Merritt","Jacory Croskey-Merritt",204,71,"RB",4,55,189,17,1190,1,72,7
"400","4575131","Jacory","Croskey-Merritt","Jacory Croskey-Merritt","Jacory Croskey-Merritt",204,71,"RB",4,55,189,17,1190,1,72,7
"401","4575436","Davion","Ervin-Poindexter","Davion Ervin-Poindexter","Davion Ervin-Poindexter",195,71,"RB",4,18,57,1,217,1,138,18
"402","4575538","Tyler","Crowe","Tyler Crowe","Tyler Crowe",217,71,"RB",4,8,10,0,37,0,21,3
"403","4575667","Deion","Hankins","Deion Hankins","Deion Hankins",226,72,"RB",3,54,157,5,812,0,71,7
"404","4575758","Charlie","Norman","Charlie Norman","Charlie Norman",203,68,"RB",3,17,24,0,102,0,0,0
"405","4575821","Devon","Starling","Devon Starling","Devon Starling",210,73,"RB",3,30,140,6,727,1,210,22
"406","4575831","Ta'ron","Keith","Ta'ron Keith","Ta'ron Keith",190,70,"RB",3,40,66,4,390,3,457,44
"407","4576073","Latrell","Collier","Latrell Collier","Latrell Collier",200,70,"RB",4,63,154,8,691,1,169,25
"408","4576183","Kevin","Davis","Kevin Davis","Kevin Davis",170,69,"RB",3,12,25,1,96,1,167,15
"409","4576218","Sevion","Morrison","Sevion Morrison","Sevion Morrison",210,72,"RB",3,16,10,1,62,0,17,2
"410","4576238","Damon","Horton","Damon Horton","Damon Horton",210,72,"RB",3,28,34,1,167,1,54,10
"411","4576278","Max","Jackson","Max Jackson","Max Jackson",225,74,"RB",4,9,30,1,70,0,41,3
"412","4576294","Harrison","Waylee","Harrison Waylee","Harrison Waylee",200,70,"RB",3,75,146,5,856,0,63,9
"413","4576318","Marcus","Carroll","Marcus Carroll","Marcus Carroll",210,70,"RB",4,63,274,13,1350,0,234,23
"414","4577324","Jakobi","Buchanan","Jakobi Buchanan","Jakobi Buchanan",250,72,"RB",4,11,51,3,169,0,0,0
"415","4577747","Cyrus","Bonsu","Cyrus Bonsu","Cyrus Bonsu",205,70,"RB",0,25,65,1,256,0,17,3
"416","4577839","Raiden","Hunter","Raiden Hunter","Raiden Hunter",196,70,"RB",3,25,26,1,86,0,73,7
"417","4577916","Ricky","Conway","Ricky Conway","Ricky Conway",180,70,"RB",4,17,11,0,46,0,32,5
"418","4578110","Gabe","Sloat","Gabe Sloat","Gabe Sloat",190,72,"RB",3,17,60,2,227,1,216,26
"419","4578240","Wade","Inge","Wade Inge","Wade Inge",200,70,"RB",3,18,38,0,125,2,155,20
"420","4578324","Jordan","Younge-Humphrey","Jordan Younge-Humphrey","Jordan Younge-Humphrey",205,69,"RB",4,32,12,1,96,0,0,0
"421","4578324","Jordan","Younge-Humphrey","Jordan Younge-Humphrey","Jordan Younge-Humphrey",205,69,"RB",4,32,12,1,96,0,0,0
"422","4578416","George","Robinson","George Robinson","George Robinson",225,74,"RB",4,8,10,0,26,0,0,0
"423","4578469","Harold","Jemison","Harold Jemison","Harold Jemison",228,73,"RB",2,7,7,1,24,0,0,0
"424","4578631","Jacorey","Howard","Jacorey Howard","Jacorey Howard",224,73,"RB",4,42,69,6,394,0,21,4
"425","4578660","Ahmad","Antoine","Ahmad Antoine","Ahmad Antoine",185,70,"RB",4,35,113,3,548,0,22,4
"426","4578996","Ivory","Roberts","Ivory Roberts","Ivory Roberts",190,67,"RB",3,4,8,0,9,0,3,1
"427","4579074","Luke","Skokna","Luke Skokna","Luke Skokna",180,69,"RB",4,14,57,3,267,2,130,14
"428","4579402","Jeremiah","Chukwudobe","Jeremiah Chukwudobe","Jeremiah Chukwudobe",195,69,"RB",4,19,18,0,74,0,3,1
"429","4579554","Ian","Wheeler","Ian Wheeler","Ian Wheeler",205,71,"RB",4,59,50,2,373,0,119,9
"430","4579668","Shaka","Moales","Shaka Moales","Shaka Moales",195,69,"RB",4,10,5,0,23,0,-5,0
"431","4580617","Yesiah","Clemons","Yesiah Clemons","Yesiah Clemons",215,70,"RB",4,14,24,0,126,0,2,2
"432","4580659","Darran","Butts","Darran Butts","Darran Butts",185,70,"RB",4,68,123,4,695,0,15,7
"433","4586330","Rico","Barfield","Rico Barfield","Rico Barfield",214,71,"RB",2,24,25,1,96,1,88,6
"434","4586331","Taj","Butts","Taj Butts","Taj Butts",210,70,"RB",2,58,108,3,565,1,122,10
"435","4587705","Cam'Ron","Valdez","Cam'Ron Valdez","Cam'Ron Valdez",205,69,"RB",2,54,40,1,250,0,27,3
"436","4588200","Colby","McDonald","Colby McDonald","Colby McDonald",208,71,"RB",3,35,47,2,283,0,16,5
"437","4588200","Colby","McDonald","Colby McDonald","Colby McDonald",208,71,"RB",3,35,47,2,283,0,16,5
"438","4590302","Deon","Silas","Deon Silas","Deon Silas",190,68,"RB",3,20,34,0,139,0,11,2
"439","4590347","Rahjai","Harris","Rahjai Harris","Rahjai Harris",211,71,"RB",3,50,129,5,485,1,43,7
"440","4591233","Skip","Velotta","Skip Velotta","Skip Velotta",200,68,"RB",4,9,2,0,14,0,0,0
"441","4593004","Davion","Primm","Davion Primm","Davion Primm",205,72,"RB",2,8,7,0,18,0,0,0
"442","4593004","Davion","Primm","Davion Primm","Davion Primm",205,72,"RB",2,8,7,0,18,0,0,0
"443","4594984","Tavierre","Dunlap","Tavierre Dunlap","Tavierre Dunlap",229,72,"RB",3,7,5,0,21,0,0,0
"444","4595341","Caleb","Hood","Caleb Hood","Caleb Hood",225,72,"RB",3,13,15,1,43,0,9,1
"445","4595354","Gabe","Ervin Jr.","Gabe Ervin Jr.","Gabe Ervin Jr.",220,72,"RB",2,27,38,1,196,0,20,2
"446","4596019","Amaad","Foston","Amaad Foston","Amaad Foston",212,72,"RB",3,8,5,0,29,0,1,1
"447","4596336","Chandler","Pittman","Chandler Pittman","Chandler Pittman",165,70,"RB",3,11,9,0,26,0,130,16
"448","4596437","AJ","Green","AJ Green","AJ Green",205,71,"RB",3,55,67,2,312,1,25,6
"449","4596448","Bucky","Irving","Bucky Irving","Bucky Irving",195,70,"RB",3,56,172,10,1063,2,395,53
"450","4597146","Faysal","Aden","Faysal Aden","Faysal Aden",208,NA,"RB",4,32,106,2,442,0,21,6
"451","4599158","Al-Jay","Henderson","Al-Jay Henderson","Al-Jay Henderson",195,72,"RB",2,2,5,1,0,0,0,0
"452","4601080","Raheim","Sanders","Raheim Sanders","Raheim Sanders",242,74,"RB",3,19,62,2,209,0,75,10
"453","4601283","Trey","Cooley","Trey Cooley","Trey Cooley",197,70,"RB",3,23,64,3,274,1,112,11
"454","4601283","Trey","Cooley","Trey Cooley","Trey Cooley",197,70,"RB",3,23,64,3,274,1,112,11
"455","4602783","Trent","Battle","Trent Battle","Trent Battle",210,73,"RB",2,10,10,0,25,0,68,4
"456","4602906","Jordan","Hornbeak","Jordan Hornbeak","Jordan Hornbeak",209,71,"RB",2,17,17,0,51,0,57,4
"457","4603192","Logan","Diggs","Logan Diggs","Logan Diggs",215,73,"RB",3,35,118,7,652,0,82,8
"458","4603199","Terrence","Williams","Terrence Williams","Terrence Williams",223,73,"RB",3,11,23,1,72,0,-2,1
"459","4603199","Terrence","Williams","Terrence Williams","Terrence Williams",223,73,"RB",3,11,23,1,72,0,-2,1
"460","4605841","Nathan","Carter","Nathan Carter","Nathan Carter",200,70,"RB",2,44,185,4,798,0,103,22
"461","4605869","Terry","Wilkins","Terry Wilkins","Terry Wilkins",187,68,"RB",2,75,18,1,146,0,3,2
"462","4606195","Demie","Sumo-Karngbaye","Demie Sumo-Karngbaye","Demie Sumo-Karngbaye",210,72,"RB",3,42,20,1,139,1,69,14
"463","4607267","Malik","Sherrod","Malik Sherrod","Malik Sherrod",173,68,"RB",3,72,152,9,876,1,179,36
"464","4607267","Malik","Sherrod","Malik Sherrod","Malik Sherrod",173,68,"RB",3,72,152,9,876,1,179,36
