"","athlete_id","first_name","last_name","full_name","display_name","weight","height","position_abbreviation","experience_years","rushing_long_rushing","rushing_rushing_attempts","rushing_rushing_touchdowns","rushing_rushing_yards","receiving_receiving_touchdowns","receiving_receiving_yards","receiving_receptions"
"465","4607267","Malik","Sherrod","Malik Sherrod","Malik Sherrod",173,68,"RB",3,72,152,9,876,1,179,36
"466","4608686","Kyle","Monangai","Kyle Monangai","Kyle Monangai",210,69,"RB",3,55,217,7,1099,0,61,6
"467","4608772","Brian","Brewton","Brian Brewton","Brian Brewton",175,66,"RB",3,8,3,0,19,0,0,0
"468","4608922","Braydon","Bennett","Braydon Bennett","Braydon Bennett",215,74,"RB",3,21,86,5,381,0,198,21
"469","4609151","Joshua","Edwards","Joshua Edwards","Joshua Edwards",211,69,"RB",3,12,9,0,40,0,5,1
"470","4610703","Jalen","White","Jalen White","Jalen White",215,72,"RB",4,45,159,9,891,1,65,16
"471","4611995","Jamal","Haynes","Jamal Haynes","Jamal Haynes",180,69,"RB",2,67,156,7,931,1,151,20
"472","4611995","Jamal","Haynes","Jamal Haynes","Jamal Haynes",180,69,"RB",2,67,156,7,931,1,151,20
"473","4612211","Jaison","Patterson","Jaison Patterson","Jaison Patterson",215,72,"RB",3,20,34,1,123,0,24,2
"474","4612350","Donovan","Eaglin","Donovan Eaglin","Donovan Eaglin",226,71,"RB",2,67,142,7,765,0,65,9
"475","4612558","Anderson","Castle","Anderson Castle","Anderson Castle",220,72,"RB",3,29,33,2,164,0,28,4
"476","4612624","Antwan","Roberts","Antwan Roberts","Antwan Roberts",207,73,"RB",2,8,2,0,11,0,17,1
"477","4613032","Nate","Noel","Nate Noel","Nate Noel",190,70,"RB",3,68,173,5,834,0,86,16
"478","4613059","Devontae","Houston","Devontae Houston","Devontae Houston",171,69,"RB",3,27,34,0,161,1,59,4
"479","4613064","Obie","Sanni","Obie Sanni","Obie Sanni",198,69,"RB",2,67,57,1,248,0,56,6
"480","4613105","Miles","Davis","Miles Davis","Miles Davis",210,72,"RB",2,13,16,0,78,0,-7,1
"481","4613198","Larenzo","McMillan","Larenzo McMillan","Larenzo McMillan",195,70,"RB",2,30,4,0,55,0,0,0
"482","4643649","Kaden","Dudley","Kaden Dudley","Kaden Dudley",205,70,"RB",2,18,8,0,40,0,12,4
"483","4676889","Myles","Montgomery","Myles Montgomery","Myles Montgomery",205,71,"RB",2,63,66,3,428,0,5,5
"484","4678008","Jonathon","Brooks","Jonathon Brooks","Jonathon Brooks",207,72,"RB",2,67,187,10,1139,1,286,25
"485","4680018","Alton","McCaskill","Alton McCaskill","Alton McCaskill",200,73,"RB",2,9,14,0,59,0,19,2
"486","4680018","Alton","McCaskill","Alton McCaskill","Alton McCaskill",200,73,"RB",2,9,14,0,59,0,19,2
"487","4682487","Cam","Davis","Cam Davis","Cam Davis",180,68,"RB",2,25,52,0,225,0,53,16
"488","4682640","Josh","McCray","Josh McCray","Josh McCray",235,73,"RB",2,14,43,2,156,0,30,6
"489","4682652","Devin","Neal","Devin Neal","Devin Neal",210,71,"RB",3,75,183,15,1209,1,214,24
"490","4682653","Al-Shadee","Salaam","Al-Shadee Salaam","Al-Shadee Salaam",185,70,"RB",3,18,6,1,28,0,0,0
"491","4682745","Jaylen","Wright","Jaylen Wright","Jaylen Wright",210,71,"RB",3,82,137,4,1013,0,141,22
"492","4682762","Ke'Travion","Hargrove","Ke'Travion Hargrove","Ke'Travion Hargrove",195,71,"RB",2,17,11,1,43,0,0,0
"493","4682775","D.Q.","James","D.Q. James","D.Q. James",170,67,"RB",2,15,35,0,106,0,14,2
"494","4682904","Zahir","Abdus-Salaam","Zahir Abdus-Salaam","Zahir Abdus-Salaam",195,69,"RB",3,19,123,5,470,0,57,14
"495","4683164","Shakhi","Carson","Shakhi Carson","Shakhi Carson",182,69,"RB",3,42,42,0,171,0,9,2
"496","4683165","Jaden","Nixon","Jaden Nixon","Jaden Nixon",185,70,"RB",2,34,50,1,197,1,123,12
"497","4683178","David","Holloman","David Holloman","David Holloman",205,72,"RB",2,7,6,0,18,0,0,0
"498","4683219","Patrick","Smith","Patrick Smith","Patrick Smith",189,69,"RB",3,40,79,2,327,0,15,4
"499","4683219","Patrick","Smith","Patrick Smith","Patrick Smith",189,69,"RB",3,40,79,2,327,0,15,4
"500","4683272","Willie","Shaw III","Willie Shaw III","Willie Shaw III",205,71,"RB",2,14,28,0,115,0,5,1
"501","4683282","Justin","Lynch","Justin Lynch","Justin Lynch",211,73,"RB",3,30,11,1,96,0,0,0
"502","4683314","Xavier","Coleman","Xavier Coleman","Xavier Coleman",179,67,"RB",2,4,6,1,15,0,5,1
"503","4683319","Bill","Jackson","Bill Jackson","Bill Jackson",189,70,"RB",2,38,91,1,414,0,50,8
"504","4683530","Chance","Black","Chance Black","Chance Black",190,73,"RB",2,8,6,0,22,0,0,0
"505","4683530","Chance","Black","Chance Black","Chance Black",190,73,"RB",2,8,6,0,22,0,0,0
"506","4683665","Zuberi","Mobley","Zuberi Mobley","Zuberi Mobley",196,70,"RB",2,11,22,0,62,0,7,1
"507","4683667","Trent","Howland","Trent Howland","Trent Howland",240,75,"RB",2,19,75,2,354,0,22,3
"508","4683667","Trent","Howland","Trent Howland","Trent Howland",240,75,"RB",2,19,75,2,354,0,22,3
"509","4683889","Damien","Taylor","Damien Taylor","Damien Taylor",214,70,"RB",2,45,66,1,343,1,9,4
"510","4683986","Tariq","Sims","Tariq Sims","Tariq Sims",184,69,"RB",2,12,15,0,41,0,1,1
"511","4684421","Simeon","Price","Simeon Price","Simeon Price",215,72,"RB",2,16,5,0,41,0,13,2
"512","4684525","Eli","Sanders","Eli Sanders","Eli Sanders",205,72,"RB",2,29,102,4,477,1,43,5
"513","4684625","Montrell","Johnson Jr.","Montrell Johnson Jr.","Montrell Johnson Jr.",200,71,"RB",3,52,152,5,817,1,236,30
"514","4684913","Braedon","Wissler","Braedon Wissler","Braedon Wissler",180,67,"RB",2,60,145,5,684,1,126,18
"515","4684926","Andre","Hines","Andre Hines","Andre Hines",233,74,"RB",3,12,6,0,37,0,0,0
"516","4684940","La'Damian","Webb","La'Damian Webb","La'Damian Webb",210,67,"RB",4,65,186,16,1007,1,144,24
"517","4684954","Marco","Lee Jr.","Marco Lee Jr.","Marco Lee Jr.",235,72,"RB",4,13,53,2,220,0,8,1
"518","4684975","Max","Balthazar","Max Balthazar","Max Balthazar",205,71,"RB",2,34,41,2,211,1,82,11
"519","4685123","Tank","Smith","Tank Smith","Tank Smith",222,67,"RB",4,39,9,0,71,0,0,0
"520","4685123","Tank","Smith","Tank Smith","Tank Smith",222,67,"RB",4,39,9,0,71,0,0,0
"521","4685123","Tank","Smith","Tank Smith","Tank Smith",222,67,"RB",4,39,9,0,71,0,0,0
"522","4685184","Donald","Chaney Jr.","Donald Chaney Jr.","Donald Chaney Jr.",210,70,"RB",2,29,94,2,478,0,15,5
"523","4685237","Michael","Allen","Michael Allen","Michael Allen",205,69,"RB",2,37,52,1,251,0,66,11
"524","4685246","Kaytron","Allen","Kaytron Allen","Kaytron Allen",221,71,"RB",2,50,162,6,851,1,81,14
"525","4685247","Braelon","Allen","Braelon Allen","Braelon Allen",245,74,"RB",3,52,181,12,984,0,131,28
"526","4685254","Jabari","Bates","Jabari Bates","Jabari Bates",167,66,"RB",1,7,11,0,30,0,32,9
"527","4685265","Isaiah","Broadway","Isaiah Broadway","Isaiah Broadway",210,72,"RB",1,22,13,1,78,0,0,0
"528","4685269","Jovantae","Barnes","Jovantae Barnes","Jovantae Barnes",204,72,"RB",2,17,37,1,140,0,23,5
"529","4685274","Janiran","Bonner","Janiran Bonner","Janiran Bonner",220,74,"FB",1,3,4,1,9,0,5,1
"530","4685279","Jaydon","Blue","Jaydon Blue","Jaydon Blue",191,72,"RB",2,69,56,2,339,1,90,10
"531","4685279","Jaydon","Blue","Jaydon Blue","Jaydon Blue",191,72,"RB",2,69,56,2,339,1,90,10
"532","4685348","Terrance","Gibbs","Terrance Gibbs","Terrance Gibbs",205,73,"RB",1,9,9,0,23,0,0,0
"533","4685350","Trevor","Etienne","Trevor Etienne","Trevor Etienne",205,69,"RB",2,62,131,8,753,1,172,21
"534","4685350","Trevor","Etienne","Trevor Etienne","Trevor Etienne",205,69,"RB",2,62,131,8,753,1,172,21
"535","4685374","Rodney","Hill","Rodney Hill","Rodney Hill",190,70,"RB",1,19,50,1,190,0,83,5
"536","4685382","Omarion","Hampton","Omarion Hampton","Omarion Hampton",220,72,"RB",2,68,234,15,1442,1,215,26
"537","4685385","Anthony","Hankerson","Anthony Hankerson","Anthony Hankerson",195,69,"RB",2,20,78,1,319,1,71,16
"538","4685397","Jordan","James","Jordan James","Jordan James",205,70,"RB",2,37,98,11,696,1,123,14
"539","4685397","Jordan","James","Jordan James","Jordan James",205,70,"RB",2,37,98,11,696,1,123,14
"540","4685445","Rayshon","Luke","Rayshon Luke","Rayshon Luke",175,69,"RB",2,40,37,1,153,0,95,4
"541","4685470","Le'Veon","Moss","Le'Veon Moss","Le'Veon Moss",210,72,"RB",2,36,96,5,484,0,84,11
"542","4685477","Jam","Miller","Jam Miller","Jam Miller",211,70,"RB",2,45,40,1,190,1,71,3
"543","4685489","Jaydn","Ott","Jaydn Ott","Jaydn Ott",200,72,"RB",2,66,229,11,1260,2,141,21
"544","4685489","Jaydn","Ott","Jaydn Ott","Jaydn Ott",200,72,"RB",2,66,229,11,1260,2,141,21
"545","4685509","Gi'Bran","Payne","Gi'Bran Payne","Gi'Bran Payne",204,69,"RB",2,12,39,2,144,2,58,9
"546","4685512","Jadarian","Price","Jadarian Price","Jadarian Price",203,70,"RB",2,23,34,2,166,1,65,5
"547","4685535","CJ","Stokes","CJ Stokes","CJ Stokes",205,70,"RB",2,7,4,0,8,0,0,0
"548","4685545","Gavin","Sawchuk","Gavin Sawchuk","Gavin Sawchuk",198,71,"RB",1,64,105,8,610,0,52,11
"549","4685555","Nicholas","Singleton","Nicholas Singleton","Nicholas Singleton",224,72,"RB",2,24,163,8,702,1,222,22
"550","4685579","Tevin","White","Tevin White","Tevin White",215,73,"RB",2,7,11,0,23,0,4,1
"551","4685644","Jordan","Johnson","Jordan Johnson","Jordan Johnson",175,69,"RB",2,28,34,0,198,0,54,9
"552","4685695","Samuel","Brown V","Samuel Brown V","Samuel Brown V",225,73,"RB",2,11,53,2,178,0,29,2
"553","4685699","Damari","Alston","Damari Alston","Damari Alston",209,70,"RB",2,56,55,2,297,0,48,8
"554","4685701","James","Jointer Jr.","James Jointer Jr.","James Jointer Jr.",215,72,"RB",1,34,43,2,251,0,7,1
"555","4685702","Quinshon","Judkins","Quinshon Judkins","Quinshon Judkins",210,71,"RB",2,40,237,15,1052,1,135,21
"556","4685723","Roydell","Williams","Roydell Williams","Roydell Williams",214,70,"RB",4,48,110,5,561,1,58,11
"557","4685739","Tre","Bradford","Tre Bradford","Tre Bradford",208,72,"RB",2,4,4,1,1,0,55,1
"558","4685795","Kendrell","Williams","Kendrell Williams","Kendrell Williams",198,71,"RB",2,12,3,0,23,0,0,0
"559","4685824","Johnathan","Arceneaux","Johnathan Arceneaux","Johnathan Arceneaux",186,70,"RB",2,9,6,0,18,0,15,2
"560","4685827","Jamal","Johnson","Jamal Johnson","Jamal Johnson",195,70,"RB",3,32,13,0,76,0,10,2
"561","4685827","Jamal","Johnson","Jamal Johnson","Jamal Johnson",195,70,"RB",3,32,13,0,76,0,10,2
"562","4685829","Dre'lyn","Washington","Dre'lyn Washington","Dre'lyn Washington",218,69,"RB",2,62,76,2,442,1,24,4
"563","4685896","Martin","Lucas","Martin Lucas","Martin Lucas",235,74,"RB",2,20,69,4,261,1,48,5
"564","4686065","Devin","Mockobee","Devin Mockobee","Devin Mockobee",200,72,"RB",2,65,172,6,807,1,180,19
"565","4686095","Kobe","Pace","Kobe Pace","Kobe Pace",215,70,"RB",4,22,125,1,382,3,176,19
"566","4686095","Kobe","Pace","Kobe Pace","Kobe Pace",215,70,"RB",4,22,125,1,382,3,176,19
"567","4686095","Kobe","Pace","Kobe Pace","Kobe Pace",215,70,"RB",4,22,125,1,382,3,176,19
"568","4686183","Malcolm","Terry II","Malcolm Terry II","Malcolm Terry II",200,69,"RB",3,31,81,0,344,0,56,12
"569","4686205","Khalil","Crawford","Khalil Crawford","Khalil Crawford",220,73,"FB",4,2,2,0,2,0,0,0
"570","4686223","Malachi","Thomas","Malachi Thomas","Malachi Thomas",206,72,"RB",2,35,79,2,365,0,44,8
"571","4686223","Malachi","Thomas","Malachi Thomas","Malachi Thomas",206,72,"RB",2,35,79,2,365,0,44,8
"572","4686223","Malachi","Thomas","Malachi Thomas","Malachi Thomas",206,72,"RB",2,35,79,2,365,0,44,8
"573","4686260","Trevin","Luben","Trevin Luben","Trevin Luben",205,71,"RB",2,18,3,0,29,0,0,0
"574","4686377","Amauri","Pesek-Hickson","Amauri Pesek-Hickson","Amauri Pesek-Hickson",225,72,"LB",3,28,96,5,441,1,38,3
"575","4686377","Amauri","Pesek-Hickson","Amauri Pesek-Hickson","Amauri Pesek-Hickson",225,72,"LB",3,28,96,5,441,1,38,3
"576","4686451","Jashon","Butler","Jashon Butler","Jashon Butler",200,NA,"RB",4,16,42,1,139,0,40,5
"577","4686513","Frank","Peasant","Frank Peasant","Frank Peasant",196,71,"RB",3,37,81,4,306,0,126,16
"578","4686606","Isaiah","Johnson","Isaiah Johnson","Isaiah Johnson",210,70,"RB",3,28,37,3,229,0,36,9
"579","4686658","Mike","Washington","Mike Washington","Mike Washington",215,74,"RB",2,49,90,2,362,0,35,13
"580","4686769","Shaadie","Clayton-Johnson","Shaadie Clayton-Johnson","Shaadie Clayton-Johnson",205,73,"RB",2,17,38,0,159,0,88,8
"581","4686921","Cooper","Jones","Cooper Jones","Cooper Jones",170,66,"RB",4,15,14,1,45,0,0,0
"582","4686921","Cooper","Jones","Cooper Jones","Cooper Jones",170,66,"RB",4,15,14,1,45,0,0,0
"583","4687413","Antario","Brown","Antario Brown","Antario Brown",219,70,"RB",3,80,187,10,1164,1,52,12
"584","4687413","Antario","Brown","Antario Brown","Antario Brown",219,70,"RB",3,80,187,10,1164,1,52,12
"585","4687475","Cam","Porter","Cam Porter","Cam Porter",220,70,"RB",4,34,156,4,618,1,104,19
"586","4687476","Jake","Arthurs","Jake Arthurs","Jake Arthurs",205,69,"RB",4,8,4,0,11,0,0,0
"587","4687493","Brandon","Thomas","Brandon Thomas","Brandon Thomas",210,70,"RB",3,42,39,9,162,0,10,2
"588","4687515","EJ","Wilson Jr.","EJ Wilson Jr.","EJ Wilson Jr.",210,72,"RB",3,20,13,0,58,0,10,4
"589","4688595","Kevorian","Barnes","Kevorian Barnes","Kevorian Barnes",220,69,"RB",2,44,139,6,698,0,61,14
"590","4688723","CJ","Evans Jr.","CJ Evans Jr.","CJ Evans Jr.",180,68,"RB",4,48,29,1,153,0,29,4
"591","4688782","RJ","Smith","RJ Smith","RJ Smith",175,72,"RB",3,27,32,1,179,0,0,0
"592","4688817","Elijah","Green","Elijah Green","Elijah Green",210,71,"RB",3,9,4,0,12,0,0,0
"593","4688817","Elijah","Green","Elijah Green","Elijah Green",210,71,"RB",3,9,4,0,12,0,0,0
"594","4688835","Roman","Hemby","Roman Hemby","Roman Hemby",202,74,"RB",2,40,135,4,663,3,288,37
"595","4689193","Nick","Mosley","Nick Mosley","Nick Mosley",205,70,"RB",3,23,8,0,56,0,0,0
"596","4689193","Nick","Mosley","Nick Mosley","Nick Mosley",205,70,"RB",3,23,8,0,56,0,0,0
"597","4689338","Dillon","Johnson","Dillon Johnson","Dillon Johnson",218,72,"RB",3,53,201,14,1113,0,148,19
"598","4689529","Kenji","Christian","Kenji Christian","Kenji Christian",207,74,"RB",2,35,133,6,718,1,197,16
"599","4689591","Chris","Houston","Chris Houston","Chris Houston",169,68,"RB",3,19,31,0,101,1,56,4
"600","4689654","Justin","Jones","Justin Jones","Justin Jones",206,73,"RB",3,12,4,0,33,0,0,0
"601","4689825","Tyrell","Robinson","Tyrell Robinson","Tyrell Robinson",180,69,"RB",3,25,39,2,187,0,77,6
"602","4689826","Tyson","Riley","Tyson Riley","Tyson Riley",250,74,"RB",4,43,15,1,119,3,38,5
"603","4689978","Jalen","Montgomery","Jalen Montgomery","Jalen Montgomery",168,69,"RB",2,7,5,0,15,0,0,0
"604","4690013","Rasheen","Ali","Rasheen Ali","Rasheen Ali",209,72,"RB",3,61,203,14,1043,1,213,28
"605","4690120","Johnny","Richardson","Johnny Richardson","Johnny Richardson",170,67,"RB",4,79,84,1,557,0,46,12
"606","4690157","Yasias","Young","Yasias Young","Yasias Young",187,69,"RB",2,4,2,0,6,0,0,0
"607","4690163","Joseph","Martinez","Joseph Martinez","Joseph Martinez",200,69,"RB",3,3,5,0,6,0,0,0
"608","4690163","Joseph","Martinez","Joseph Martinez","Joseph Martinez",200,69,"RB",3,3,5,0,6,0,0,0
"609","4690811","Savion","Red","Savion Red","Savion Red",214,70,"RB",2,24,30,1,131,0,0,0
"610","4690972","Ja'Quinden","Jackson","Ja'Quinden Jackson","Ja'Quinden Jackson",228,74,"RB",2,54,153,4,742,0,53,9
"611","4691089","Korbyn","White","Korbyn White","Korbyn White",190,69,"RB",3,12,5,0,22,0,0,0
"612","4691270","Jermiah","Dobbins","Jermiah Dobbins","Jermiah Dobbins",195,71,"RB",3,29,70,2,350,0,21,3
"613","4691838","Lamagea","McDowell","Lamagea McDowell","Lamagea McDowell",230,74,"RB",4,20,127,6,505,1,43,6
"614","4691842","Chris","McKay Jr.","Chris McKay Jr.","Chris McKay Jr.",190,68,"RB",4,61,61,4,361,0,3,1
"615","4691889","Greg","Desrosiers Jr.","Greg Desrosiers Jr.","Greg Desrosiers Jr.",200,71,"RB",2,60,37,4,301,2,185,15
"616","4691889","Greg","Desrosiers Jr.","Greg Desrosiers Jr.","Greg Desrosiers Jr.",200,71,"RB",2,60,37,4,301,2,185,15
"617","4691889","Greg","Desrosiers Jr.","Greg Desrosiers Jr.","Greg Desrosiers Jr.",200,71,"RB",2,60,37,4,301,2,185,15
"618","4692058","Al","Wooten II","Al Wooten II","Al Wooten II",223,72,"RB",3,76,152,6,715,2,119,12
"619","4692058","Al","Wooten II","Al Wooten II","Al Wooten II",223,72,"RB",3,76,152,6,715,2,119,12
"620","4692642","Celdon","Manning","Celdon Manning","Celdon Manning",187,70,"RB",3,32,21,1,151,1,107,9
"621","4692666","Earnest","Crownover","Earnest Crownover","Earnest Crownover",235,75,"RB",4,6,4,0,12,2,21,2
"622","4692830","Bradley","Dunn","Bradley Dunn","Bradley Dunn",203,69,"RB",3,9,3,0,8,0,0,0
"623","4693219","Ron","Wiggins","Ron Wiggins","Ron Wiggins",180,71,"RB",3,37,65,5,342,0,60,6
"624","4693219","Ron","Wiggins","Ron Wiggins","Ron Wiggins",180,71,"RB",3,37,65,5,342,0,60,6
"625","4693330","TK","Marshall","TK Marshall","TK Marshall",209,72,"RB",4,38,73,5,356,1,28,7
"626","4693615","Charlie","Spegal","Charlie Spegal","Charlie Spegal",221,70,"RB",2,14,15,1,71,0,7,1
"627","4693906","Jose","Lopez-Quinones","Jose Lopez-Quinones","Jose Lopez-Quinones",199,69,"RB",4,3,3,0,2,0,34,1
"628","4694042","Kyle","Cichanowsky","Kyle Cichanowsky","Kyle Cichanowsky",195,70,"RB",4,7,8,0,15,0,18,3
"629","4694043","Ryan","Clark","Ryan Clark","Ryan Clark",215,73,"RB",4,13,42,6,125,0,8,2
"630","4694074","Coleman","Bennett","Coleman Bennett","Coleman Bennett",185,71,"RB",4,47,122,4,496,0,340,36
"631","4694074","Coleman","Bennett","Coleman Bennett","Coleman Bennett",185,71,"RB",4,47,122,4,496,0,340,36
"632","4694113","Joey","Suchy","Joey Suchy","Joey Suchy",225,72,"RB",3,14,41,0,152,0,63,11
"633","4694180","JD","Moore","JD Moore","JD Moore",182,71,"RB",2,49,65,1,264,0,81,7
"634","4694237","Max","Hurleman","Max Hurleman","Max Hurleman",200,72,"RB",4,8,7,0,25,2,273,28
"635","4694262","Ty'son","Edwards","Ty'son Edwards","Ty'son Edwards",210,71,"RB",4,23,36,3,160,0,8,1
"636","4694263","Joey","Giorgi","Joey Giorgi","Joey Giorgi",195,70,"RB",4,23,147,3,636,1,120,16
"637","4694302","Marcus","Yarns","Marcus Yarns","Marcus Yarns",195,71,"RB",4,66,135,15,940,3,311,24
"638","4694369","David","Legette","David Legette","David Legette",180,70,"RB",4,17,33,1,124,0,91,11
"639","4694410","Drew","Powell","Drew Powell","Drew Powell",214,72,"RB",4,13,56,0,167,0,127,19
"640","4694473","Tevita","Moimoi","Tevita Moimoi","Tevita Moimoi",215,72,"RB",4,41,58,2,273,0,89,14
"641","4694478","Joey","Richmond","Joey Richmond","Joey Richmond",210,71,"RB",4,0,2,0,-5,0,0,0
"642","4694491","Mattijs","Lasore","Mattijs Lasore","Mattijs Lasore",205,71,"RB",3,29,13,0,57,0,0,0
"643","4694492","Malachi","Imoh","Malachi Imoh","Malachi Imoh",185,68,"RB",3,63,126,3,855,1,183,19
"644","4694519","Logan","Davis","Logan Davis","Logan Davis",197,71,"RB",3,43,29,1,181,0,8,1
"645","4694583","Quali","Conley","Quali Conley","Quali Conley",207,70,"RB",3,68,127,8,809,0,264,25
"646","4694674","Ludovick","Choquette","Ludovick Choquette","Ludovick Choquette",211,70,"RB",4,21,64,3,244,0,108,13
"647","4694701","Rashad","Raymond","Rashad Raymond","Rashad Raymond",210,71,"RB",3,24,102,0,387,0,62,15
"648","4694709","Grant","Swinehart","Grant Swinehart","Grant Swinehart",190,73,"RB",3,14,18,1,59,0,14,1
"649","4694862","Jun","Ahn","Jun Ahn","Jun Ahn",175,66,"RB",4,5,5,0,7,0,0,0
"650","4694866","Triston","Burkett","Triston Burkett","Triston Burkett",195,71,"RB",4,4,5,0,7,0,0,0
"651","4694921","Damon","Macklin","Damon Macklin","Damon Macklin",150,66,"RB",4,8,9,0,31,0,0,0
"652","4694942","Sabias","Folley","Sabias Folley","Sabias Folley",235,71,"RB",4,2,3,0,4,0,27,1
"653","4694946","Devin","Matthews","Devin Matthews","Devin Matthews",195,69,"RB",4,38,147,9,654,0,67,6
"654","4694946","Devin","Matthews","Devin Matthews","Devin Matthews",195,69,"RB",4,38,147,9,654,0,67,6
"655","4694946","Devin","Matthews","Devin Matthews","Devin Matthews",195,69,"RB",4,38,147,9,654,0,67,6
"656","4695047","Jalen","Rouse","Jalen Rouse","Jalen Rouse",195,71,"RB",3,43,90,2,366,0,99,11
"657","4695076","Bryson","Irby","Bryson Irby","Bryson Irby",205,72,"RB",3,70,108,5,531,0,46,4
"658","4695080","Trey","Foster","Trey Foster","Trey Foster",195,71,"RB",3,32,81,4,453,0,43,7
"659","4695119","Kendi","Young","Kendi Young","Kendi Young",200,71,"RB",3,20,37,0,148,0,24,3
"660","4695121","Harrison","Bey-Buie","Harrison Bey-Buie","Harrison Bey-Buie",221,70,"RB",2,37,43,4,209,0,0,0
"661","4695176","Justice","Jackson","Justice Jackson","Justice Jackson",190,71,"RB",3,39,76,5,472,2,81,9
"662","4695176","Justice","Jackson","Justice Jackson","Justice Jackson",190,71,"RB",3,39,76,5,472,2,81,9
"663","4695303","Roland","Dempster","Roland Dempster","Roland Dempster",225,72,"RB",4,38,93,3,408,0,12,4
"664","4695304","Jayden","Cook","Jayden Cook","Jayden Cook",225,72,"RB",4,9,15,1,33,4,346,35
"665","4695307","Ross","Tallarico","Ross Tallarico","Ross Tallarico",190,70,"RB",4,27,44,0,259,0,82,8
"666","4695365","Shamenski","Rucker","Shamenski Rucker","Shamenski Rucker",190,70,"RB",3,30,68,1,168,0,195,26
"667","4695404","Isaiah","Davis","Isaiah Davis","Isaiah Davis",220,73,"RB",4,66,205,15,1384,1,196,22
"668","4695447","Malik","Griffin","Malik Griffin","Malik Griffin",185,68,"RB",3,16,8,0,36,0,14,1
"669","4695448","DJ","Moyer","DJ Moyer","DJ Moyer",192,68,"RB",2,25,88,0,319,1,75,15
"670","4695611","Daniel","Wood","Daniel Wood","Daniel Wood",206,69,"RB",1,10,5,0,18,0,0,0
"671","4695611","Daniel","Wood","Daniel Wood","Daniel Wood",206,69,"RB",1,10,5,0,18,0,0,0
"672","4695786","Mike","Mansaray","Mike Mansaray","Mike Mansaray",205,70,"RB",2,23,22,1,70,1,8,2
"673","4695787","Shomari","Lawrence","Shomari Lawrence","Shomari Lawrence",200,72,"RB",2,67,125,4,566,0,47,8
"674","4695869","Taj","Barnes","Taj Barnes","Taj Barnes",195,69,"RB",4,22,4,0,35,0,0,0
"675","4695952","Daryon","Triche","Daryon Triche","Daryon Triche",190,69,"RB",2,9,5,0,21,0,11,2
"676","4695957","Charles","Crawford III","Charles Crawford III","Charles Crawford III",180,70,"RB",2,4,7,0,11,0,18,1
"677","4695960","Tobias","Weaver","Tobias Weaver","Tobias Weaver",195,71,"RB",3,8,17,0,35,0,4,1
"678","4696044","Kaelon","Black","Kaelon Black","Kaelon Black",210,70,"RB",2,57,131,1,594,3,220,23
"679","4696044","Kaelon","Black","Kaelon Black","Kaelon Black",210,70,"RB",2,57,131,1,594,3,220,23
"680","4696070","Tavion","Banks","Tavion Banks","Tavion Banks",200,70,"RB",4,22,37,0,103,1,86,9
"681","4696071","Freddie","Brock","Freddie Brock","Freddie Brock",190,70,"RB",4,12,6,0,31,0,0,0
"682","4696155","Jalen","Madison","Jalen Madison","Jalen Madison",195,69,"RB",3,29,139,4,645,0,60,11
"683","4696198","Jaylen","Smith","Jaylen Smith","Jaylen Smith",205,70,"RB",3,22,3,0,20,0,0,0
"684","4696213","Fonnae","Webb","Fonnae Webb","Fonnae Webb",210,71,"RB",3,56,49,1,252,0,19,2
"685","4696240","Jaylon","Jackson","Jaylon Jackson","Jaylon Jackson",168,66,"RB",4,55,125,2,574,2,221,22
"686","4696379","Jack","DiPietro","Jack DiPietro","Jack DiPietro",205,70,"RB",4,33,60,2,247,0,102,9
"687","4696470","Isaiah","Smith","Isaiah Smith","Isaiah Smith",200,72,"RB",3,71,95,2,594,1,177,24
"688","4696690","Reggie","Love III","Reggie Love III","Reggie Love III",205,71,"RB",3,61,116,4,567,0,58,9
"689","4696690","Reggie","Love III","Reggie Love III","Reggie Love III",205,71,"RB",3,61,116,4,567,0,58,9
"690","4696976","Michael","Johnson","Michael Johnson","Michael Johnson",188,67,"RB",2,18,4,1,32,0,0,0
"691","4696981","Cameron","Skattebo","Cameron Skattebo","Cameron Skattebo",212,70,"RB",3,66,164,9,783,1,286,24
"692","4697011","James","Louis","James Louis","James Louis",185,68,"RB",3,40,82,3,254,0,89,10
"693","4697099","Damonta","Witherspoon","Damonta Witherspoon","Damonta Witherspoon",210,68,"RB",3,31,80,5,329,0,15,6
"694","4697101","Cortezz","Jones","Cortezz Jones","Cortezz Jones",239,71,"RB",3,55,70,3,323,0,105,9
"695","4697230","Jalen","Johnson","Jalen Johnson","Jalen Johnson",185,70,"RB",4,4,2,0,7,0,0,0
"696","4697540","Jarett","Hunter","Jarett Hunter","Jarett Hunter",205,70,"RB",4,42,133,8,602,2,247,22
"697","4697590","Kevin","Daniels","Kevin Daniels","Kevin Daniels",225,74,"RB",2,31,77,2,297,1,74,13
"698","4697633","Dylan","Paine","Dylan Paine","Dylan Paine",197,69,"RB",2,52,25,1,150,0,5,1
"699","4697741","Jalen","John","Jalen John","Jalen John",225,71,"RB",2,7,10,0,31,0,0,0
"700","4697741","Jalen","John","Jalen John","Jalen John",225,71,"RB",2,7,10,0,31,0,0,0
"701","4698117","Piotr","Partyla","Piotr Partyla","Piotr Partyla",180,69,"RB",4,10,10,0,29,0,0,0
"702","4698253","Lan","Larison","Lan Larison","Lan Larison",199,72,"RB",3,78,178,13,1101,2,198,21
