athlete_id,first_name,last_name,full_name,display_name,weight,height,position_abbreviation,experience_years,receiving_long_reception,receiving_receiving_touchdowns,receiving_receiving_yards,receiving_receptions
4574590,Connor,Becker,Connor Becker,Connor Becker,195,76,WR,4,37,0,129,13
4574596,Quinton,Lane,Quinton Lane,Quinton Lane,210,75,WR,4,30,1,256,23
4574651,Solomon,Davis,Solomon Davis,Solomon Davis,180,73,WR,4,53,6,661,50
4574678,Taylor,Shields,Taylor Shields,Taylor Shields,190,72,WR,3,51,5,314,26
4574722,Christian,Dremel,Christian Dremel,Christian Dremel,185,69,WR,4,69,3,440,34
4574730,Isaiah,Washington,Isaiah Washington,Isaiah Washington,210,75,WR,4,42,1,307,24
4574730,Isaiah,Washington,Isaiah Washington,Isaiah Washington,210,75,WR,4,42,1,307,24
4574730,Isaiah,Washington,Isaiah Washington,Isaiah Washington,210,75,WR,4,42,1,307,24
4574730,Isaiah,Washington,Isaiah Washington,Isaiah Washington,210,75,WR,4,42,1,307,24
4575116,Ty,James,Ty James,Ty James,200,74,WR,3,75,7,1157,64
4575158,Tevarrius,Adams,Tevarrius Adams,Tevarrius Adams,190,73,WR,2,49,0,212,17
4575160,Akeem,McNair,Akeem McNair,Akeem McNair,200,69,WR,3,35,2,218,23
4575193,Richard,Bailey,Richard Bailey,Richard Bailey,175,70,WR,4,25,0,73,8
4575226,Andre,Crump Jr.,Andre Crump Jr.,Andre Crump Jr.,180,72,WR,4,30,0,170,17
4575334,Tremayne,Talbert,Tremayne Talbert,Tremayne Talbert,183,68,WR,3,24,2,173,17
4575348,Da'Quan,Felton,Da'Quan Felton,Da'Quan Felton,207,77,WR,4,84,8,667,38
4575508,DJ,England-Chisolm,DJ England-Chisolm,DJ England-Chisolm,152,68,WR,4,72,3,347,28
4575558,Josh,Kelly,Josh Kelly,Josh Kelly,192,73,WR,3,51,8,923,61
4575665,Jacob,Cowing,Jacob Cowing,Jacob Cowing,175,71,WR,4,37,11,696,83
4575739,Cassius,Allen,Cassius Allen,Cassius Allen,200,76,WR,3,35,0,223,14
4575739,Cassius,Allen,Cassius Allen,Cassius Allen,200,76,WR,3,35,0,223,14
4576135,Zoe,Roberts,Zoe Roberts,Zoe Roberts,185,71,WR,3,34,6,337,29
4576135,Zoe,Roberts,Zoe Roberts,Zoe Roberts,185,71,WR,3,34,6,337,29
4576254,Dawson,Snyder,Dawson Snyder,Dawson Snyder,190,76,WR,3,77,5,718,43
4576257,Aaron,Tutino,Aaron Tutino,Aaron Tutino,155,71,WR,3,22,2,107,11
4576273,Will,Downes,Will Downes,Will Downes,150,72,WR,4,45,1,208,19
4576286,Trevor,Sterry,Trevor Sterry,Trevor Sterry,175,72,WR,4,34,1,92,8
4576788,Andre,Johnson,Andre Johnson,Andre Johnson,215,76,WR,4,20,0,36,4
4576788,Andre,Johnson,Andre Johnson,Andre Johnson,215,76,WR,4,20,0,36,4
4576845,Isaiah,Wooden,Isaiah Wooden,Isaiah Wooden,170,69,WR,4,66,14,904,61
4577473,Rashaan,Ward,Rashaan Ward,Rashaan Ward,140,67,WR,4,10,0,25,4
4577489,Isaiah,Wilson,Isaiah Wilson,Isaiah Wilson,207,72,WR,3,24,0,73,7
4577541,Avery,Boyd,Avery Boyd,Avery Boyd,232,74,WR,3,31,2,81,6
4577577,Ismael,Fuller,Ismael Fuller,Ismael Fuller,180,73,WR,3,49,1,145,9
4577746,Delvin,Attafah,Delvin Attafah,Delvin Attafah,205,73,WR,3,38,0,240,19
4577869,Keelan,White,Keelan White,Keelan White,185,74,WR,3,97,4,739,47
4577869,Keelan,White,Keelan White,Keelan White,185,74,WR,3,97,4,739,47
4578042,P.J.,Wells,P.J. Wells,P.J. Wells,195,75,WR,3,29,0,116,10
4578084,Brandon,Jimenez,Brandon Jimenez,Brandon Jimenez,186,NA,WR,3,68,2,314,20
4578224,Christian,Richmond,Christian Richmond,Christian Richmond,175,68,WR,4,73,4,350,33
4578267,Dane,Kinamon,Dane Kinamon,Dane Kinamon,205,72,WR,4,94,2,126,5
4578268,Ty,Arrington,Ty Arrington,Ty Arrington,180,71,WR,3,48,0,139,14
4578286,Harrison,Cohen,Harrison Cohen,Harrison Cohen,215,72,TE,3,30,1,186,14
4578349,CJ,Hardy,CJ Hardy,CJ Hardy,200,71,WR,4,31,4,302,28
4578436,Coleman,Owen,Coleman Owen,Coleman Owen,175,71,WR,3,49,5,649,54
4578462,Odieu,Hiliare,Odieu Hiliare,Odieu Hiliare,185,72,WR,4,32,3,380,35
4578487,Cameron,Young,Cameron Young,Cameron Young,175,69,WR,4,33,5,511,53
4578489,Abdul-Fatai,Ibrahim,Abdul-Fatai Ibrahim,Abdul-Fatai Ibrahim,200,73,WR,4,33,2,213,19
4578628,Jordan,Davis,Jordan Davis,Jordan Davis,225,74,TE,3,35,1,137,9
4578639,Tavaris,Achane,Tavaris Achane,Tavaris Achane,201,75,WR,3,51,1,65,3
4578654,Jaden,Walley,Jaden Walley,Jaden Walley,195,72,WR,4,19,1,49,5
4578683,Colbey,Washington,Colbey Washington,Colbey Washington,175,70,WR,4,31,0,220,15
4578684,Khristopher,Simmons,Khristopher Simmons,Khristopher Simmons,190,74,WR,4,20,0,125,13
4578690,Chris,Butler,Chris Butler,Chris Butler,200,71,WR,3,29,0,59,4
4578795,Malik,Myers,Malik Myers,Malik Myers,190,75,WR,3,23,0,97,13
4578872,Lawton,Rikel,Lawton Rikel,Lawton Rikel,194,72,WR,4,31,3,467,41
4578949,Haze,Hadley,Haze Hadley,Haze Hadley,160,67,WR,4,47,0,262,27
4578961,Jacob,Sharp,Jacob Sharp,Jacob Sharp,185,73,WR,3,77,5,382,26
4578992,Mason,Pierce,Mason Pierce,Mason Pierce,163,66,WR,3,23,0,171,16
4579052,Chrysten,Cochran,Chrysten Cochran,Chrysten Cochran,185,73,WR,4,26,1,119,13
4580226,Tamatoa,Falatea,Tamatoa Falatea,Tamatoa Falatea,195,72,WR,3,77,2,244,19
4581714,Spencer,Redd,Spencer Redd,Spencer Redd,184,69,WR,3,60,3,447,25
4581714,Spencer,Redd,Spencer Redd,Spencer Redd,184,69,WR,3,60,3,447,25
4583940,Kaylon,Horton,Kaylon Horton,Kaylon Horton,173,69,WR,4,13,1,44,6
4584192,Christian,Da-Silva,Christian Da-Silva,Christian Da-Silva,175,70,WR,4,33,1,75,8
4584384,Marquez,Phillips,Marquez Phillips,Marquez Phillips,185,75,WR,4,8,0,14,2
4584384,Marquez,Phillips,Marquez Phillips,Marquez Phillips,185,75,WR,4,8,0,14,2
4584384,Marquez,Phillips,Marquez Phillips,Marquez Phillips,185,75,WR,4,8,0,14,2
4586312,Jaylin,Noel,Jaylin Noel,Jaylin Noel,200,70,WR,3,82,6,741,60
4587701,Andrel,Anthony,Andrel Anthony,Andrel Anthony,192,73,WR,3,55,1,429,27
4587702,Christian,Leary,Christian Leary,Christian Leary,173,70,WR,3,44,2,309,25
4587720,Tristan,Michaud,Tristan Michaud,Tristan Michaud,215,78,WR,2,28,0,80,7
4587722,Troy,Stellato,Troy Stellato,Troy Stellato,190,73,WR,2,18,1,279,34
4587977,Samuel,Brown,Samuel Brown,Samuel Brown,195,74,WR,2,53,3,815,62
4589233,Dylan,Goffney,Dylan Goffney,Dylan Goffney,215,72,WR,3,42,2,298,23
4589693,Einaj,Carter,Einaj Carter,Einaj Carter,166,68,WR,4,17,0,47,5
4590532,Silas,Bolden,Silas Bolden,Silas Bolden,157,68,WR,3,50,5,718,51
4591898,Chylon,Thomas,Chylon Thomas,Chylon Thomas,171,67,WR,4,12,0,28,5
4592573,Michael,Jackson III,Michael Jackson III,Michael Jackson III,200,72,WR,3,16,1,146,17
4592574,Jaedon,Wilson,Jaedon Wilson,Jaedon Wilson,179,75,WR,2,65,2,199,15
4592832,Marcus,Burke,Marcus Burke,Marcus Burke,200,76,WR,2,37,0,98,6
4592835,Dalton,Stroman,Dalton Stroman,Dalton Stroman,200,76,WR,2,77,3,380,19
4594319,Brady,Boyd,Brady Boyd,Brady Boyd,205,73,WR,3,4,0,4,2
4594337,Liam,Clifford,Liam Clifford,Liam Clifford,198,73,WR,2,33,0,105,10
4594444,Jordan,Moore,Jordan Moore,Jordan Moore,195,72,WR,3,49,8,794,59
4594446,Roderick,Daniels Jr.,Roderick Daniels Jr.,Roderick Daniels Jr.,182,69,WR,3,91,4,360,23
4595348,Malik,Nabers,Malik Nabers,Malik Nabers,200,72,WR,3,51,14,1546,86
4596010,Le'Meke,Brockington,Le'Meke Brockington,Le'Meke Brockington,200,72,WR,2,25,1,73,5
4596347,Donaven,McCulley,Donaven McCulley,Donaven McCulley,200,77,WR,3,69,6,644,48
4596439,Dominic,Lovett,Dominic Lovett,Dominic Lovett,179,70,WR,3,55,3,575,51
4596439,Dominic,Lovett,Dominic Lovett,Dominic Lovett,179,70,WR,3,55,3,575,51
4596539,Yulkeith,Brown,Yulkeith Brown,Yulkeith Brown,170,70,WR,3,42,2,328,28
4596596,J.J.,Jones,J.J. Jones,J.J. Jones,210,74,WR,3,57,2,658,42
4596602,Brashard,Smith,Brashard Smith,Brashard Smith,196,70,WR,3,54,2,263,22
4597248,Tailique,Williams,Tailique Williams,Tailique Williams,177,69,WR,3,78,5,581,46
4597500,Adonai,Mitchell,Adonai Mitchell,Adonai Mitchell,196,76,WR,3,62,10,813,51
4597703,Tory,Horton,Tory Horton,Tory Horton,190,74,WR,4,76,8,1136,96
4600410,Tre,Shackelford,Tre Shackelford,Tre Shackelford,189,73,WR,2,69,6,799,52
4600597,Montorie,Foster Jr.,Montorie Foster Jr.,Montorie Foster Jr.,185,72,WR,4,42,3,576,43
4600981,Pat,Bryant,Pat Bryant,Pat Bryant,200,75,WR,3,46,7,560,43
4602185,Eric,McAlister,Eric McAlister,Eric McAlister,200,76,WR,2,83,5,873,47
4602201,Brenen,Hawkins,Brenen Hawkins,Brenen Hawkins,213,74,WR,2,59,3,166,12
4602667,Jaylin,Lane,Jaylin Lane,Jaylin Lane,180,70,WR,4,75,6,524,37
4602785,Peyton,Higgins,Peyton Higgins,Peyton Higgins,176,70,WR,2,32,0,104,8
4602785,Peyton,Higgins,Peyton Higgins,Peyton Higgins,176,70,WR,2,32,0,104,8
4602940,Derwin,Burgess Jr.,Derwin Burgess Jr.,Derwin Burgess Jr.,190,71,WR,3,68,5,696,68
4602940,Derwin,Burgess Jr.,Derwin Burgess Jr.,Derwin Burgess Jr.,190,71,WR,3,68,5,696,68
4603186,Jack,Bech,Jack Bech,Jack Bech,220,74,WR,3,34,0,146,12
4603746,Malik,Rutherford,Malik Rutherford,Malik Rutherford,155,69,WR,2,55,3,462,44
4604004,Keelan,Marion,Keelan Marion,Keelan Marion,200,72,WR,2,37,0,216,20
4605477,Alante,Brown,Alante Brown,Alante Brown,190,71,WR,4,20,0,27,3
4605489,Damien,Alford,Damien Alford,Damien Alford,210,78,WR,3,47,3,527,29
4605951,CJ,Daniels,CJ Daniels,CJ Daniels,200,74,WR,3,75,10,988,47
4606713,Brandon,Hayes,Brandon Hayes,Brandon Hayes,207,74,WR,2,17,0,21,2
4607419,Key'Shawn,Smith,Key'Shawn Smith,Key'Shawn Smith,191,73,WR,4,43,3,380,23
4608003,Onuma,Dieke,Onuma Dieke,Onuma Dieke,210,77,WR,3,30,0,66,6
4608533,EJ,Horton,EJ Horton,EJ Horton,183,72,WR,3,45,1,201,10
4608606,Tyson,Mobley,Tyson Mobley,Tyson Mobley,180,72,WR,4,33,0,104,7
4608679,Will,Sheppard,Will Sheppard,Will Sheppard,198,75,WR,4,85,8,684,47
4608679,Will,Sheppard,Will Sheppard,Will Sheppard,198,75,WR,4,85,8,684,47
4608793,Jabre,Barber,Jabre Barber,Jabre Barber,174,70,WR,3,52,5,892,65
4608801,Nae'Saan,Dickerson,Nae'Saan Dickerson,Nae'Saan Dickerson,185,74,WR,2,19,1,154,16
4608810,Tez,Johnson,Tez Johnson,Tez Johnson,160,70,WR,3,77,9,1010,75
4609074,Alvin,Edney,Alvin Edney,Alvin Edney,187,71,WR,4,15,0,91,11
4609096,Matthew,Akuchie,Matthew Akuchie,Matthew Akuchie,205,75,WR,4,5,0,6,3
4610011,Tar'Varish,Dawson,Tar'Varish Dawson,Tar'Varish Dawson,165,70,WR,2,30,1,124,14
4611516,Holden,Willis,Holden Willis,Holden Willis,211,76,WR,3,62,5,697,46
4611985,Zyell,Griffin,Zyell Griffin,Zyell Griffin,200,74,WR,4,12,0,24,3
4611987,Jackson,Hensley,Jackson Hensley,Jackson Hensley,197,72,WR,2,23,2,129,12
4611987,Jackson,Hensley,Jackson Hensley,Jackson Hensley,197,72,WR,2,23,2,129,12
4612246,Sahmir,Hagans,Sahmir Hagans,Sahmir Hagans,185,70,WR,2,19,0,205,25
4612345,Khi'Yon,Wafer,Khi'Yon Wafer,Khi'Yon Wafer,190,73,WR,2,54,1,193,12
4612411,Chase,Penry,Chase Penry,Chase Penry,195,72,WR,2,18,0,48,5
4612826,Ladd,McConkey,Ladd McConkey,Ladd McConkey,185,72,WR,3,54,2,456,29
4613050,Quentin,Skinner,Quentin Skinner,Quentin Skinner,195,77,WR,3,49,2,507,27
4613087,Jamaal,Bell,Jamaal Bell,Jamaal Bell,171,70,WR,4,77,1,262,32
4613087,Jamaal,Bell,Jamaal Bell,Jamaal Bell,171,70,WR,4,77,1,262,32
4613104,Malachi,Corley,Malachi Corley,Malachi Corley,210,71,WR,3,75,11,958,75
4613132,Levi,Wentz,Levi Wentz,Levi Wentz,200,74,WR,2,42,1,228,13
4613193,Joshua,Cobbs,Joshua Cobbs,Joshua Cobbs,204,76,WR,3,17,0,71,8
4613197,Duece,Jones,Duece Jones,Duece Jones,171,72,WR,3,78,1,194,8
4613202,Kyle,Williams,Kyle Williams,Kyle Williams,187,72,WR,3,63,6,842,61
4635008,Keon,Coleman,Keon Coleman,Keon Coleman,215,76,WR,3,58,11,658,50
4635009,J. Michael,Sturdivant,J. Michael Sturdivant,J. Michael Sturdivant,205,75,WR,2,62,3,455,32
4635009,J. Michael,Sturdivant,J. Michael Sturdivant,J. Michael Sturdivant,205,75,WR,2,62,3,455,32
4677280,Julian,Gray,Julian Gray,Julian Gray,190,71,WR,2,64,1,163,15
4680016,Cameron,Bonner,Cameron Bonner,Cameron Bonner,187,71,WR,2,15,0,35,4
4680019,Jimmy,Valsin III,Jimmy Valsin III,Jimmy Valsin III,195,74,WR,2,20,1,103,8
4680024,Da'Wain,Lofton,Da'Wain Lofton,Da'Wain Lofton,190,71,WR,3,15,0,58,6
4682509,Malik,McClain,Malik McClain,Malik McClain,200,76,WR,3,25,1,71,6
4682509,Malik,McClain,Malik McClain,Malik McClain,200,76,WR,3,25,1,71,6
4682509,Malik,McClain,Malik McClain,Malik McClain,200,76,WR,3,25,1,71,6
4682509,Malik,McClain,Malik McClain,Malik McClain,200,76,WR,3,25,1,71,6
4682509,Malik,McClain,Malik McClain,Malik McClain,200,76,WR,3,25,1,71,6
4682648,Malachi,Fields,Malachi Fields,Malachi Fields,220,76,WR,3,39,5,811,58
4682654,Jeremiah,Ballard,Jeremiah Ballard,Jeremiah Ballard,205,75,WR,2,50,1,551,34
4682761,Luke,Wysong,Luke Wysong,Luke Wysong,188,70,WR,3,41,1,110,7
4682761,Luke,Wysong,Luke Wysong,Luke Wysong,188,70,WR,3,41,1,110,7
4682761,Luke,Wysong,Luke Wysong,Luke Wysong,188,70,WR,3,41,1,110,7
4683062,Xavier,Worthy,Xavier Worthy,Xavier Worthy,172,73,WR,3,54,5,969,73
4683114,Will,Pauling,Will Pauling,Will Pauling,187,70,WR,2,33,4,694,66
4683114,Will,Pauling,Will Pauling,Will Pauling,187,70,WR,2,33,4,694,66
4683114,Will,Pauling,Will Pauling,Will Pauling,187,70,WR,2,33,4,694,66
4683151,Deion,Burks,Deion Burks,Deion Burks,195,71,WR,2,84,7,629,47
4683153,Skyler,Bell,Skyler Bell,Skyler Bell,195,72,WR,2,30,1,296,38
4683159,Lewis,Bond,Lewis Bond,Lewis Bond,188,71,WR,2,42,7,611,48
4683159,Lewis,Bond,Lewis Bond,Lewis Bond,188,71,WR,2,42,7,611,48
4683159,Lewis,Bond,Lewis Bond,Lewis Bond,188,71,WR,2,42,7,611,48
4683159,Lewis,Bond,Lewis Bond,Lewis Bond,188,71,WR,2,42,7,611,48
4683208,Branden,Alvarez,Branden Alvarez,Branden Alvarez,183,69,WR,2,19,1,25,2
4683221,Chris,Parker,Chris Parker,Chris Parker,195,75,WR,2,62,3,409,23
4683226,Kendall,Long,Kendall Long,Kendall Long,208,74,WR,2,25,1,41,3
4683227,Joseph,Manjack IV,Joseph Manjack IV,Joseph Manjack IV,202,75,WR,2,49,6,577,46
4683229,Naran,Buntin,Naran Buntin,Naran Buntin,196,74,WR,3,34,1,134,9
4683237,Keagan,Johnson,Keagan Johnson,Keagan Johnson,193,72,WR,2,20,2,196,21
4683271,Jayleen,Record,Jayleen Record,Jayleen Record,160,68,WR,2,52,2,163,10
4683296,Keyonta,Lanier,Keyonta Lanier,Keyonta Lanier,160,73,WR,2,12,0,26,4
4683296,Keyonta,Lanier,Keyonta Lanier,Keyonta Lanier,160,73,WR,2,12,0,26,4
4683412,Marquis,Shoulders,Marquis Shoulders,Marquis Shoulders,165,70,WR,2,80,5,283,16
4683425,PJ,Johnson III,PJ Johnson III,PJ Johnson III,180,70,WR,2,7,0,13,2
4683461,Tyson,Davis,Tyson Davis,Tyson Davis,180,70,WR,2,67,4,444,29
4683461,Tyson,Davis,Tyson Davis,Tyson Davis,180,70,WR,2,67,4,444,29
4683461,Tyson,Davis,Tyson Davis,Tyson Davis,180,70,WR,2,67,4,444,29
4683531,Aaron,Turner,Aaron Turner,Aaron Turner,185,67,WR,3,21,2,89,11
4683543,RJ,Garcia II,RJ Garcia II,RJ Garcia II,176,72,WR,2,44,1,184,14
4683543,RJ,Garcia II,RJ Garcia II,RJ Garcia II,176,72,WR,2,44,1,184,14
4683658,Javonte,Sherman,Javonte Sherman,Javonte Sherman,189,74,WR,2,17,0,125,19
4683658,Javonte,Sherman,Javonte Sherman,Javonte Sherman,189,74,WR,2,17,0,125,19
4683719,Jaden,Bray,Jaden Bray,Jaden Bray,200,74,WR,2,45,2,382,30
4683719,Jaden,Bray,Jaden Bray,Jaden Bray,200,74,WR,2,45,2,382,30
4683814,Dequan,Stanley,Dequan Stanley,Dequan Stanley,176,70,WR,2,31,0,71,5
4683814,Dequan,Stanley,Dequan Stanley,Dequan Stanley,176,70,WR,2,31,0,71,5
4683852,Dez,Williams,Dez Williams,Dez Williams,212,74,WR,3,19,1,74,7
4683852,Dez,Williams,Dez Williams,Dez Williams,212,74,WR,3,19,1,74,7
4684091,Jamari,Gassett,Jamari Gassett,Jamari Gassett,170,70,WR,3,58,3,286,18
4684173,O'Mega,Blake,O'Mega Blake,O'Mega Blake,180,74,WR,2,41,2,250,19
4684281,Jairus,Mack,Jairus Mack,Jairus Mack,180,70,WR,2,51,2,453,25
4684393,Justin,Kimber,Justin Kimber,Justin Kimber,200,74,WR,2,15,0,17,2
4684540,Jacob,Coleman,Jacob Coleman,Jacob Coleman,228,75,WR,2,10,0,13,2
4684540,Jacob,Coleman,Jacob Coleman,Jacob Coleman,228,75,WR,2,10,0,13,2
4684540,Jacob,Coleman,Jacob Coleman,Jacob Coleman,228,75,WR,2,10,0,13,2
4684939,Bryan,Robinson,Bryan Robinson,Bryan Robinson,205,73,WR,2,12,0,35,5
4684939,Bryan,Robinson,Bryan Robinson,Bryan Robinson,205,73,WR,2,12,0,35,5
4684939,Bryan,Robinson,Bryan Robinson,Bryan Robinson,205,73,WR,2,12,0,35,5
4685087,Kamdyn,Benjamin,Kamdyn Benjamin,Kamdyn Benjamin,172,69,WR,4,51,6,727,47
4685087,Kamdyn,Benjamin,Kamdyn Benjamin,Kamdyn Benjamin,172,69,WR,4,51,6,727,47
4685110,Anthony,Smith,Anthony Smith,Anthony Smith,190,74,WR,2,11,0,19,2
4685144,Moose,Muhammad III,Moose Muhammad III,Moose Muhammad III,205,73,WR,3,49,2,277,24
4685144,Moose,Muhammad III,Moose Muhammad III,Moose Muhammad III,205,73,WR,3,49,2,277,24
4685183,JP,Richardson,JP Richardson,JP Richardson,190,72,WR,3,59,3,536,46
4685183,JP,Richardson,JP Richardson,JP Richardson,190,72,WR,3,59,3,536,46
4685230,Miles,Cross,Miles Cross,Miles Cross,213,73,WR,3,42,5,617,47
4685235,Phillippe,Wesley II,Phillippe Wesley II,Phillippe Wesley II,190,72,WR,2,17,0,124,11
4685235,Phillippe,Wesley II,Phillippe Wesley II,Phillippe Wesley II,190,72,WR,2,17,0,124,11
4685261,Germie,Bernard,Germie Bernard,Germie Bernard,203,73,WR,2,36,2,371,31
4685262,Elijah,Barclay,Elijah Barclay,Elijah Barclay,169,75,WR,1,44,0,58,3
4685268,Raleek,Brown,Raleek Brown,Raleek Brown,185,68,WR,2,14,0,18,3
4685278,Luther,Burden III,Luther Burden III,Luther Burden III,208,71,WR,2,56,8,1197,83
4685283,Kaleb,Brown,Kaleb Brown,Kaleb Brown,197,70,WR,2,31,1,176,19
4685284,Caleb,Burton III,Caleb Burton III,Caleb Burton III,171,71,WR,1,45,0,148,11
4685286,Kareem,Burke,Kareem Burke,Kareem Burke,178,72,WR,1,17,1,33,4
4685290,Tychaun,Chapman,Tychaun Chapman,Tychaun Chapman,175,69,WR,1,45,1,135,7
4685297,Darrius,Clemons,Darrius Clemons,Darrius Clemons,212,75,WR,2,19,0,33,3
4685297,Darrius,Clemons,Darrius Clemons,Darrius Clemons,212,75,WR,2,19,0,33,3
4685307,Kevin,Coleman,Kevin Coleman,Kevin Coleman,180,71,WR,2,58,2,336,23
4685319,Decoldest,Crawford,Decoldest Crawford,Decoldest Crawford,180,72,WR,1,10,0,17,2
4685319,Decoldest,Crawford,Decoldest Crawford,Decoldest Crawford,180,72,WR,1,10,0,17,2
4685356,Greg,Gaines III,Greg Gaines III,Greg Gaines III,205,74,WR,1,8,0,12,2
4685358,Kevin,Green Jr.,Kevin Green Jr.,Kevin Green Jr.,170,71,WR,1,26,0,97,8
4685359,Antonio,Gates Jr.,Antonio Gates Jr.,Antonio Gates Jr.,195,74,WR,1,45,1,82,5
4685364,Andre,Greene Jr.,Andre Greene Jr.,Andre Greene Jr.,200,74,WR,1,13,0,17,2
4685364,Andre,Greene Jr.,Andre Greene Jr.,Andre Greene Jr.,200,74,WR,1,13,0,17,2
4685383,Isaiah,Horton,Isaiah Horton,Isaiah Horton,205,76,WR,1,52,1,114,8
4685383,Isaiah,Horton,Isaiah Horton,Isaiah Horton,205,76,WR,1,52,1,114,8
4685409,Jordan,Hudson,Jordan Hudson,Jordan Hudson,192,73,WR,2,67,7,412,28
4685416,Shaleak,Knotts,Shaleak Knotts,Shaleak Knotts,192,74,WR,2,16,0,48,6
4685424,Dane,Key,Dane Key,Dane Key,195,75,WR,2,44,5,553,38
4685427,Peter,Kikwata,Peter Kikwata,Peter Kikwata,180,73,WR,2,21,0,33,3
4685441,Kendrick,Law,Kendrick Law,Kendrick Law,201,71,WR,2,34,0,134,14
4685464,Tyler,Morris,Tyler Morris,Tyler Morris,185,71,WR,2,26,0,152,11
4685464,Tyler,Morris,Tyler Morris,Tyler Morris,185,71,WR,2,26,0,152,11
4685472,Tetairoa,McMillan,Tetairoa McMillan,Tetairoa McMillan,210,77,WR,2,57,10,1242,80
4685476,Tobias,Merriweather,Tobias Merriweather,Tobias Merriweather,205,76,WR,2,75,2,284,14
4685490,Bugs,Mortimer,Bugs Mortimer,Bugs Mortimer,170,69,WR,2,54,0,291,15
4685510,Kaden,Saunders,Kaden Saunders,Kaden Saunders,180,70,WR,1,17,1,56,6
4685510,Kaden,Saunders,Kaden Saunders,Kaden Saunders,180,70,WR,1,17,1,56,6
4685517,Talyn,Shettron,Talyn Shettron,Talyn Shettron,195,74,WR,1,19,0,78,6
4685526,Adam,Randall,Adam Randall,Adam Randall,225,74,WR,2,34,0,204,17
4685553,Brenen,Thompson,Brenen Thompson,Brenen Thompson,155,69,WR,2,54,1,158,5
4685565,Evan,Stewart,Evan Stewart,Evan Stewart,175,72,WR,2,44,4,514,38
4685601,Armani,Winfield,Armani Winfield,Armani Winfield,205,74,WR,1,29,0,90,7
4685601,Armani,Winfield,Armani Winfield,Armani Winfield,205,74,WR,1,29,0,90,7
4685601,Armani,Winfield,Armani Winfield,Armani Winfield,205,74,WR,1,29,0,90,7
4685601,Armani,Winfield,Armani Winfield,Armani Winfield,205,74,WR,1,29,0,90,7
4685769,Justin,Robinson,Justin Robinson,Justin Robinson,220,76,WR,3,30,0,257,21
4685769,Justin,Robinson,Justin Robinson,Justin Robinson,220,76,WR,3,30,0,257,21
4685889,Malachi,Taylor,Malachi Taylor,Malachi Taylor,200,75,WR,2,36,1,159,17
4685889,Malachi,Taylor,Malachi Taylor,Malachi Taylor,200,75,WR,2,36,1,159,17
4686093,E.J.,Williams Jr.,E.J. Williams Jr.,E.J. Williams Jr.,200,75,WR,4,27,0,281,23
4686104,Johnny,Wilson,Johnny Wilson,Johnny Wilson,237,79,WR,3,44,2,617,41
4686145,Bryce,Childress,Bryce Childress,Bryce Childress,190,70,WR,3,75,1,220,10
4686145,Bryce,Childress,Bryce Childress,Bryce Childress,190,70,WR,3,75,1,220,10
4686170,Jayden,Umbarger,Jayden Umbarger,Jayden Umbarger,196,72,WR,4,22,1,145,14
4686171,Camari,Williams,Camari Williams,Camari Williams,210,74,WR,4,12,1,47,7
4686171,Camari,Williams,Camari Williams,Camari Williams,210,74,WR,4,12,1,47,7
4686256,Ty,Hahn,Ty Hahn,Ty Hahn,200,74,WR,2,21,0,36,4
4686271,Robert,Lewis,Robert Lewis,Robert Lewis,185,71,WR,3,97,7,877,70
4686284,Larry,Stephens,Larry Stephens,Larry Stephens,188,71,WR,2,28,2,272,22
4686328,Malik,Bowen-Sims,Malik Bowen-Sims,Malik Bowen-Sims,198,74,WR,4,12,0,13,3
4686343,Braden,Smith,Braden Smith,Braden Smith,185,70,WR,4,48,4,557,43
4686357,Gamarion,Carter,Gamarion Carter,Gamarion Carter,190,74,WR,3,41,0,89,3
4686373,Jordan,Brown,Jordan Brown,Jordan Brown,185,71,WR,3,46,1,256,22
4686374,Steven,McBride,Steven McBride,Steven McBride,165,73,WR,4,65,9,1024,63
4686400,Golden,Eke,Golden Eke,Golden Eke,190,73,WR,4,40,0,81,6
4686424,Daniel,Jackson,Daniel Jackson,Daniel Jackson,210,74,WR,3,39,2,235,14
4686424,Daniel,Jackson,Daniel Jackson,Daniel Jackson,210,74,WR,3,39,2,235,14
4686514,Bryce,Bailey,Bryce Bailey,Bryce Bailey,168,70,WR,2,7,1,17,3
4686555,Noah,Robinson,Noah Robinson,Noah Robinson,190,75,WR,2,60,6,850,69
4686612,Tre,Harris,Tre Harris,Tre Harris,205,74,WR,4,56,8,851,47
4686612,Tre,Harris,Tre Harris,Tre Harris,205,74,WR,4,56,8,851,47
4686767,Chris,Carpenter,Chris Carpenter,Chris Carpenter,155,71,WR,3,16,0,39,5
4686775,Montana,Lemonious-Craig,Montana Lemonious-Craig,Montana Lemonious-Craig,200,74,WR,3,39,3,291,27
4686778,Keith,Miller III,Keith Miller III,Keith Miller III,207,73,WR,2,65,4,274,22
4686781,Brenden,Rice,Brenden Rice,Brenden Rice,210,75,WR,4,75,12,791,45
4686781,Brenden,Rice,Brenden Rice,Brenden Rice,210,75,WR,4,75,12,791,45
4686820,Billy,Dozier,Billy Dozier,Billy Dozier,195,70,WR,3,24,0,64,5
4686820,Billy,Dozier,Billy Dozier,Billy Dozier,195,70,WR,3,24,0,64,5
4686820,Billy,Dozier,Billy Dozier,Billy Dozier,195,70,WR,3,24,0,64,5
