athlete_id,first_name,last_name,full_name,display_name,weight,height,position_abbreviation,defensive_passes_defended,defensive_sacks,defensive_solo_tackles,defensive_total_tackles,defensive_interceptions_interceptions
4570631,Alphonse,Oywak,Alphonse Oywak,Alphonse Oywak,171,73,CB,3,0,20,25,0
4570633,Trevian,Thomas,Trevian Thomas,Trevian Thomas,192,71,S,4,0,49,82,1
4570633,Trevian,Thomas,Trevian Thomas,Trevian Thomas,192,71,S,4,0,49,82,1
4570773,Marlon,Jones Jr.,Marlon Jones Jr.,Marlon Jones Jr.,185,72,CB,3,1,18,30,3
4570843,JJ,Ross,JJ Ross,JJ Ross,195,74,DB,3,0,31,43,1
4570852,Brandon,Guido,Brandon Guido,Brandon Guido,190,69,S,0,0,2,3,0
4570879,Nic,Cheeley,Nic Cheeley,Nic Cheeley,180,73,DB,2,0,44,71,0
4570888,Davion,Ross,Davion Ross,Davion Ross,175,70,DB,0,0,2,2,0
4570913,Trevin,Gradney,Trevin Gradney,Trevin Gradney,188,72,CB,5,0,13,21,5
4570918,Ryder,Meyer,Ryder Meyer,Ryder Meyer,184,69,S,4,0,32,74,1
4570984,Ty,Leonard,Ty Leonard,Ty Leonard,170,72,DB,11,0,30,41,0
4570984,Ty,Leonard,Ty Leonard,Ty Leonard,170,72,DB,11,0,30,41,0
4571032,Michael,Jackson,Michael Jackson,Michael Jackson,185,74,DB,3,1,18,30,1
4571048,Cooper,DeVeau,Cooper DeVeau,Cooper DeVeau,190,72,CB,8,0,32,42,1
4571064,Josh,Ofili,Josh Ofili,Josh Ofili,200,72,DB,3,0,33,74,1
4571128,Gavin,Davis-Smith,Gavin Davis-Smith,Gavin Davis-Smith,188,71,S,5,1,27,63,2
4571166,Paul,Lewis III,Paul Lewis III,Paul Lewis III,199,74,CB,5,2,20,38,1
4571232,Cameron,Hudson,Cameron Hudson,Cameron Hudson,182,71,DB,6,0,16,18,0
4571283,Seth,Verilus,Seth Verilus,Seth Verilus,210,73,LB,4,0,14,24,1
4571289,Jehiel,Budgett,Jehiel Budgett,Jehiel Budgett,193,72,DB,3,0,21,31,2
4571309,Jack,Lucas,Jack Lucas,Jack Lucas,180,72,S,5,0,32,47,0
4571312,Carson,Evans,Carson Evans,Carson Evans,185,73,S,4,1,30,61,0
4571313,Rush,Lansdell,Rush Lansdell,Rush Lansdell,215,75,LB,1,0,13,30,1
4571368,Victor,Tademy,Victor Tademy,Victor Tademy,190,71,DB,3,0,23,45,3
4571370,Diassa,Diakite,Diassa Diakite,Diassa Diakite,190,72,CB,0,0,16,21,1
4571372,Alex,Washington,Alex Washington,Alex Washington,189,72,DB,0,0,2,2,0
4571391,Tavian,Montgomery,Tavian Montgomery,Tavian Montgomery,5,70,DB,6,0,12,15,2
4571416,Trayson,Fowler,Trayson Fowler,Trayson Fowler,215,74,S,2,0,39,55,3
4571418,Geordan,Livingston,Geordan Livingston,Geordan Livingston,170,70,CB,0,0,2,3,0
4571425,Jaden,Key,Jaden Key,Jaden Key,190,74,DB,1,1,15,29,2
4571463,Gavin,Pringle,Gavin Pringle,Gavin Pringle,176,71,CB,4,1.5,25,37,4
4571466,Brent,Jackson,Brent Jackson,Brent Jackson,205,74,DB,2,0,24,44,1
4571468,Jonathan,Searcy,Jonathan Searcy,Jonathan Searcy,193,73,S,0,0,12,15,0
4571615,Johnny,Dixon,Johnny Dixon,Johnny Dixon,191,72,CB,3,4.5,20,26,1
4571615,Johnny,Dixon,Johnny Dixon,Johnny Dixon,191,72,CB,3,4.5,20,26,1
4571615,Johnny,Dixon,Johnny Dixon,Johnny Dixon,191,72,CB,3,4.5,20,26,1
4571685,Jackson,Price,Jackson Price,Jackson Price,186,70,DB,1,0,18,28,1
4571687,Mikey,Jarmolowich,Mikey Jarmolowich,Mikey Jarmolowich,205,NA,DB,0,1,20,34,1
4571707,Stephen,Williams II,Stephen Williams II,Stephen Williams II,173,72,DB,5,0,25,41,1
4571744,Sean,McCormick,Sean McCormick,Sean McCormick,190,69,DB,1,0,4,8,0
4571772,Davis,Smith,Davis Smith,Davis Smith,200,73,DB,0,0,7,11,1
4571777,Tyrese,Wright,Tyrese Wright,Tyrese Wright,215,72,DB,5,2.5,38,53,0
4571802,Devin,Haskins,Devin Haskins,Devin Haskins,209,75,CB,0,0,13,24,0
4571849,TyGee,Leach,TyGee Leach,TyGee Leach,207,71,S,5,0,41,67,1
4571878,Griffin,Speaks,Griffin Speaks,Griffin Speaks,188,71,S,0,0,3,7,0
4572005,Larry,Walker Jr.,Larry Walker Jr.,Larry Walker Jr.,197,71,DB,2,0,39,62,1
4572005,Larry,Walker Jr.,Larry Walker Jr.,Larry Walker Jr.,197,71,DB,2,0,39,62,1
4572050,Keshaun,Harris,Keshaun Harris,Keshaun Harris,192,71,DB,0,0,6,11,0
4572050,Keshaun,Harris,Keshaun Harris,Keshaun Harris,192,71,DB,0,0,6,11,0
4572262,Jaidyn,Denis,Jaidyn Denis,Jaidyn Denis,191,74,DB,7,1,19,30,3
4572266,Tyrik,McDaniel,Tyrik McDaniel,Tyrik McDaniel,195,73,DB,0,0,3,4,0
4572341,Tyson,Russell,Tyson Russell,Tyson Russell,185,71,CB,2,0,17,25,1
4572371,Josh,Wallace,Josh Wallace,Josh Wallace,190,72,CB,4,0,17,26,0
4572391,Davaughn,Celestine,Davaughn Celestine,Davaughn Celestine,190,72,S,1,0,11,21,0
4572460,Tyler,Owens,Tyler Owens,Tyler Owens,210,74,S,2,0,29,35,0
4572519,Dom,Jones,Dom Jones,Dom Jones,195,74,DB,3,0,23,32,2
4572562,Edwin,Dearman,Edwin Dearman,Edwin Dearman,200,71,DB,0,0,26,55,2
4572665,Torren,Union,Torren Union,Torren Union,195,74,S,0,0,16,24,1
4572685,Zah,Frazier,Zah Frazier,Zah Frazier,180,75,CB,1,0,3,3,0
4572715,Kameron,Brown,Kameron Brown,Kameron Brown,178,68,DB,0,0,6,6,0
4572715,Kameron,Brown,Kameron Brown,Kameron Brown,178,68,DB,0,0,6,6,0
4572814,Cally,Chizik,Cally Chizik,Cally Chizik,176,69,CB,2,0,36,63,5
4572818,Jalen,Miller,Jalen Miller,Jalen Miller,211,71,LB,0,1,11,21,0
4572820,Kam,Brinson,Kam Brinson,Kam Brinson,186,70,S,7,0,35,55,1
4572823,Hugh,Ryan,Hugh Ryan,Hugh Ryan,200,73,S,3,0,44,82,1
4572843,Yahsyn,McKee,Yahsyn McKee,Yahsyn McKee,162,70,DB,9,0,31,51,3
4572844,Richie,Coffey,Richie Coffey,Richie Coffey,193,71,S,3,2.5,24,35,1
4572872,Demetries,Ford,Demetries Ford,Demetries Ford,180,69,DB,5,0,25,31,0
4572876,Troy,Jakubec,Troy Jakubec,Troy Jakubec,186,73,DB,7,0,24,34,4
4572880,D'Marco,Augustin,D'Marco Augustin,D'Marco Augustin,200,73,DB,3,0,12,22,0
4572890,Jordan,Trowers,Jordan Trowers,Jordan Trowers,180,72,DB,0,0,23,28,0
4572922,Chris,Edmonds,Chris Edmonds,Chris Edmonds,215,74,S,2,0,39,71,0
4572936,Aljareek,Malry,Aljareek Malry,Aljareek Malry,200,73,DB,2,0,32,54,1
4573018,Dorian,Davis,Dorian Davis,Dorian Davis,190,72,DB,1,0,45,70,2
4573046,Miles,Richardson,Miles Richardson,Miles Richardson,200,69,DB,0,0,2,4,0
4573050,Tahir,Annoor,Tahir Annoor,Tahir Annoor,195,71,DB,0,0,4,6,1
4573070,Josh,Alford,Josh Alford,Josh Alford,180,70,CB,2,0,19,35,0
4573241,Antonio,White,Antonio White,Antonio White,187,73,DB,10,0,22,33,0
4573242,Tre'Von,Jones,Tre'Von Jones,Tre'Von Jones,175,72,DB,6,1,41,50,2
4573244,Bo,Sanders,Bo Sanders,Bo Sanders,196,74,DB,3,1,44,72,2
4573269,Jordan,White,Jordan White,Jordan White,190,71,DB,2,0,12,20,2
4573283,Robby,Riobe,Robby Riobe,Robby Riobe,195,71,DB,1,0,15,18,0
4573365,Anthony,Egbo Jr.,Anthony Egbo Jr.,Anthony Egbo Jr.,190,68,DB,4,0,16,20,1
4573401,Jonathan,Collins Jr.,Jonathan Collins Jr.,Jonathan Collins Jr.,160,73,CB,2,0,9,14,0
4573410,Caleb,Mead,Caleb Mead,Caleb Mead,184,70,CB,2,0,5,6,0
4573419,Noah,Stansbury,Noah Stansbury,Noah Stansbury,187,73,CB,6,1,28,40,2
4573428,Tra,Fluellen,Tra Fluellen,Tra Fluellen,210,74,S,3,0,41,64,3
4573450,Antonio,Carter II,Antonio Carter II,Antonio Carter II,200,73,S,0,0,7,8,0
4573565,Jordan,Jackson,Jordan Jackson,Jordan Jackson,170,70,DB,6,0,31,37,2
4573598,Kunta,Hester,Kunta Hester,Kunta Hester,185,72,DB,3,0,13,21,1
4573629,Kam,Alexander,Kam Alexander,Kam Alexander,175,71,CB,13,0,31,33,1
4573656,Robert,Buquoi,Robert Buquoi,Robert Buquoi,205,74,DB,0,0,3,5,0
4573684,Wande,Owens,Wande Owens,Wande Owens,212,71,DB,7,0,42,55,0
4573689,Jermaine,Baker,Jermaine Baker,Jermaine Baker,227,74,DB,1,0,15,23,1
4573846,AJ,Thomas,AJ Thomas,AJ Thomas,190,73,DB,0,0,7,14,0
4573914,Marcus,Robitaille,Marcus Robitaille,Marcus Robitaille,193,72,DB,0,0,10,14,1
4573914,Marcus,Robitaille,Marcus Robitaille,Marcus Robitaille,193,72,DB,0,0,10,14,1
4574032,Terron,Mallory,Terron Mallory,Terron Mallory,188,71,DB,1,0,19,36,4
4574105,Isas,Waxter,Isas Waxter,Isas Waxter,215,74,DB,7,0,18,26,3
4574109,Jalen,Goodman,Jalen Goodman,Jalen Goodman,200,72,DB,2,0,27,40,1
4574112,Elijah,Glover,Elijah Glover,Elijah Glover,205,73,DB,5,0,30,52,0
4574273,Daego,Albert,Daego Albert,Daego Albert,185,72,DB,0,0,3,7,0
4574312,Trey,Franklin,Trey Franklin,Trey Franklin,185,70,DB,1,0,6,9,0
4574316,Mark,Davis,Mark Davis,Mark Davis,196,74,CB,4,0,24,30,3
4574348,Okachi,Emmanwori,Okachi Emmanwori,Okachi Emmanwori,182,69,DB,2,0,15,28,1
4574392,Devuntray,Hampton,Devuntray Hampton,Devuntray Hampton,190,70,DB,0,0,19,24,0
4574393,Omari,Hill-Robinson,Omari Hill-Robinson,Omari Hill-Robinson,185,70,CB,6,0,26,33,4
4574396,Dennis,Shorter,Dennis Shorter,Dennis Shorter,195,70,DB,6,0,46,82,1
4574419,Matt,Lenti,Matt Lenti,Matt Lenti,195,70,S,0,0,33,65,1
4574463,Joey,Lukrich,Joey Lukrich,Joey Lukrich,190,73,DB,3,0,9,16,1
4574489,Esaias,Guthrie,Esaias Guthrie,Esaias Guthrie,183,73,S,3,0,22,32,0
4574505,Cooper,Krezek,Cooper Krezek,Cooper Krezek,200,72,DB,2,0,48,86,1
4574553,Javan,Morgan,Javan Morgan,Javan Morgan,185,71,DB,4,1,16,31,3
4574587,Rassie,Littlejohn,Rassie Littlejohn,Rassie Littlejohn,165,73,DB,2,0,39,82,4
4574588,Davion,Maxwell,Davion Maxwell,Davion Maxwell,205,70,DB,2,0,34,85,1
4574679,Edwin,Summerour,Edwin Summerour,Edwin Summerour,180,71,DB,4,0,36,50,1
4574688,Caleb,Anderson,Caleb Anderson,Caleb Anderson,206,75,CB,3,0,13,19,1
4574689,Trey,Amos,Trey Amos,Trey Amos,197,73,DB,4,0,6,12,0
4574689,Trey,Amos,Trey Amos,Trey Amos,197,73,DB,4,0,6,12,0
4574689,Trey,Amos,Trey Amos,Trey Amos,197,73,DB,4,0,6,12,0
4574791,Kriston,Davis,Kriston Davis,Kriston Davis,180,74,CB,12,0,22,28,1
4574816,Markeyvrick,Eddie,Markeyvrick Eddie,Markeyvrick Eddie,190,73,DB,3,0,10,14,2
4574862,Alphonso,Taylor,Alphonso Taylor,Alphonso Taylor,195,72,DB,0,0,16,26,0
4574981,Jordan,Johnson,Jordan Johnson,Jordan Johnson,190,75,DB,0,0,5,9,0
4574981,Jordan,Johnson,Jordan Johnson,Jordan Johnson,190,75,DB,0,0,5,9,0
4575115,Dan,Jackson,Dan Jackson,Dan Jackson,190,73,DB,1,0,10,17,1
4575132,Irshaad,Davis,Irshaad Davis,Irshaad Davis,189,69,S,4,0,32,63,2
4575245,Jason,Sweeney,Jason Sweeney,Jason Sweeney,200,74,DB,0,0,2,4,0
4575269,Gabriel,Bryan,Gabriel Bryan,Gabriel Bryan,180,72,CB,2,0,3,3,0
4575272,Gregory,Reddick,Gregory Reddick,Gregory Reddick,185,70,DB,2,0,37,55,1
4575337,Devyn,Coles,Devyn Coles,Devyn Coles,190,69,CB,5,0,12,19,1
4575360,Herbert,Booker,Herbert Booker,Herbert Booker,195,71,S,1,0,16,21,0
4575361,AJ,Dupree,AJ Dupree,AJ Dupree,190,72,LB,0,0,9,13,0
4575363,Aaron,Harris,Aaron Harris,Aaron Harris,185,71,CB,0,0,6,10,0
4575366,Janaz,Sumpter,Janaz Sumpter,Janaz Sumpter,185,72,DB,4,0,12,16,0
4575483,T.J.,Tampa,T.J. Tampa,T.J. Tampa,200,74,CB,7,0,33,44,2
4575500,EJ,Jackson,EJ Jackson,EJ Jackson,195,72,S,6,0,24,39,0
4575545,Alexander,Teubner,Alexander Teubner,Alexander Teubner,195,73,S,4,0,40,73,1
4575559,Bralyn,Lux,Bralyn Lux,Bralyn Lux,175,71,DB,8,0,24,30,1
4575663,McKel,Broussard,McKel Broussard,McKel Broussard,192,72,DB,0,0,18,27,0
4575716,Bryquice,Brown,Bryquice Brown,Bryquice Brown,186,72,CB,6,0,25,34,1
4575860,Robert,Longerbeam,Robert Longerbeam,Robert Longerbeam,175,71,DB,8,1,27,38,1
4575881,Reyan,Blake,Reyan Blake,Reyan Blake,222,71,S,0,0,3,8,0
4575883,Kerion,Martin,Kerion Martin,Kerion Martin,209,73,S,0,0,14,30,0
4575900,Alex,Odom,Alex Odom,Alex Odom,205,72,S,1,0,26,52,0
4575923,Elijah,Jackson,Elijah Jackson,Elijah Jackson,191,73,CB,5,0,37,52,0
4576067,Khalil,Baker,Khalil Baker,Khalil Baker,185,72,DB,2,0,14,29,1
4576069,Brandon,Codrington,Brandon Codrington,Brandon Codrington,180,69,DB,5,0,17,22,0
4576132,Andrew,Volmar,Andrew Volmar,Andrew Volmar,166,73,CB,0,0,4,9,0
4576142,Talique,Allen,Talique Allen,Talique Allen,200,73,DB,3,0,32,50,1
4576142,Talique,Allen,Talique Allen,Talique Allen,200,73,DB,3,0,32,50,1
4576191,Jacquez,Warren,Jacquez Warren,Jacquez Warren,191,72,DB,4,0,41,65,0
4576271,Kyle,Coffindaffer,Kyle Coffindaffer,Kyle Coffindaffer,196,70,S,1,1,24,45,1
4576274,Ty,Harley,Ty Harley,Ty Harley,177,70,DB,0,0,2,4,0
4576285,Isaiah,Smith,Isaiah Smith,Isaiah Smith,178,69,CB,4,0,35,47,2
4576304,Jackson,Lataimua,Jackson Lataimua,Jackson Lataimua,194,71,DB,1,0,19,31,1
4576304,Jackson,Lataimua,Jackson Lataimua,Jackson Lataimua,194,71,DB,1,0,19,31,1
4576304,Jackson,Lataimua,Jackson Lataimua,Jackson Lataimua,194,71,DB,1,0,19,31,1
4577066,Keonta,Jenkins,Keonta Jenkins,Keonta Jenkins,212,75,S,0,1.5,24,44,1
4577317,Quindrelin,Hammonds,Quindrelin Hammonds,Quindrelin Hammonds,194,72,DB,4,2.5,32,64,3
4577449,Zamir,Wallace,Zamir Wallace,Zamir Wallace,180,73,CB,2,1,26,33,4
4577494,Alijah,Huzzie,Alijah Huzzie,Alijah Huzzie,200,70,DB,6,0,30,42,3
4577722,Cameron,Jones,Cameron Jones,Cameron Jones,180,69,DB,2,0,23,37,1
4577773,Jackson,Greene,Jackson Greene,Jackson Greene,195,71,S,0,0,14,25,1
4577842,Jihad,Brown,Jihad Brown,Jihad Brown,190,71,CB,5,0,22,30,0
4577843,Quantraill,Morris-Walker,Quantraill Morris-Walker,Quantraill Morris-Walker,182,74,DB,1,0,13,21,0
4577885,Travis,West,Travis West,Travis West,160,66,CB,0,0,14,28,0
4577943,Kobe,Hylton,Kobe Hylton,Kobe Hylton,205,72,S,4,0,27,54,0
4577972,Rudy,Silvera,Rudy Silvera,Rudy Silvera,200,73,DB,0,0,4,8,0
4578098,Emmanuel,Gomes,Emmanuel Gomes,Emmanuel Gomes,200,72,DB,0,1,13,17,0
4578180,Hosea,Robinson,Hosea Robinson,Hosea Robinson,200,70,DB,0,0,3,4,0
4578220,Nick,Nakwaasah,Nick Nakwaasah,Nick Nakwaasah,199,71,S,0,1,13,21,1
4578246,Daniel,Douglas,Daniel Douglas,Daniel Douglas,205,74,DB,0,0,5,11,0
4578350,Jaylon,Jimmerson,Jaylon Jimmerson,Jaylon Jimmerson,205,70,S,1,1,11,18,0
4578359,Tre,Richardson,Tre Richardson,Tre Richardson,178,74,DB,8,0,31,48,2
4578362,Brandon,Richard,Brandon Richard,Brandon Richard,183,71,DB,5,1,27,51,2
4578630,Ja'Corey,Benjamin,Ja'Corey Benjamin,Ja'Corey Benjamin,172,71,DB,2,0,19,32,2
4578665,Tariq,Mulmore,Tariq Mulmore,Tariq Mulmore,185,73,S,2,0,32,52,0
4578750,Franky,West,Franky West,Franky West,180,70,DB,7,0,23,38,0
4578857,Bruce,Harmon,Bruce Harmon,Bruce Harmon,200,72,CB,9,0,14,21,1
4578869,Zach,Nwachukwu,Zach Nwachukwu,Zach Nwachukwu,195,70,DB,0,0,5,10,0
4578873,Willie,Roberts,Willie Roberts,Willie Roberts,190,71,CB,12,0,28,38,1
4578890,Jayden,Goodwin,Jayden Goodwin,Jayden Goodwin,195,73,S,5,1,28,69,1
4578942,Maxwell,Anderson,Maxwell Anderson,Maxwell Anderson,170,71,CB,10,2,23,36,2
4578946,Kamden,Garrett,Kamden Garrett,Kamden Garrett,181,71,CB,4,0,14,28,1
4579053,Jayson,Coley,Jayson Coley,Jayson Coley,180,72,DB,2,0,17,28,0
4579055,Sammy,Fort,Sammy Fort,Sammy Fort,195,72,DB,2,0,15,21,0
4579648,Kenneth,Cooper,Kenneth Cooper,Kenneth Cooper,190,73,S,0,0,19,29,0
4579650,Josh,Addo,Josh Addo,Josh Addo,210,74,DB,2,0.5,14,20,0
4580232,Michael,Ruttlen Jr.,Michael Ruttlen Jr.,Michael Ruttlen Jr.,197,69,DB,1,0,42,65,1
4580235,Jayden,Wickware,Jayden Wickware,Jayden Wickware,185,72,DB,0,6,32,47,1
4580593,Jake,Smith,Jake Smith,Jake Smith,210,73,S,0,0,1,3,0
4581416,Kaleb,Culp,Kaleb Culp,Kaleb Culp,190,70,S,5,0,45,72,0
4581503,Corey,Cuascut-Palmer,Corey Cuascut-Palmer,Corey Cuascut-Palmer,175,72,CB,0,0,2,3,0
4581748,Tylor,Bohannon,Tylor Bohannon,Tylor Bohannon,180,74,CB,8,1,17,25,1
4581754,Rylan,Ortt,Rylan Ortt,Rylan Ortt,206,73,S,2,2,39,74,3
4582172,Cedarius,Doss,Cedarius Doss,Cedarius Doss,176,67,DB,7,0,21,34,3
4582172,Cedarius,Doss,Cedarius Doss,Cedarius Doss,176,67,DB,7,0,21,34,3
4583950,Tayvis,Coleman,Tayvis Coleman,Tayvis Coleman,180,71,DB,0,0,7,10,0
4583950,Tayvis,Coleman,Tayvis Coleman,Tayvis Coleman,180,71,DB,0,0,7,10,0
4585727,Cale,Sanders Jr.,Cale Sanders Jr.,Cale Sanders Jr.,185,70,S,7,0,18,27,1
4586334,Bryon,Threats,Bryon Threats,Bryon Threats,195,70,S,6,1,36,57,2
4586394,A.J.,Felton,A.J. Felton,A.J. Felton,180,69,CB,10,0,15,19,3
4587704,Jaden,Slocum,Jaden Slocum,Jaden Slocum,200,73,CB,0,0,9,16,0
4587723,Keuan,Parker,Keuan Parker,Keuan Parker,178,71,DB,1,0,11,18,0
4588194,Dyson,McCutcheon,Dyson McCutcheon,Dyson McCutcheon,185,71,CB,0,0,4,4,0
4589216,Zavion,Reese,Zavion Reese,Zavion Reese,191,72,DB,0,0,1,3,0
4589216,Zavion,Reese,Zavion Reese,Zavion Reese,191,72,DB,0,0,1,3,0
4589494,Romario,Noel,Romario Noel,Romario Noel,213,75,S,0,0,2,2,0
4591236,Ricky,Johnson,Ricky Johnson,Ricky Johnson,180,73,DB,7,0,20,30,0
4592222,Ed,Woods,Ed Woods,Ed Woods,175,72,DB,4,0,27,33,1
4592550,Jantzen,Dunn,Jantzen Dunn,Jantzen Dunn,182,72,DB,0,0,4,5,0
4592837,Terrion,Arnold,Terrion Arnold,Terrion Arnold,196,72,CB,11,1,38,61,5
4592873,Corey,Ellington,Corey Ellington,Corey Ellington,200,75,S,2,2,30,66,0
4592879,Tyrin,Taylor,Tyrin Taylor,Tyrin Taylor,185,74,DB,2,0,4,7,1
4594277,Jaylin,Smith,Jaylin Smith,Jaylin Smith,180,71,S,1,1,46,63,0
4594320,Aubrey,Burks,Aubrey Burks,Aubrey Burks,204,71,S,4,1.5,36,44,1
4594332,John,Howse IV,John Howse IV,John Howse IV,195,73,S,1,0,5,15,1
4594332,John,Howse IV,John Howse IV,John Howse IV,195,73,S,1,0,5,15,1
4594336,Miles,Capers,Miles Capers,Miles Capers,227,76,DB,0,1,17,29,0
4594448,JoJo,Johnson,JoJo Johnson,JoJo Johnson,180,71,DB,1,0,6,12,0
4594449,DeVonta,Smith,DeVonta Smith,DeVonta Smith,194,72,DB,0,0,3,4,0
4595343,Kendal,Daniels,Kendal Daniels,Kendal Daniels,213,76,S,0,2,58,98,1
4595343,Kendal,Daniels,Kendal Daniels,Kendal Daniels,213,76,S,0,2,58,98,1
4595352,Alijah,Clark,Alijah Clark,Alijah Clark,186,73,DB,3,0,35,63,0
4596363,Kamren,Kinchens,Kamren Kinchens,Kamren Kinchens,205,72,S,5,1,40,59,5
4596438,Deuce,Harmon,Deuce Harmon,Deuce Harmon,185,70,DB,7,0,14,18,1
4596450,Jalen,Hoyle,Jalen Hoyle,Jalen Hoyle,191,72,DB,2,1,17,26,1
4596480,Jordan,Hancock,Jordan Hancock,Jordan Hancock,185,73,CB,4,1,25,38,2
4596541,Jordan,Young,Jordan Young,Jordan Young,195,72,CB,6,0,22,34,1
4596541,Jordan,Young,Jordan Young,Jordan Young,195,72,CB,6,0,22,34,1
4596663,Jalen,Cheek,Jalen Cheek,Jalen Cheek,197,73,DB,3,0,15,25,0
4596708,Corey,Coley Jr.,Corey Coley Jr.,Corey Coley Jr.,187,74,DB,2,0,6,9,0
4597253,Isaiah,Nwokobia,Isaiah Nwokobia,Isaiah Nwokobia,193,73,S,3,1,40,58,4
4597254,Seyi,Oladipo,Seyi Oladipo,Seyi Oladipo,201,71,S,4,1.5,41,64,1
4597312,Eli,Blakey,Eli Blakey,Eli Blakey,208,74,DB,1,0,18,42,0
4597312,Eli,Blakey,Eli Blakey,Eli Blakey,208,74,DB,1,0,18,42,0
4599160,Trey,Washington,Trey Washington,Trey Washington,205,71,S,2,0,37,75,3
4599160,Trey,Washington,Trey Washington,Trey Washington,205,71,S,2,0,37,75,3
4600405,C.J.,Baskerville,C.J. Baskerville,C.J. Baskerville,215,75,DB,5,0,50,73,1
4600405,C.J.,Baskerville,C.J. Baskerville,C.J. Baskerville,215,75,DB,5,0,50,73,1
4600983,De'Javion,Stepney,De'Javion Stepney,De'Javion Stepney,190,72,DB,1,0,11,15,0
4601021,Jaylon,Carlies,Jaylon Carlies,Jaylon Carlies,219,75,S,4,1,30,53,2
4601078,Derrick,Edwards,Derrick Edwards,Derrick Edwards,180,71,DB,0,0,3,5,0
4601079,Jordan,Oladokun,Jordan Oladokun,Jordan Oladokun,180,72,CB,5,0,21,30,4
4601278,Nate,Wiggins,Nate Wiggins,Nate Wiggins,185,74,CB,6,1,22,28,2
4601539,JP,Osafo,JP Osafo,JP Osafo,200,72,DB,0,0,9,20,0
4601941,Ike,Larsen,Ike Larsen,Ike Larsen,185,70,S,6,0,51,91,4
4602009,Kendrick,Simpkins,Kendrick Simpkins,Kendrick Simpkins,196,72,DB,1,7.5,32,48,0
4602193,Lyrik,Rawls,Lyrik Rawls,Lyrik Rawls,212,73,S,0,0,10,20,1
4602197,Andrew,Mukuba,Andrew Mukuba,Andrew Mukuba,195,72,S,6,0,28,42,0
4602645,Jalen,Emery,Jalen Emery,Jalen Emery,175,69,DB,1,0,6,9,0
4602648,Kevin,Knowles II,Kevin Knowles II,Kevin Knowles II,187,71,DB,3,0,11,26,0
4602676,Tyreek,Chappell,Tyreek Chappell,Tyreek Chappell,185,71,DB,6,0,13,21,1
4602699,Kamari,Lassiter,Kamari Lassiter,Kamari Lassiter,180,72,CB,8,0.5,21,37,0
4602703,Edwin,White Schultz,Edwin White Schultz,Edwin White Schultz,205,73,DB,3,2,35,65,0
4602778,Micah,Gaffney,Micah Gaffney,Micah Gaffney,193,71,CB,0,0,5,7,1
4602784,AD,Diamond,AD Diamond,AD Diamond,180,72,CB,1,0,1,6,1
4602790,Justin,Parks,Justin Parks,Justin Parks,192,72,S,3,0,24,44,0
4602899,RJ,Regan,RJ Regan,RJ Regan,185,71,DB,0,0,3,7,0
4602926,Devin,Kirkwood,Devin Kirkwood,Devin Kirkwood,205,75,DB,2,0,16,22,1
4602927,Mitch,Leigber,Mitch Leigber,Mitch Leigber,202,73,S,1,2,30,53,0
4603086,Andrew,Wilson-Lamp,Andrew Wilson-Lamp,Andrew Wilson-Lamp,176,74,CB,0,0,4,5,0
4603101,Rod,Moore,Rod Moore,Rod Moore,198,72,DB,2,0,15,29,2
4603193,Jardin,Gilbert,Jardin Gilbert,Jardin Gilbert,200,73,DB,1,0,2,5,0
4603198,Caleb,Spann,Caleb Spann,Caleb Spann,195,72,DB,2,0,28,44,0
4603751,Bryce,McMorris,Bryce McMorris,Bryce McMorris,192,73,CB,0,1,2,3,0
4603751,Bryce,McMorris,Bryce McMorris,Bryce McMorris,192,73,CB,0,1,2,3,0
4604986,MJ,Daniels,MJ Daniels,MJ Daniels,190,74,CB,4,0,19,28,3
4605480,Semaj,Verner,Semaj Verner,Semaj Verner,185,72,DB,1,0.5,13,17,0
4605498,Decamerion,Richardson,Decamerion Richardson,Decamerion Richardson,195,74,CB,7,1,43,79,0
4605648,Blaine,Anderson,Blaine Anderson,Blaine Anderson,175,71,DB,0,0,12,23,0
4605651,Treyvon,Hobbs,Treyvon Hobbs,Treyvon Hobbs,180,72,DB,8,0,22,36,1
4605793,Cam,Stone,Cam Stone,Cam Stone,185,70,DB,6,0,15,24,1
4605838,Preston,Zachman,Preston Zachman,Preston Zachman,207,73,S,3,0,26,46,2
4605838,Preston,Zachman,Preston Zachman,Preston Zachman,207,73,S,3,0,26,46,2
4605838,Preston,Zachman,Preston Zachman,Preston Zachman,207,73,S,3,0,26,46,2
4605957,Jordan,Hansen,Jordan Hansen,Jordan Hansen,192,73,DB,1,1,27,42,0
4606170,Henry,Blackburn,Henry Blackburn,Henry Blackburn,205,72,DB,0,2.5,40,75,3
4606181,Keydrain,Calligan,Keydrain Calligan,Keydrain Calligan,200,73,S,0,0,14,19,1
4606181,Keydrain,Calligan,Keydrain Calligan,Keydrain Calligan,200,73,S,0,0,14,19,1
4606632,Mikale,Greer,Mikale Greer,Mikale Greer,185,74,DB,2,0,10,14,1
4606666,Karon,Prunty,Karon Prunty,Karon Prunty,180,74,CB,5,1,31,38,0
4607937,Devin,Lafayette,Devin Lafayette,Devin Lafayette,195,74,DB,0,0.5,23,39,0
4608004,Donte,Kent,Donte Kent,Donte Kent,190,71,DB,7,0.5,39,58,0
4608447,Marquese,Allen-Patmon,Marquese Allen-Patmon,Marquese Allen-Patmon,200,73,DB,0,0,2,2,0
