athlete_id,first_name,last_name,full_name,display_name,weight,height,position_abbreviation,kicking_extra_point_attempts,kicking_extra_points_made,kicking_field_goal_attempts,kicking_field_goals_made,kicking_long_field_goal_made,kicking_field_goal_attempts40_49,kicking_field_goal_attempts50_59,kicking_field_goal_attempts60_99,kicking_field_goals_made40_49,kicking_field_goals_made50_59,kicking_field_goals_made60_99
4770026,Carlos,Villagomez,Carlos Villagomez,Carlos Villagomez,165,70,P,22,21,15,8,0,0,0,0,0,0,0
4770083,Curtis,Falkenburg,Curtis Falkenburg,Curtis Falkenburg,163,69,PK,20,20,11,6,0,0,0,0,0,0,0
4775211,Blake,Glessner,Blake Glessner,Blake Glessner,195,75,PK,8,8,6,2,35,2,0,0,0,0,0
4779439,Connor,Brooksby,Connor Brooksby,Connor Brooksby,220,74,PK,28,26,24,16,0,0,0,0,0,0,0
4779439,Connor,Brooksby,Connor Brooksby,Connor Brooksby,220,74,PK,28,26,24,16,0,0,0,0,0,0,0
4779439,Connor,Brooksby,Connor Brooksby,Connor Brooksby,220,74,PK,28,26,24,16,0,0,0,0,0,0,0
4779439,Connor,Brooksby,Connor Brooksby,Connor Brooksby,220,74,PK,28,26,24,16,0,0,0,0,0,0,0
4779439,Connor,Brooksby,Connor Brooksby,Connor Brooksby,220,74,PK,28,26,24,16,0,0,0,0,0,0,0
4869461,Trey,Smack,Trey Smack,Trey Smack,200,73,PK,29,29,21,17,54,7,3,0,4,2,0
4870519,Alex,McPherson,Alex McPherson,Alex McPherson,154,69,PK,39,39,13,13,53,3,1,0,3,1,0
4871220,Will,Bettridge,Will Bettridge,Will Bettridge,175,70,PK,31,31,21,18,46,7,0,0,5,0,0
4871220,Will,Bettridge,Will Bettridge,Will Bettridge,175,70,PK,31,31,21,18,46,7,0,0,5,0,0
4872946,Brett,Money,Brett Money,Brett Money,180,69,PK,9,9,8,7,0,0,0,0,0,0,0
4872946,Brett,Money,Brett Money,Brett Money,180,69,PK,9,9,8,7,0,0,0,0,0,0,0
4872964,Scott Taylor,Renfroe,Scott Taylor Renfroe,Scott Taylor Renfroe,198,73,PK,49,49,22,18,44,6,0,0,2,0,0
4873008,Liam,Gray,Liam Gray,Liam Gray,205,72,PK,17,17,12,7,43,2,2,0,2,0,0
4873011,Kade,Hensley,Kade Hensley,Kade Hensley,190,70,PK,23,23,12,9,38,1,0,0,0,0,0
4874450,Nick,Brown,Nick Brown,Nick Brown,170,76,PK,65,65,10,5,41,4,0,0,2,0,0
4875108,Jack,Howes,Jack Howes,Jack Howes,202,73,PK,43,42,18,12,48,8,1,0,4,0,0
4875192,Adam,Mihalek,Adam Mihalek,Adam Mihalek,200,74,PK,5,4,3,1,32,1,0,0,0,0,0
4875192,Adam,Mihalek,Adam Mihalek,Adam Mihalek,200,74,PK,5,4,3,1,32,1,0,0,0,0,0
4875268,Jace,Feely,Jace Feely,Jace Feely,215,72,PK,10,10,7,4,49,3,0,0,1,0,0
4875268,Jace,Feely,Jace Feely,Jace Feely,215,72,PK,10,10,7,4,49,3,0,0,1,0,0
4875309,Denis,Lynch,Denis Lynch,Denis Lynch,190,68,PK,60,59,13,10,53,2,1,0,2,1,0
4875309,Denis,Lynch,Denis Lynch,Denis Lynch,190,68,PK,60,59,13,10,53,2,1,0,2,1,0
4875309,Denis,Lynch,Denis Lynch,Denis Lynch,190,68,PK,60,59,13,10,53,2,1,0,2,1,0
4875309,Denis,Lynch,Denis Lynch,Denis Lynch,190,68,PK,60,59,13,10,53,2,1,0,2,1,0
4875584,Garrison,Smith,Garrison Smith,Garrison Smith,150,70,PK,23,23,10,8,0,0,0,0,0,0,0
4875584,Garrison,Smith,Garrison Smith,Garrison Smith,150,70,PK,23,23,10,8,0,0,0,0,0,0,0
4875584,Garrison,Smith,Garrison Smith,Garrison Smith,150,70,PK,23,23,10,8,0,0,0,0,0,0,0
4875584,Garrison,Smith,Garrison Smith,Garrison Smith,150,70,PK,23,23,10,8,0,0,0,0,0,0,0
4875739,Andrew,Glass,Andrew Glass,Andrew Glass,172,70,PK,17,16,17,15,48,7,0,0,6,0,0
4875775,Kanon,Woodill,Kanon Woodill,Kanon Woodill,167,71,PK,26,26,15,11,49,4,1,0,2,0,0
4875797,Kyler,Halvorsen,Kyler Halvorsen,Kyler Halvorsen,181,70,PK,53,52,14,10,41,2,0,0,1,0,0
4875797,Kyler,Halvorsen,Kyler Halvorsen,Kyler Halvorsen,181,70,PK,53,52,14,10,41,2,0,0,1,0,0
4876013,Jack,Browning,Jack Browning,Jack Browning,190,71,PK,23,23,22,15,61,9,3,0,5,2,0
4876013,Jack,Browning,Jack Browning,Jack Browning,190,71,PK,23,23,22,15,61,9,3,0,5,2,0
4876305,Gianni,Smith,Gianni Smith,Gianni Smith,205,73,PK,44,42,9,8,0,0,0,0,0,0,0
4876470,Austin,Alley,Austin Alley,Austin Alley,165,70,PK,8,7,4,1,0,0,0,0,0,0,0
4876475,Christopher,Maron,Christopher Maron,Christopher Maron,175,70,PK,23,23,10,8,0,0,0,0,0,0,0
4876676,Spencer,Biscoe,Spencer Biscoe,Spencer Biscoe,210,75,PK,12,11,11,4,0,0,0,0,0,0,0
4876720,Aidan,Birr,Aidan Birr,Aidan Birr,198,73,PK,35,34,16,14,48,9,0,0,7,0,0
4876769,Conor,Cummins,Conor Cummins,Conor Cummins,190,73,PK,21,21,13,5,0,0,0,0,0,0,0
4876997,Aidan,Lehman,Aidan Lehman,Aidan Lehman,170,72,PK,22,18,18,10,0,0,0,0,0,0,0
4877295,Noah,Kiani,Noah Kiani,Noah Kiani,145,71,PK,28,27,18,13,0,0,0,0,0,0,0
4877310,DC,Pippin,DC Pippin,DC Pippin,178,72,PK,36,35,14,11,0,0,0,0,0,0,0
4877446,Caden,Beck,Caden Beck,Caden Beck,170,69,PK,20,17,13,6,0,0,0,0,0,0,0
4877553,Joshua,Griffin,Joshua Griffin,Joshua Griffin,180,74,PK,31,28,8,5,0,0,0,0,0,0,0
4877553,Joshua,Griffin,Joshua Griffin,Joshua Griffin,180,74,PK,31,28,8,5,0,0,0,0,0,0,0
4878126,Enda,Kirby,Enda Kirby,Enda Kirby,220,74,PK,6,6,3,3,0,0,0,0,0,0,0
4878126,Enda,Kirby,Enda Kirby,Enda Kirby,220,74,PK,6,6,3,3,0,0,0,0,0,0,0
4878126,Enda,Kirby,Enda Kirby,Enda Kirby,220,74,PK,6,6,3,3,0,0,0,0,0,0,0
4878289,Ian,Wagner,Ian Wagner,Ian Wagner,215,74,PK,41,35,10,8,0,0,0,0,0,0,0
4878289,Ian,Wagner,Ian Wagner,Ian Wagner,215,74,PK,41,35,10,8,0,0,0,0,0,0,0
4878768,Jayson,Jenkins,Jayson Jenkins,Jayson Jenkins,180,71,PK,26,23,7,4,0,0,0,0,0,0,0
4878965,Clay,Medvec,Clay Medvec,Clay Medvec,199,72,PK,3,3,2,1,0,0,0,0,0,0,0
4878965,Clay,Medvec,Clay Medvec,Clay Medvec,199,72,PK,3,3,2,1,0,0,0,0,0,0,0
4879164,Ryan,Hawk,Ryan Hawk,Ryan Hawk,165,70,PK,11,10,7,4,0,0,0,0,0,0,0
4879203,Chris,Esqueda,Chris Esqueda,Chris Esqueda,185,68,PK,36,33,10,6,0,0,0,0,0,0,0
4879204,Isaiah,Hankins,Isaiah Hankins,Isaiah Hankins,193,72,PK,23,21,25,18,54,8,3,0,4,2,0
4879326,Maddux,Trujillo,Maddux Trujillo,Maddux Trujillo,160,73,PK,50,48,15,13,0,0,0,0,0,0,0
4879326,Maddux,Trujillo,Maddux Trujillo,Maddux Trujillo,160,73,PK,50,48,15,13,0,0,0,0,0,0,0
4879326,Maddux,Trujillo,Maddux Trujillo,Maddux Trujillo,160,73,PK,50,48,15,13,0,0,0,0,0,0,0
4879612,Randy,Bond,Randy Bond,Randy Bond,195,71,PK,46,46,32,23,52,10,5,0,4,4,0
4879612,Randy,Bond,Randy Bond,Randy Bond,195,71,PK,46,46,32,23,52,10,5,0,4,4,0
4879682,Mason,Shipley,Mason Shipley,Mason Shipley,185,72,PK,53,52,14,14,47,4,0,0,4,0,0
4879682,Mason,Shipley,Mason Shipley,Mason Shipley,185,72,PK,53,52,14,14,47,4,0,0,4,0,0
4879682,Mason,Shipley,Mason Shipley,Mason Shipley,185,72,PK,53,52,14,14,47,4,0,0,4,0,0
4879682,Mason,Shipley,Mason Shipley,Mason Shipley,185,72,PK,53,52,14,14,47,4,0,0,4,0,0
4879682,Mason,Shipley,Mason Shipley,Mason Shipley,185,72,PK,53,52,14,14,47,4,0,0,4,0,0
4880198,Will,Ferrin,Will Ferrin,Will Ferrin,175,75,PK,33,32,14,11,49,7,2,0,6,0,0
4880212,Graham,Nicholson,Graham Nicholson,Graham Nicholson,185,72,PK,36,35,27,26,52,10,1,0,9,1,0
4880347,Bert,Auburn,Bert Auburn,Bert Auburn,183,72,PK,52,52,34,28,54,12,4,0,9,2,0
4880347,Bert,Auburn,Bert Auburn,Bert Auburn,183,72,PK,52,52,34,28,54,12,4,0,9,2,0
4880347,Bert,Auburn,Bert Auburn,Bert Auburn,183,72,PK,52,52,34,28,54,12,4,0,9,2,0
4880347,Bert,Auburn,Bert Auburn,Bert Auburn,183,72,PK,52,52,34,28,54,12,4,0,9,2,0
4880347,Bert,Auburn,Bert Auburn,Bert Auburn,183,72,PK,52,52,34,28,54,12,4,0,9,2,0
4880893,John,Love,John Love,John Love,170,71,PK,39,39,22,20,47,7,0,0,6,0,0
4880893,John,Love,John Love,John Love,170,71,PK,39,39,22,20,47,7,0,0,6,0,0
4883868,Gavyn,Zimmerman,Gavyn Zimmerman,Gavyn Zimmerman,150,71,PK,36,34,6,6,0,0,0,0,0,0,0
4885463,Logan,Seibert,Logan Seibert,Logan Seibert,184,70,PK,26,26,13,8,0,0,0,0,0,0,0
4886806,Jesus,Gomez,Jesus Gomez,Jesus Gomez,214,73,PK,23,20,15,11,55,3,4,0,2,2,0
4886806,Jesus,Gomez,Jesus Gomez,Jesus Gomez,214,73,PK,23,20,15,11,55,3,4,0,2,2,0
4886806,Jesus,Gomez,Jesus Gomez,Jesus Gomez,214,73,PK,23,20,15,11,55,3,4,0,2,2,0
4887281,Matthew,Dapore,Matthew Dapore,Matthew Dapore,195,72,PK,31,30,18,14,50,8,1,0,7,1,0
4887281,Matthew,Dapore,Matthew Dapore,Matthew Dapore,195,72,PK,31,30,18,14,50,8,1,0,7,1,0
4887281,Matthew,Dapore,Matthew Dapore,Matthew Dapore,195,72,PK,31,30,18,14,50,8,1,0,7,1,0
4887281,Matthew,Dapore,Matthew Dapore,Matthew Dapore,195,72,PK,31,30,18,14,50,8,1,0,7,1,0
4890138,Alan,Anaya,Alan Anaya,Alan Anaya,180,66,PK,40,40,17,12,42,5,1,0,3,0,0
4890264,Aidan,Laros,Aidan Laros,Aidan Laros,205,74,PK,45,43,16,10,0,0,0,0,0,0,0
4890270,Jay,Billingsley,Jay Billingsley,Jay Billingsley,160,70,PK,40,40,13,9,0,0,0,0,0,0,0
4891577,Gerardo,Baeza,Gerardo Baeza,Gerardo Baeza,175,68,PK,10,9,7,6,0,0,0,0,0,0,0
4891683,Victor,Barbosa,Victor Barbosa,Victor Barbosa,190,72,PK,40,39,8,5,0,0,0,0,0,0,0
4892050,Jeffrey,Sexton,Jeffrey Sexton,Jeffrey Sexton,175,73,PK,11,9,6,3,0,0,0,0,0,0,0
4892332,Atticus,Sappington,Atticus Sappington,Atticus Sappington,188,70,PK,50,49,14,13,48,6,0,0,5,0,0
4893639,Damian,Ramos,Damian Ramos,Damian Ramos,186,74,PK,72,72,15,12,48,3,1,0,2,0,0
4893639,Damian,Ramos,Damian Ramos,Damian Ramos,186,74,PK,72,72,15,12,48,3,1,0,2,0,0
4893639,Damian,Ramos,Damian Ramos,Damian Ramos,186,74,PK,72,72,15,12,48,3,1,0,2,0,0
4893639,Damian,Ramos,Damian Ramos,Damian Ramos,186,74,PK,72,72,15,12,48,3,1,0,2,0,0
4900235,Macrae,Plummer,Macrae Plummer,Macrae Plummer,170,70,PK,35,33,8,5,0,0,0,0,0,0,0
4900756,Tate,Sandell,Tate Sandell,Tate Sandell,175,70,PK,2,2,2,1,47,2,0,0,1,0,0
4900756,Tate,Sandell,Tate Sandell,Tate Sandell,175,70,PK,2,2,2,1,47,2,0,0,1,0,0
4910844,Grady,Gross,Grady Gross,Grady Gross,209,71,PK,58,58,17,13,47,6,0,0,5,0,0
4912160,Jai,Patel,Jai Patel,Jai Patel,180,69,PK,30,29,16,14,51,3,3,0,3,2,0
4912197,Nathanial,Vakos,Nathanial Vakos,Nathanial Vakos,200,73,PK,30,30,17,14,52,4,3,0,3,1,0
4912229,Palmer,Domschke,Palmer Domschke,Palmer Domschke,186,70,PK,35,35,15,9,49,8,0,0,3,0,0
4912229,Palmer,Domschke,Palmer Domschke,Palmer Domschke,186,70,PK,35,35,15,9,49,8,0,0,3,0,0
4912353,Ethan,Sanchez,Ethan Sanchez,Ethan Sanchez,189,69,PK,31,31,18,14,49,6,1,0,4,0,0
4912353,Ethan,Sanchez,Ethan Sanchez,Ethan Sanchez,189,69,PK,31,31,18,14,49,6,1,0,4,0,0
4916441,Owen,Rozanc,Owen Rozanc,Owen Rozanc,197,70,PK,43,43,12,9,0,0,0,0,0,0,0
4916441,Owen,Rozanc,Owen Rozanc,Owen Rozanc,197,70,PK,43,43,12,9,0,0,0,0,0,0,0
4916441,Owen,Rozanc,Owen Rozanc,Owen Rozanc,197,70,PK,43,43,12,9,0,0,0,0,0,0,0
4917382,Brady,Denaburg,Brady Denaburg,Brady Denaburg,195,72,PK,37,36,16,10,46,4,3,0,3,0,0
4917399,Alejandro,Mata,Alejandro Mata,Alejandro Mata,190,69,PK,27,26,12,10,47,6,0,0,4,0,0
4917399,Alejandro,Mata,Alejandro Mata,Alejandro Mata,190,69,PK,27,26,12,10,47,6,0,0,4,0,0
5077226,Peyton,Woodring,Peyton Woodring,Peyton Woodring,175,70,PK,62,62,25,21,48,5,1,0,4,0,0
5077226,Peyton,Woodring,Peyton Woodring,Peyton Woodring,175,70,PK,62,62,25,21,48,5,1,0,4,0,0
5077226,Peyton,Woodring,Peyton Woodring,Peyton Woodring,175,70,PK,62,62,25,21,48,5,1,0,4,0,0
5077226,Peyton,Woodring,Peyton Woodring,Peyton Woodring,175,70,PK,62,62,25,21,48,5,1,0,4,0,0
5077226,Peyton,Woodring,Peyton Woodring,Peyton Woodring,175,70,PK,62,62,25,21,48,5,1,0,4,0,0
5077226,Peyton,Woodring,Peyton Woodring,Peyton Woodring,175,70,PK,62,62,25,21,48,5,1,0,4,0,0
5081335,Drew,Stevens,Drew Stevens,Drew Stevens,199,72,PK,20,19,26,18,53,8,4,0,4,2,0
5081335,Drew,Stevens,Drew Stevens,Drew Stevens,199,72,PK,20,19,26,18,53,8,4,0,4,2,0
5081441,Robert,Gunn III,Robert Gunn III,Robert Gunn III,180,72,PK,15,14,4,1,23,1,0,0,0,0,0
5081441,Robert,Gunn III,Robert Gunn III,Robert Gunn III,180,72,PK,15,14,4,1,23,1,0,0,0,0,0
5081814,Jayden,Fielding,Jayden Fielding,Jayden Fielding,175,72,PK,50,49,18,15,47,6,1,0,4,0,0
5081814,Jayden,Fielding,Jayden Fielding,Jayden Fielding,175,72,PK,50,49,18,15,47,6,1,0,4,0,0
5081814,Jayden,Fielding,Jayden Fielding,Jayden Fielding,175,72,PK,50,49,18,15,47,6,1,0,4,0,0
5082015,Carter,Davis,Carter Davis,Carter Davis,210,72,PK,16,16,2,1,38,0,0,0,0,0,0
5082102,Andrew,Conrad,Andrew Conrad,Andrew Conrad,160,69,PK,21,20,25,18,51,11,3,0,7,1,0
5082102,Andrew,Conrad,Andrew Conrad,Andrew Conrad,160,69,PK,21,20,25,18,51,11,3,0,7,1,0
5082102,Andrew,Conrad,Andrew Conrad,Andrew Conrad,160,69,PK,21,20,25,18,51,11,3,0,7,1,0
5082102,Andrew,Conrad,Andrew Conrad,Andrew Conrad,160,69,PK,21,20,25,18,51,11,3,0,7,1,0
5082308,Dylan,Lynch,Dylan Lynch,Dylan Lynch,171,70,PK,36,36,27,21,52,10,3,0,7,2,0
5082358,Luke,Drzewiecki,Luke Drzewiecki,Luke Drzewiecki,181,72,PK,38,37,14,10,47,4,1,0,2,0,0
5082358,Luke,Drzewiecki,Luke Drzewiecki,Luke Drzewiecki,181,72,PK,38,37,14,10,47,4,1,0,2,0,0
5082358,Luke,Drzewiecki,Luke Drzewiecki,Luke Drzewiecki,181,72,PK,38,37,14,10,47,4,1,0,2,0,0
5082358,Luke,Drzewiecki,Luke Drzewiecki,Luke Drzewiecki,181,72,PK,38,37,14,10,47,4,1,0,2,0,0
5082424,Dominic,Zvada,Dominic Zvada,Dominic Zvada,174,75,PK,40,40,20,15,53,8,1,0,6,1,0
5082424,Dominic,Zvada,Dominic Zvada,Dominic Zvada,174,75,PK,40,40,20,15,53,8,1,0,6,1,0
5082559,Rece,Verhoff,Rece Verhoff,Rece Verhoff,182,71,PK,30,30,15,10,44,5,0,0,3,0,0
5082559,Rece,Verhoff,Rece Verhoff,Rece Verhoff,182,71,PK,30,30,15,10,44,5,0,0,3,0,0
5082559,Rece,Verhoff,Rece Verhoff,Rece Verhoff,182,71,PK,30,30,15,10,44,5,0,0,3,0,0
5082559,Rece,Verhoff,Rece Verhoff,Rece Verhoff,182,71,PK,30,30,15,10,44,5,0,0,3,0,0
5083170,Ricardo,Chavez,Ricardo Chavez,Ricardo Chavez,180,74,PK,41,39,24,19,0,0,0,0,0,0,0
5083238,Hunter,Green,Hunter Green,Hunter Green,187,76,PK,16,15,12,9,0,0,0,0,0,0,0
5083238,Hunter,Green,Hunter Green,Hunter Green,187,76,PK,16,15,12,9,0,0,0,0,0,0,0
5083238,Hunter,Green,Hunter Green,Hunter Green,187,76,PK,16,15,12,9,0,0,0,0,0,0,0
5083238,Hunter,Green,Hunter Green,Hunter Green,187,76,PK,16,15,12,9,0,0,0,0,0,0,0
5083879,Nick,Garrido,Nick Garrido,Nick Garrido,200,68,PK,24,23,8,5,0,0,0,0,0,0,0
5084095,Collin,Rogers,Collin Rogers,Collin Rogers,206,76,PK,65,64,26,20,51,9,2,0,5,2,0
5084095,Collin,Rogers,Collin Rogers,Collin Rogers,206,76,PK,65,64,26,20,51,9,2,0,5,2,0
5084425,Chase,Meyer,Chase Meyer,Chase Meyer,195,70,PK,31,30,20,17,47,5,0,0,3,0,0
5084502,Riley,Callaghan,Riley Callaghan,Riley Callaghan,190,75,PK,33,30,17,10,0,0,0,0,0,0,0
5084531,Bridger,Jones,Bridger Jones,Bridger Jones,205,70,PK,14,13,17,13,0,0,0,0,0,0,0
5084531,Bridger,Jones,Bridger Jones,Bridger Jones,205,70,PK,14,13,17,13,0,0,0,0,0,0,0
5084531,Bridger,Jones,Bridger Jones,Bridger Jones,205,70,PK,14,13,17,13,0,0,0,0,0,0,0
5084751,Marcus,Lye,Marcus Lye,Marcus Lye,185,73,PK,18,16,8,2,0,0,0,0,0,0,0
5084831,Joey,Cheek,Joey Cheek,Joey Cheek,202,71,PK,7,7,2,1,37,1,0,0,0,0,0
5084831,Joey,Cheek,Joey Cheek,Joey Cheek,202,71,PK,7,7,2,1,37,1,0,0,0,0,0
5084831,Joey,Cheek,Joey Cheek,Joey Cheek,202,71,PK,7,7,2,1,37,1,0,0,0,0,0
5084831,Joey,Cheek,Joey Cheek,Joey Cheek,202,71,PK,7,7,2,1,37,1,0,0,0,0,0
5085184,Michael,Luckhurst,Michael Luckhurst,Michael Luckhurst,180,73,PK,14,11,9,3,39,5,0,0,0,0,0
5085184,Michael,Luckhurst,Michael Luckhurst,Michael Luckhurst,180,73,PK,14,11,9,3,39,5,0,0,0,0,0
5085184,Michael,Luckhurst,Michael Luckhurst,Michael Luckhurst,180,73,PK,14,11,9,3,39,5,0,0,0,0,0
5085184,Michael,Luckhurst,Michael Luckhurst,Michael Luckhurst,180,73,PK,14,11,9,3,39,5,0,0,0,0,0
5085396,Colton,Boomer,Colton Boomer,Colton Boomer,175,70,PK,48,46,19,12,55,6,4,0,4,2,0
5085396,Colton,Boomer,Colton Boomer,Colton Boomer,175,70,PK,48,46,19,12,55,6,4,0,4,2,0
5085396,Colton,Boomer,Colton Boomer,Colton Boomer,175,70,PK,48,46,19,12,55,6,4,0,4,2,0
5085811,Nathan,Wilson,Nathan Wilson,Nathan Wilson,180,73,PK,19,18,14,6,0,0,0,0,0,0,0
5085867,Ian,Williams,Ian Williams,Ian Williams,225,75,PK,21,21,24,18,0,0,0,0,0,0,0
5085867,Ian,Williams,Ian Williams,Ian Williams,225,75,PK,21,21,24,18,0,0,0,0,0,0,0
5085867,Ian,Williams,Ian Williams,Ian Williams,225,75,PK,21,21,24,18,0,0,0,0,0,0,0
5085867,Ian,Williams,Ian Williams,Ian Williams,225,75,PK,21,21,24,18,0,0,0,0,0,0,0
5085867,Ian,Williams,Ian Williams,Ian Williams,225,75,PK,21,21,24,18,0,0,0,0,0,0,0
5086890,Brandon,Bush,Brandon Bush,Brandon Bush,165,70,PK,15,14,6,4,0,0,0,0,0,0,0
5087075,Luis,Palenzuela,Luis Palenzuela,Luis Palenzuela,201,72,PK,55,55,5,3,0,0,0,0,0,0,0
5087205,C.J.,Elrichs,C.J. Elrichs,C.J. Elrichs,190,74,PK,33,33,6,4,0,0,0,0,0,0,0
5087205,C.J.,Elrichs,C.J. Elrichs,C.J. Elrichs,190,74,PK,33,33,6,4,0,0,0,0,0,0,0
5087273,Grandin,Willcox,Grandin Willcox,Grandin Willcox,220,71,PK,30,29,17,12,0,0,0,0,0,0,0
5087273,Grandin,Willcox,Grandin Willcox,Grandin Willcox,220,71,PK,30,29,17,12,0,0,0,0,0,0,0
5087313,Aaron,Bickerton,Aaron Bickerton,Aaron Bickerton,200,75,P,1,1,8,8,0,0,0,0,0,0,0
5087313,Aaron,Bickerton,Aaron Bickerton,Aaron Bickerton,200,75,P,1,1,8,8,0,0,0,0,0,0,0
5088892,Buzz,Flabiano,Buzz Flabiano,Buzz Flabiano,175,72,PK,30,29,14,10,43,4,0,0,1,0,0
5088892,Buzz,Flabiano,Buzz Flabiano,Buzz Flabiano,175,72,PK,30,29,14,10,43,4,0,0,1,0,0
5089004,Stephen,Shagen,Stephen Shagen,Stephen Shagen,176,72,PK,30,28,6,3,0,0,0,0,0,0,0
5089029,Jayden,John,Jayden John,Jayden John,155,72,PK,18,17,12,6,0,0,0,0,0,0,0
5089029,Jayden,John,Jayden John,Jayden John,155,72,PK,18,17,12,6,0,0,0,0,0,0,0
5089029,Jayden,John,Jayden John,Jayden John,155,72,PK,18,17,12,6,0,0,0,0,0,0,0
5089168,Jake,Andjelic,Jake Andjelic,Jake Andjelic,170,69,PK,6,5,8,8,0,0,0,0,0,0,0
5089168,Jake,Andjelic,Jake Andjelic,Jake Andjelic,170,69,PK,6,5,8,8,0,0,0,0,0,0,0
5089168,Jake,Andjelic,Jake Andjelic,Jake Andjelic,170,69,PK,6,5,8,8,0,0,0,0,0,0,0
5089443,Noah,Perez,Noah Perez,Noah Perez,160,67,PK,9,9,7,3,40,3,1,0,1,0,0
5089443,Noah,Perez,Noah Perez,Noah Perez,160,67,PK,9,9,7,3,40,3,1,0,1,0,0
5089496,Matt,Maldonado,Matt Maldonado,Matt Maldonado,190,74,PK,22,22,8,7,0,0,0,0,0,0,0
5089496,Matt,Maldonado,Matt Maldonado,Matt Maldonado,190,74,PK,22,22,8,7,0,0,0,0,0,0,0
5089496,Matt,Maldonado,Matt Maldonado,Matt Maldonado,190,74,PK,22,22,8,7,0,0,0,0,0,0,0
5089496,Matt,Maldonado,Matt Maldonado,Matt Maldonado,190,74,PK,22,22,8,7,0,0,0,0,0,0,0
5089496,Matt,Maldonado,Matt Maldonado,Matt Maldonado,190,74,PK,22,22,8,7,0,0,0,0,0,0,0
5089496,Matt,Maldonado,Matt Maldonado,Matt Maldonado,190,74,PK,22,22,8,7,0,0,0,0,0,0,0
5091752,Liam,Connor,Liam Connor,Liam Connor,204,73,PK,36,34,12,10,45,6,0,0,4,0,0
5091752,Liam,Connor,Liam Connor,Liam Connor,204,73,PK,36,34,12,10,45,6,0,0,4,0,0
5092217,Gianni,Spetic,Gianni Spetic,Gianni Spetic,201,75,PK,29,28,24,16,40,5,2,0,1,0,0
5092218,Tristan,Alvano,Tristan Alvano,Tristan Alvano,200,73,PK,27,27,15,9,55,7,1,0,2,1,0
5092218,Tristan,Alvano,Tristan Alvano,Tristan Alvano,200,73,PK,27,27,15,9,55,7,1,0,2,1,0
5092220,Kyle,Ferrie,Kyle Ferrie,Kyle Ferrie,205,73,PK,27,27,22,16,49,11,1,0,7,0,0
5092220,Kyle,Ferrie,Kyle Ferrie,Kyle Ferrie,205,73,PK,27,27,22,16,49,11,1,0,7,0,0
5092220,Kyle,Ferrie,Kyle Ferrie,Kyle Ferrie,205,73,PK,27,27,22,16,49,11,1,0,7,0,0
5092220,Kyle,Ferrie,Kyle Ferrie,Kyle Ferrie,205,73,PK,27,27,22,16,49,11,1,0,7,0,0
5092220,Kyle,Ferrie,Kyle Ferrie,Kyle Ferrie,205,73,PK,27,27,22,16,49,11,1,0,7,0,0
5092220,Kyle,Ferrie,Kyle Ferrie,Kyle Ferrie,205,73,PK,27,27,22,16,49,11,1,0,7,0,0
5092220,Kyle,Ferrie,Kyle Ferrie,Kyle Ferrie,205,73,PK,27,27,22,16,49,11,1,0,7,0,0
5092220,Kyle,Ferrie,Kyle Ferrie,Kyle Ferrie,205,73,PK,27,27,22,16,49,11,1,0,7,0,0
5092220,Kyle,Ferrie,Kyle Ferrie,Kyle Ferrie,205,73,PK,27,27,22,16,49,11,1,0,7,0,0
5092504,Lucas,Carneiro,Lucas Carneiro,Lucas Carneiro,175,71,PK,42,42,11,8,45,5,0,0,4,0,0
5092669,Julio,Macias,Julio Macias,Julio Macias,230,77,PK,10,9,6,2,40,3,0,0,1,0,0
5092669,Julio,Macias,Julio Macias,Julio Macias,230,77,PK,10,9,6,2,40,3,0,0,1,0,0
5092669,Julio,Macias,Julio Macias,Julio Macias,230,77,PK,10,9,6,2,40,3,0,0,1,0,0
5092976,Todd,Pelino,Todd Pelino,Todd Pelino,190,74,PK,38,38,20,15,52,8,2,0,6,2,0
5093383,Casey,Kautzman,Casey Kautzman,Casey Kautzman,199,71,PK,22,19,7,4,0,0,0,0,0,0,0
5093959,Emmanuel,Adagbon,Emmanuel Adagbon,Emmanuel Adagbon,195,70,PK,18,16,12,5,0,0,0,0,0,0,0
5093959,Emmanuel,Adagbon,Emmanuel Adagbon,Emmanuel Adagbon,195,70,PK,18,16,12,5,0,0,0,0,0,0,0
5093959,Emmanuel,Adagbon,Emmanuel Adagbon,Emmanuel Adagbon,195,70,PK,18,16,12,5,0,0,0,0,0,0,0
5093959,Emmanuel,Adagbon,Emmanuel Adagbon,Emmanuel Adagbon,195,70,PK,18,16,12,5,0,0,0,0,0,0,0
5096050,Liam,Rickman,Liam Rickman,Liam Rickman,222,72,PK,36,35,10,8,46,1,0,0,1,0,0
5096050,Liam,Rickman,Liam Rickman,Liam Rickman,222,72,PK,36,35,10,8,46,1,0,0,1,0,0
5096050,Liam,Rickman,Liam Rickman,Liam Rickman,222,72,PK,36,35,10,8,46,1,0,0,1,0,0
5097133,Eric,Bernstein,Eric Bernstein,Eric Bernstein,205,74,PK,4,4,2,1,0,0,0,0,0,0,0
5098564,Beckett,Leary,Beckett Leary,Beckett Leary,215,75,PK,17,16,11,6,0,0,0,0,0,0,0
5098581,Jack,Barnum,Jack Barnum,Jack Barnum,197,73,PK,31,30,18,13,0,0,0,0,0,0,0
