athlete_id,first_name,last_name,full_name,display_name,weight,height,position_abbreviation,general_fumbles_forced,defensive_sacks,defensive_solo_tackles,defensive_total_tackles,defensive_passes_defended
4571676,Joquarri,Price,Joquarri Price,Joquarri Price,225,74,LB,0,0,0,3,0
4571691,Tyler,Flick,Tyler Flick,Tyler Flick,225,73,LB,2,1,50,78,0
4571708,Parker,Spillers,Parker Spillers,Parker Spillers,204,73,LB,0,0,1,10,0
4571776,Isaiah,Bishop,Isaiah Bishop,Isaiah Bishop,255,74,LB,0,0,2,4,0
4571783,Ryan,Moran,Ryan Moran,Ryan Moran,225,70,LB,0,1,30,59,1
4571822,Marco,Olivas,Marco Olivas,Marco Olivas,217,74,LB,0,2.5,44,72,0
4571823,Blamassi,Meite,Blamassi Meite,Blamassi Meite,255,73,LB,0,4,8,24,2
4571826,DaRon,Gilbert,DaRon Gilbert,DaRon Gilbert,222,73,LB,0,0.5,23,46,1
4571879,Tyrone,Brown,Tyrone Brown,Tyrone Brown,229,71,LB,0,0,5,7,0
4571882,Matt,Jones,Matt Jones,Matt Jones,246,75,LB,0,3,54,82,5
4571917,Tyrone,Griffin,Tyrone Griffin,Tyrone Griffin,208,75,LB,0,0,27,47,2
4572011,Jackson,Ambush,Jackson Ambush,Jackson Ambush,225,71,LB,0,1,42,86,0
4572453,Juwan,Mitchell,Juwan Mitchell,Juwan Mitchell,235,73,LB,0,0,21,32,0
4572503,Von,Young,Von Young,Von Young,219,72,LB,0,2,26,42,1
4572516,Julian,Wlodarczyk,Julian Wlodarczyk,Julian Wlodarczyk,211,75,LB,1,0,25,37,2
4572537,Luke,Weerts,Luke Weerts,Luke Weerts,222,73,LB,0,1,23,41,2
4572640,Stephen,Hillis,Stephen Hillis,Stephen Hillis,235,73,LB,0,0.5,27,58,3
4572672,Graham,Spalding,Graham Spalding,Graham Spalding,205,73,LB,0,0,16,27,1
4572687,Jakari,Patterson,Jakari Patterson,Jakari Patterson,210,75,LB,1,1,14,20,0
4572704,Branson,Combs,Branson Combs,Branson Combs,222,75,LB,0,2,33,74,4
4572761,Thomas,Wyatt,Thomas Wyatt,Thomas Wyatt,220,75,LB,0,0.5,28,53,0
4572762,Anthony,Britton Jr.,Anthony Britton Jr.,Anthony Britton Jr.,220,74,LB,1,2,19,53,1
4572764,Hasan,Black,Hasan Black,Hasan Black,235,75,LB,0,0,16,36,0
4572828,Dan,Scianna,Dan Scianna,Dan Scianna,210,70,LB,0,1.5,14,29,0
4572840,Nicky,Kuzemka,Nicky Kuzemka,Nicky Kuzemka,216,72,LB,0,0,3,6,0
4572867,Ken,Standley,Ken Standley,Ken Standley,225,71,LB,1,4,49,91,3
4572884,Alex,Howard,Alex Howard,Alex Howard,230,74,LB,0,1.5,36,67,1
4572886,Gianni,Rizzo,Gianni Rizzo,Gianni Rizzo,225,74,LB,2,3.5,36,68,3
4572918,Trimarcus,Cheeks,Trimarcus Cheeks,Trimarcus Cheeks,230,74,LB,0,1,12,23,2
4572921,Thomas,Neville,Thomas Neville,Thomas Neville,215,75,LB,0,0,10,14,0
4573051,Jack,Scroggs,Jack Scroggs,Jack Scroggs,235,73,LB,0,0,1,4,0
4573188,Nickolas,Martin,Nickolas Martin,Nickolas Martin,215,72,LB,1,6,77,133,0
4573239,Mateo,Vandamia,Mateo Vandamia,Mateo Vandamia,225,73,LB,0,0.5,13,36,2
4573245,Chazz,Harley,Chazz Harley,Chazz Harley,207,73,LB,0,1,4,7,0
4573254,Bryce,Graves,Bryce Graves,Bryce Graves,227,71,LB,0,0,7,10,0
4573274,Taurus,Jones,Taurus Jones,Taurus Jones,214,73,LB,0,1,15,38,1
4573291,Xavier,Nurse,Xavier Nurse,Xavier Nurse,245,75,LB,0,1,22,33,0
4573318,Dorian,Mausi,Dorian Mausi,Dorian Mausi,233,74,LB,0,0.5,12,61,2
4573354,Austin,Goffney,Austin Goffney,Austin Goffney,203,71,LB,0,0,6,24,1
4573408,Anthony,LaMonica,Anthony LaMonica,Anthony LaMonica,185,71,LB,0,1,32,47,5
4573420,Ryan,Toscano,Ryan Toscano,Ryan Toscano,221,72,LB,1,3,29,61,2
4573421,Zedane,Williams,Zedane Williams,Zedane Williams,206,73,S,0,1.5,22,35,1
4573449,Cole,Brockwell,Cole Brockwell,Cole Brockwell,228,72,LB,0,0,3,4,0
4573464,Tristan,Wheeler,Tristan Wheeler,Tristan Wheeler,228,74,LB,1,3,58,110,0
4573504,Tyler,Jackson,Tyler Jackson,Tyler Jackson,226,72,LB,0,0,29,55,0
4573530,Aidan,Kaler,Aidan Kaler,Aidan Kaler,230,74,LB,0,1,42,70,0
4573532,Clarens,Legagneur,Clarens Legagneur,Clarens Legagneur,195,73,LB,0,1,14,22,0
4573573,Jacob,Parker,Jacob Parker,Jacob Parker,220,71,TE,0,2.5,18,39,0
4573584,Elijah,Reames,Elijah Reames,Elijah Reames,215,74,LB,0,0,2,3,0
4573659,Herman,Christophe IV,Herman Christophe IV,Herman Christophe IV,225,71,LB,1,1,31,84,3
4573687,Hamilton,Moore,Hamilton Moore,Hamilton Moore,218,72,LB,1,0,34,51,1
4573848,Tray,Dunson,Tray Dunson,Tray Dunson,221,74,LB,0,0,11,18,1
4573854,Christian,Wright,Christian Wright,Christian Wright,234,70,LB,1,0,6,9,0
4573959,Jayden,Anderson,Jayden Anderson,Jayden Anderson,210,75,LB,0,2,15,44,1
4573966,Luquay,Washington,Luquay Washington,Luquay Washington,220,74,LB,0,0,21,32,2
4574004,Michael,Oppong,Michael Oppong,Michael Oppong,195,72,LB,1,0,5,9,1
4574021,Myles,Talley,Myles Talley,Myles Talley,210,72,LB,0,0.5,22,37,0
4574133,Brayden,Staib,Brayden Staib,Brayden Staib,215,75,LB,0,0,18,27,0
4574317,Rich,Miller,Rich Miller,Rich Miller,230,73,LB,0,2,39,56,2
4574436,Nathan,Arthur,Nathan Arthur,Nathan Arthur,224,72,LB,0,3,36,87,3
4574470,Linden,Howe,Linden Howe,Linden Howe,220,72,LB,1,1,21,45,2
4574488,Maurio,Goings,Maurio Goings,Maurio Goings,230,72,LB,0,0,27,46,1
4574515,Isaac,Armstrong,Isaac Armstrong,Isaac Armstrong,249,74,LB,0,2.5,11,25,0
4574690,Cole,DeMarzo,Cole DeMarzo,Cole DeMarzo,235,76,LB,0,0,8,14,0
4574720,Chris,Conti,Chris Conti,Chris Conti,234,74,LB,0,0.5,25,56,0
4574734,Donyai,Taylor,Donyai Taylor,Donyai Taylor,205,73,LB,1,2,31,46,2
4574755,Avery,Huff,Avery Huff,Avery Huff,205,75,LB,1,1,8,16,0
4574822,Khalil,Arrington,Khalil Arrington,Khalil Arrington,220,73,LB,0,0,13,32,1
4574856,Hayden,Furey,Hayden Furey,Hayden Furey,232,74,LB,0,0,2,2,0
4574998,Lawrence,Richardson,Lawrence Richardson,Lawrence Richardson,215,73,LB,0,1.5,24,50,2
4575296,John,Gioia,John Gioia,John Gioia,230,73,LB,0,2.5,23,84,0
4575369,Jacob,Roberts,Jacob Roberts,Jacob Roberts,233,73,LB,2,6,40,83,1
4575496,Brian,Holloway,Brian Holloway,Brian Holloway,225,72,LB,3,1.5,56,99,0
4575509,Jalen,Davis,Jalen Davis,Jalen Davis,200,71,LB,1,0,10,18,0
4575836,Kobe,Wilson,Kobe Wilson,Kobe Wilson,226,72,LB,1,1,44,74,1
4575855,Mac,Harris,Mac Harris,Mac Harris,240,72,LB,1,0,16,30,0
4575855,Mac,Harris,Mac Harris,Mac Harris,240,72,LB,1,0,16,30,0
4576105,Jamar,Shegog,Jamar Shegog,Jamar Shegog,230,74,LB,0,1,32,51,2
4576129,Jalen,McLeod,Jalen McLeod,Jalen McLeod,237,73,LB,1,5.5,33,46,1
4576176,Lonnie,Rice,Lonnie Rice,Lonnie Rice,236,74,LB,0,0,4,5,0
4576177,Charles,Rosser,Charles Rosser,Charles Rosser,230,75,LB,0,0,7,15,0
4576222,Sebastian,Benjamin,Sebastian Benjamin,Sebastian Benjamin,240,74,LB,0,3,17,31,0
4576277,Justin,Iaccio,Justin Iaccio,Justin Iaccio,208,72,LS,0,3,24,46,0
4576312,Mason,Shelton,Mason Shelton,Mason Shelton,230,74,LB,0,0,11,21,0
4576317,Shane,Bruce,Shane Bruce,Shane Bruce,235,72,LB,0,0,15,47,4
4576776,Kenny,Haynes,Kenny Haynes,Kenny Haynes,210,73,LB,0,1,11,19,1
4577493,Erek,Campbell,Erek Campbell,Erek Campbell,200,74,LB,0,0,6,15,0
4577499,Stephen,Scott,Stephen Scott,Stephen Scott,232,71,LB,0,1.5,49,89,4
4577499,Stephen,Scott,Stephen Scott,Stephen Scott,232,71,LB,0,1.5,49,89,4
4577597,Jaylen,Phillips,Jaylen Phillips,Jaylen Phillips,230,74,LB,0,0,4,16,2
4577730,Nicholas,Lerew,Nicholas Lerew,Nicholas Lerew,228,71,LB,0,1,27,102,0
4577730,Nicholas,Lerew,Nicholas Lerew,Nicholas Lerew,228,71,LB,0,1,27,102,0
4577864,Nick,Larriva,Nick Larriva,Nick Larriva,240,76,LB,0,0,15,27,0
4578076,Dylan,Kelly,Dylan Kelly,Dylan Kelly,214,73,LB,1,2,77,134,2
4578104,Jarrett,Martin,Jarrett Martin,Jarrett Martin,220,75,LB,0,0,9,13,1
4578206,Darin,Davenport,Darin Davenport,Darin Davenport,225,74,LB,0,0,3,10,0
4578342,Ke'Shon,Parker,Ke'Shon Parker,Ke'Shon Parker,225,73,LB,0,0,0,2,0
4578635,Jadrian,McGraw,Jadrian McGraw,Jadrian McGraw,206,72,LB,0,1,13,17,0
4578671,Tre'Vion,Green,Tre'Vion Green,Tre'Vion Green,210,73,LB,0,0.5,26,49,0
4578751,Jacob,Bellizzi,Jacob Bellizzi,Jacob Bellizzi,235,72,LB,0,1,6,12,0
4578847,Jermaine,Brown,Jermaine Brown,Jermaine Brown,210,73,LB,2,3,30,79,2
4578871,Brevin,Randle,Brevin Randle,Brevin Randle,232,72,LB,0,2,35,74,2
4578909,Monroe,Beard III,Monroe Beard III,Monroe Beard III,220,73,LB,0,0.5,47,83,4
4578911,Timon,Akins,Timon Akins,Timon Akins,220,73,LB,0,0.5,3,8,1
4579020,DeAndre,Faulk,DeAndre Faulk,DeAndre Faulk,230,74,LB,0,0,19,36,3
4579039,Lewis,Matthews,Lewis Matthews,Lewis Matthews,220,71,LB,0,2,34,62,0
4579067,Josh,Navratil,Josh Navratil,Josh Navratil,225,74,LB,2,3,18,32,1
4579550,Christian,White,Christian White,Christian White,200,71,LB,0,0,25,41,3
4580015,Jazir,Staton,Jazir Staton,Jazir Staton,190,71,S,0,0,1,2,0
4580231,Will,Perez,Will Perez,Will Perez,220,75,LB,1,1,21,38,4
4581502,Jamarion,Ellis,Jamarion Ellis,Jamarion Ellis,232,72,DE,1,1,13,27,0
4583952,D.J.,Harris,D.J. Harris,D.J. Harris,220,72,LB,1,0,6,9,0
4583952,D.J.,Harris,D.J. Harris,D.J. Harris,220,72,LB,1,0,6,9,0
4586313,Terrence,Cooks Jr.,Terrence Cooks Jr.,Terrence Cooks Jr.,230,74,LB,0,0,3,4,0
4587724,West,Weeks,West Weeks,West Weeks,235,74,LB,0,0,4,17,0
4587976,Malcolm,Britt,Malcolm Britt,Malcolm Britt,223,72,LB,0,0,1,2,0
4588300,Kobe,King,Kobe King,Kobe King,246,73,LB,0,1.5,34,54,0
4588300,Kobe,King,Kobe King,Kobe King,246,73,LB,0,1.5,34,54,0
4591189,Alec,Mock,Alec Mock,Alec Mock,240,75,LB,2,2,49,89,1
4591747,Payton,Polson,Payton Polson,Payton Polson,215,72,LB,0,0,9,30,0
4591872,Ken,Savanah,Ken Savanah,Ken Savanah,225,71,LB,0,1,13,30,0
4592530,Devon,Williams,Devon Williams,Devon Williams,220,73,LB,1,1,34,52,0
4592533,Marco,Notarainni,Marco Notarainni,Marco Notarainni,235,75,LB,1,3,29,53,1
4592533,Marco,Notarainni,Marco Notarainni,Marco Notarainni,235,75,LB,1,3,29,53,1
4592533,Marco,Notarainni,Marco Notarainni,Marco Notarainni,235,75,LB,1,3,29,53,1
4592872,Bryce,Edmondson,Bryce Edmondson,Bryce Edmondson,225,74,LB,2,0,13,18,0
4593005,Cole,Joyce,Cole Joyce,Cole Joyce,235,72,LB,0,2,9,25,0
4594321,Kaleb,Elarms-Orr,Kaleb Elarms-Orr,Kaleb Elarms-Orr,230,74,LB,1,1,49,87,6
4594321,Kaleb,Elarms-Orr,Kaleb Elarms-Orr,Kaleb Elarms-Orr,230,74,LB,1,1,49,87,6
4595022,Hunter,Barth,Hunter Barth,Hunter Barth,215,74,LB,0,0,12,18,0
4595022,Hunter,Barth,Hunter Barth,Hunter Barth,215,74,LB,0,0,12,18,0
4595022,Hunter,Barth,Hunter Barth,Hunter Barth,215,74,LB,0,0,12,18,0
4597250,Will,Johnson,Will Johnson,Will Johnson,230,74,LB,0,0,4,8,0
4598574,Darryl,Peterson,Darryl Peterson,Darryl Peterson,245,73,LB,0,4.5,26,44,2
4598574,Darryl,Peterson,Darryl Peterson,Darryl Peterson,245,73,LB,0,4.5,26,44,2
4599738,Jimari,Butler,Jimari Butler,Jimari Butler,245,76,LB,1,5.5,17,34,2
4600388,Chief,Borders,Chief Borders,Chief Borders,245,76,LB,0,0,3,9,1
4600388,Chief,Borders,Chief Borders,Chief Borders,245,76,LB,0,0,3,9,1
4600739,Izaiah,Kelley,Izaiah Kelley,Izaiah Kelley,210,74,LB,1,0,21,34,0
4602017,Martez,Thrower,Martez Thrower,Martez Thrower,224,74,LB,0,0,9,14,0
4602189,Terrell,Tilmon,Terrell Tilmon,Terrell Tilmon,230,77,LB,0,1,3,5,0
4602389,Jeffrey,Bassa,Jeffrey Bassa,Jeffrey Bassa,230,74,LB,0,0,34,63,1
4602646,Dylan,Hazen,Dylan Hazen,Dylan Hazen,228,73,LB,0,1,44,86,0
4602650,Gaethan,Bernadel,Gaethan Bernadel,Gaethan Bernadel,227,73,LB,0,0.5,45,87,1
4602650,Gaethan,Bernadel,Gaethan Bernadel,Gaethan Bernadel,227,73,LB,0,0.5,45,87,1
4602656,Eric,Gentry,Eric Gentry,Eric Gentry,215,78,LB,1,1,22,39,4
4602936,Morice,Blackwell Jr.,Morice Blackwell Jr.,Morice Blackwell Jr.,208,73,LB,0,0,12,21,1
4602943,Chris,Paul Jr.,Chris Paul Jr.,Chris Paul Jr.,233,73,LB,0,2,30,74,1
4602970,Jordan,Poole,Jordan Poole,Jordan Poole,230,72,LB,0,0,3,8,0
4603084,Damon,Ollison II,Damon Ollison II,Damon Ollison II,222,72,LB,0,0,3,10,0
4603084,Damon,Ollison II,Damon Ollison II,Damon Ollison II,222,72,LB,0,0,3,10,0
4605483,Mason,Cobb,Mason Cobb,Mason Cobb,235,72,LB,0,0,44,77,1
4605535,Darryle,Ware,Darryle Ware,Darryle Ware,228,73,LB,1,0,20,48,0
4605650,Giovanni,Davis,Giovanni Davis,Giovanni Davis,250,75,LB,0,4.5,13,32,3
4605863,Aaron,Key,Aaron Key,Aaron Key,232,74,LB,0,0,17,29,0
4605999,Terrell,Gordon,Terrell Gordon,Terrell Gordon,202,73,LB,0,0,2,3,0
4608519,Tyler,Mello,Tyler Mello,Tyler Mello,224,74,LB,0,0,5,14,1
4608519,Tyler,Mello,Tyler Mello,Tyler Mello,224,74,LB,0,0,5,14,1
4608519,Tyler,Mello,Tyler Mello,Tyler Mello,224,74,LB,0,0,5,14,1
4608852,Tongiaki,Mateialona,Tongiaki Mateialona,Tongiaki Mateialona,222,73,LB,2,1,33,53,0
4608854,Oluwaseyi,Omotosho,Oluwaseyi Omotosho,Oluwaseyi Omotosho,244,74,LB,1,1,3,4,0
4608871,Aakil,Washington,Aakil Washington,Aakil Washington,235,74,LB,0,0,2,4,0
4608923,Davion,Blackwell,Davion Blackwell,Davion Blackwell,215,73,LB,0,0,16,20,0
4608923,Davion,Blackwell,Davion Blackwell,Davion Blackwell,215,73,LB,0,0,16,20,0
4611768,Jaydon,Hood,Jaydon Hood,Jaydon Hood,225,73,LB,1,0,3,13,0
4612188,Vontrell,Chairse,Vontrell Chairse,Vontrell Chairse,242,75,LB,0,0,0,3,0
4612188,Vontrell,Chairse,Vontrell Chairse,Vontrell Chairse,242,75,LB,0,0,0,3,0
4612406,Anwar,Sparrow,Anwar Sparrow,Anwar Sparrow,225,73,LB,1,2,19,26,1
4612822,Jeremy,Mercier,Jeremy Mercier,Jeremy Mercier,245,75,LB,0,0,7,13,1
4612825,Davian,Mayo,Davian Mayo,Davian Mayo,225,72,LB,0,0,6,14,1
4612825,Davian,Mayo,Davian Mayo,Davian Mayo,225,72,LB,0,0,6,14,1
4612846,Jackson,Hamilton,Jackson Hamilton,Jackson Hamilton,220,73,LB,0,0,4,11,1
4612847,RaRa,Dillworth,RaRa Dillworth,RaRa Dillworth,195,73,LB,0,0,12,21,1
4612878,Jaren,Banks,Jaren Banks,Jaren Banks,213,72,LB,0,2.5,26,50,0
4612994,Ray,Leutele,Ray Leutele,Ray Leutele,231,71,LB,1,0,2,7,1
4612998,Connor,Shay,Connor Shay,Connor Shay,230,74,LB,0,0,8,14,0
4612998,Connor,Shay,Connor Shay,Connor Shay,230,74,LB,0,0,8,14,0
4613048,Avery,Morris,Avery Morris,Avery Morris,225,74,LB,0,1,25,42,0
4613060,Dion,Hunter,Dion Hunter,Dion Hunter,235,74,LB,0,0,3,11,0
4613090,Tui,Faumuina-Brown,Tui Faumuina-Brown,Tui Faumuina-Brown,231,74,LB,0,1,32,61,0
4613124,Marques,Watson-Trent,Marques Watson-Trent,Marques Watson-Trent,225,71,LB,1,3.5,56,111,2
4613124,Marques,Watson-Trent,Marques Watson-Trent,Marques Watson-Trent,225,71,LB,1,3.5,56,111,2
4677297,Langston,Long,Langston Long,Langston Long,220,75,LB,0,0,4,8,1
4680021,DJ,Arkansas,DJ Arkansas,DJ Arkansas,207,74,LB,0,1.5,19,31,0
4680600,Charles,Esters III,Charles Esters III,Charles Esters III,260,75,LB,1,3,6,22,1
4682480,Kenny,Seymour Jr.,Kenny Seymour Jr.,Kenny Seymour Jr.,234,75,LB,0,0,1,2,0
4682490,Chase,Smith,Chase Smith,Chase Smith,210,74,LB,0,1,1,3,0
4682568,Jake,Chaney,Jake Chaney,Jake Chaney,235,71,LB,0,3,48,73,0
4682639,Cam,Junior,Cam Junior,Cam Junior,219,73,LB,1,1,14,27,0
4682651,Diego,Neri,Diego Neri,Diego Neri,235,74,LB,0,0,3,7,0
4682756,Corban,Hondru,Corban Hondru,Corban Hondru,228,73,LB,0,0,9,28,0
4682759,Daylan,Long,Daylan Long,Daylan Long,190,71,LB,1,3,21,34,1
4682759,Daylan,Long,Daylan Long,Daylan Long,190,71,LB,1,3,21,34,1
4682759,Daylan,Long,Daylan Long,Daylan Long,190,71,LB,1,3,21,34,1
4683003,Kybo,Jamerson,Kybo Jamerson,Kybo Jamerson,205,73,LB,0,1,3,5,0
4683043,Thomas,Davis,Thomas Davis,Thomas Davis,235,74,LB,1,1,15,27,1
4683059,Collin,Oliver,Collin Oliver,Collin Oliver,235,74,LB,4,6,44,71,5
4683059,Collin,Oliver,Collin Oliver,Collin Oliver,235,74,LB,4,6,44,71,5
4683096,Caden,Fordham,Caden Fordham,Caden Fordham,228,73,LB,0,0,19,48,0
4683116,Carston,Marshall,Carston Marshall,Carston Marshall,225,74,LB,0,0,1,4,0
4683128,Jack,Dingle,Jack Dingle,Jack Dingle,238,76,LB,0,1,28,53,1
4683129,Khordae,Sydnor,Khordae Sydnor,Khordae Sydnor,265,77,LB,0,2,1,6,0
4683154,Mikai,Gbayor,Mikai Gbayor,Mikai Gbayor,230,74,LB,0,0.5,11,24,0
4683166,Jeremiah,Peters,Jeremiah Peters,Jeremiah Peters,220,76,LB,1,3.5,12,22,0
4683172,Austin,Roon,Austin Roon,Austin Roon,231,75,LB,0,0,3,15,0
4683173,Trenilyas,Tatum,Trenilyas Tatum,Trenilyas Tatum,208,74,LB,0,0,15,38,1
4683198,Donovan,Stephens,Donovan Stephens,Donovan Stephens,220,72,LB,0,0.5,5,10,0
4683201,Andrew,Simpson,Andrew Simpson,Andrew Simpson,226,72,LB,1,6.5,38,60,2
4683205,Quincy,Bryant,Quincy Bryant,Quincy Bryant,224,72,LB,0,0.5,16,32,2
4683215,Danny,Stutsman,Danny Stutsman,Danny Stutsman,241,76,LB,2,3,47,99,2
4683224,Derek,McDonald,Derek McDonald,Derek McDonald,224,76,LB,0,2.5,25,57,0
4683232,Kolbe,Cage,Kolbe Cage,Kolbe Cage,220,73,LB,0,0,0,5,0
4683241,Micah,Young,Micah Young,Micah Young,210,74,LB,0,0,1,6,0
4683241,Micah,Young,Micah Young,Micah Young,210,74,LB,0,0,1,6,0
4683320,Trevor,Moffitt,Trevor Moffitt,Trevor Moffitt,225,73,LB,1,0,4,6,0
4683324,Jordan,Jones,Jordan Jones,Jordan Jones,227,72,LB,0,0.5,11,13,0
4683363,Luke,Miller,Luke Miller,Luke Miller,210,73,LB,0,0,1,2,0
4683363,Luke,Miller,Luke Miller,Luke Miller,210,73,LB,0,0,1,2,0
4683363,Luke,Miller,Luke Miller,Luke Miller,210,73,LB,0,0,1,2,0
4683630,Corey,Platt Jr.,Corey Platt Jr.,Corey Platt Jr.,215,73,LB,0,1,10,15,0
4683724,Zyrus,Fiaseu,Zyrus Fiaseu,Zyrus Fiaseu,220,72,LB,4,5.5,33,65,5
4683727,Langston,Hardy,Langston Hardy,Langston Hardy,250,75,LB,0,0,2,4,0
4683815,Trevin,Wallace,Trevin Wallace,Trevin Wallace,241,74,LB,1,4.5,39,69,0
4683815,Trevin,Wallace,Trevin Wallace,Trevin Wallace,241,74,LB,1,4.5,39,69,0
4683815,Trevin,Wallace,Trevin Wallace,Trevin Wallace,241,74,LB,1,4.5,39,69,0
4683922,Caden,Sullivan,Caden Sullivan,Caden Sullivan,225,74,LB,1,1,28,55,1
4684004,Dylan,Rosiek,Dylan Rosiek,Dylan Rosiek,230,73,LB,4,1,52,82,3
4684007,Gavin,Barthiel,Gavin Barthiel,Gavin Barthiel,225,72,LB,0,1,7,18,1
4684030,TJ,Quinn,TJ Quinn,TJ Quinn,230,73,LB,0,0.5,29,86,2
4684084,Keli,Lawson,Keli Lawson,Keli Lawson,220,76,LB,1,1.5,37,77,5
4684085,Andrew,Jones,Andrew Jones,Andrew Jones,220,74,LB,0,0,6,10,0
4684086,Phillip,Lee,Phillip Lee,Phillip Lee,219,76,LB,0,1.5,5,15,0
4684217,Bryun,Parham,Bryun Parham,Bryun Parham,213,71,LB,1,1.5,50,94,2
4684373,Jeremiah,Brown,Jeremiah Brown,Jeremiah Brown,225,74,LB,0,0,7,11,1
4684434,Joey,Stemler,Joey Stemler,Joey Stemler,230,74,LB,0,0,6,18,0
4684541,Keegan,Davis,Keegan Davis,Keegan Davis,235,75,LB,0,0,3,5,1
4684956,Stefon,Thompson,Stefon Thompson,Stefon Thompson,248,73,LB,1,1.5,25,47,0
4684961,Jayvhion,Gipson,Jayvhion Gipson,Jayvhion Gipson,210,74,LB,0,0,2,3,0
4684962,Ja'Shon,Lowery,Ja'Shon Lowery,Ja'Shon Lowery,214,77,LB,0,0,3,7,0
4684963,Wayne,Matthews III,Wayne Matthews III,Wayne Matthews III,225,74,LB,2,2.5,35,121,2
4684965,Ahmad,Walker,Ahmad Walker,Ahmad Walker,228,71,LB,0,1,43,59,5
4685017,Jamoi,Hodge,Jamoi Hodge,Jamoi Hodge,235,74,LB,0,3,34,83,2
4685046,Jesus,Machado,Jesus Machado,Jesus Machado,220,73,LB,0,0,56,98,1
4685046,Jesus,Machado,Jesus Machado,Jesus Machado,220,73,LB,0,0,56,98,1
4685113,Jaylin,Alderman,Jaylin Alderman,Jaylin Alderman,230,73,LB,0,1.5,28,58,2
4685119,Nic,Mitchell,Nic Mitchell,Nic Mitchell,230,74,LB,0,0,1,7,0
4685126,Cody,Lindenberg,Cody Lindenberg,Cody Lindenberg,235,75,LB,1,0,16,25,0
4685172,Adam,Weynand,Adam Weynand,Adam Weynand,217,74,LB,0,0,4,8,0
4685176,Micah,Lilo,Micah Lilo,Micah Lilo,215,72,LB,0,0,0,3,0
4685185,Corey,Flagg Jr.,Corey Flagg Jr.,Corey Flagg Jr.,230,72,LB,1,0,23,48,0
4685239,Taariq,Al-Uqdah,Taariq Al-Uqdah,Taariq Al-Uqdah,224,72,LB,0,0,22,40,2
4685243,Jeremiah,Alexander,Jeremiah Alexander,Jeremiah Alexander,249,74,LB,0,0,1,3,0
4685245,Wilfredo,Aybar,Wilfredo Aybar,Wilfredo Aybar,252,74,LB,0,1,13,26,0
4685248,David,Bailey,David Bailey,David Bailey,240,75,LB,0,5,22,34,0
4685266,Jaishawn,Barham,Jaishawn Barham,Jaishawn Barham,233,76,LB,0,3,23,37,1
4685270,Stone,Blanton,Stone Blanton,Stone Blanton,224,74,LB,1,1,31,52,3
4685272,Lander,Barton,Lander Barton,Lander Barton,242,76,LB,1,0,11,34,2
4685275,Wesley,Bissainthe,Wesley Bissainthe,Wesley Bissainthe,205,73,LB,0,2,24,38,0
4685287,Jihaad,Campbell,Jihaad Campbell,Jihaad Campbell,230,75,LB,0,0.5,33,65,3
4685308,Ernest,Cooper,Ernest Cooper,Ernest Cooper,241,76,LB,0,0,0,5,0
4685372,C.J.,Hicks,C.J. Hicks,C.J. Hicks,230,75,LB,0,0,5,8,0
4685372,C.J.,Hicks,C.J. Hicks,C.J. Hicks,230,75,LB,0,0,5,8,0
4685399,Devon,Jackson,Devon Jackson,Devon Jackson,228,74,LB,0,0,5,17,0
4685400,Shemar,James,Shemar James,Shemar James,230,73,LB,0,1,24,55,0
4685425,Marvin,Jones Jr.,Marvin Jones Jr.,Marvin Jones Jr.,250,77,LB,1,1,7,12,0
4685429,Melvin,Jordan IV,Melvin Jordan IV,Melvin Jordan IV,225,71,LB,0,0,8,16,0
4685432,Ty,Kana,Ty Kana,Ty Kana,230,74,LB,0,0,4,7,0
4685432,Ty,Kana,Ty Kana,Ty Kana,230,74,LB,0,0,4,7,0
4685439,Dasan,McCullough,Dasan McCullough,Dasan McCullough,227,77,LB,0,0,15,27,3
4685448,Kobie,McKinzie,Kobie McKinzie,Kobie McKinzie,241,74,LB,0,0,12,22,3
4685453,Tyler,Martin,Tyler Martin,Tyler Martin,250,74,LB,0,0,6,14,0
4685453,Tyler,Martin,Tyler Martin,Tyler Martin,250,74,LB,0,0,6,14,0
4685500,Shawn,Murphy,Shawn Murphy,Shawn Murphy,225,74,LB,0,0,2,3,0
4685502,Harold,Perkins Jr.,Harold Perkins Jr.,Harold Perkins Jr.,220,73,LB,3,5.5,41,70,4
4685511,Gabe,Powers,Gabe Powers,Gabe Powers,235,76,LB,0,0,6,7,0
4685527,Jaylen,Sneed,Jaylen Sneed,Jaylen Sneed,217,73,LB,1,1,5,14,2
4685544,Tevarua,Tafiti,Tevarua Tafiti,Tevarua Tafiti,235,74,LB,1,2.5,22,46,1
4685544,Tevarua,Tafiti,Tevarua Tafiti,Tevarua Tafiti,235,74,LB,1,2.5,22,46,1
4685567,Moses,Walker,Moses Walker,Moses Walker,230,74,LB,1,0,0,5,0
4685595,Jaron,Willis,Jaron Willis,Jaron Willis,225,74,LB,0,0,2,2,0
4685597,Jalon,Walker,Jalon Walker,Jalon Walker,245,74,LB,1,5,12,16,0
4685597,Jalon,Walker,Jalon Walker,Jalon Walker,245,74,LB,1,5,12,16,0
4685606,Keaten,Wade,Keaten Wade,Keaten Wade,250,77,LB,0,1,17,36,0
4685621,Torren,Wright,Torren Wright,Torren Wright,217,74,LB,0,0,1,2,0
4685626,Emar'rion,Winston,Emar'rion Winston,Emar'rion Winston,255,76,LB,0,0,5,17,0
