athlete_id,first_name,last_name,full_name,display_name,weight,height,position_abbreviation,general_fumbles_forced,defensive_sacks,defensive_solo_tackles,defensive_total_tackles,defensive_passes_defended
4428872,JD,Bertrand,JD Bertrand,JD Bertrand,230,73,LB,1,2.5,40,75,4
4428900,Jaymason,Willingham,Jaymason Willingham,Jaymason Willingham,220,73,LB,0,0.5,25,36,1
4428909,Jacoby,Windmon,Jacoby Windmon,Jacoby Windmon,250,74,LB,0,1,5,15,0
4428922,Adrian,Woliver,Adrian Woliver,Adrian Woliver,260,74,LB,1,3,5,17,1
4428941,Javin,Wright,Javin Wright,Javin Wright,215,77,LB,1,0.5,20,51,2
4428962,Craig,Young,Craig Young,Craig Young,225,75,LB,0,1.5,27,38,3
4428983,Tanner,Blount,Tanner Blount,Tanner Blount,222,72,LB,0,0,1,3,0
4428986,Justin,Flowe,Justin Flowe,Justin Flowe,225,74,LB,0,1,14,45,0
4428989,Chris,Braswell,Chris Braswell,Chris Braswell,255,75,LB,3,8,16,41,1
4429004,Phillip,Webb,Phillip Webb,Phillip Webb,265,77,DL,0,1,10,15,0
4429008,Wesley,Steiner,Wesley Steiner,Wesley Steiner,245,72,LB,0,0,7,15,0
4429028,Chris,Thompson Jr.,Chris Thompson Jr.,Chris Thompson Jr.,230,74,LB,0,0,4,8,0
4429045,Demouy,Kennedy,Demouy Kennedy,Demouy Kennedy,215,75,LB,0,0,4,13,0
4429052,Kevin,Swint,Kevin Swint,Kevin Swint,242,75,LB,1,4,18,26,0
4429071,Cody,Simon,Cody Simon,Cody Simon,235,74,LB,0,0,18,45,2
4429080,Jackson,Bratton,Jackson Bratton,Jackson Bratton,235,75,LB,0,2,32,70,1
4429097,Curtis,Jacobs,Curtis Jacobs,Curtis Jacobs,238,73,LB,0,2.5,30,47,0
4429097,Curtis,Jacobs,Curtis Jacobs,Curtis Jacobs,238,73,LB,0,2.5,30,47,0
4429141,Derek,Wingo,Derek Wingo,Derek Wingo,235,73,LB,0,2.5,7,18,1
4429141,Derek,Wingo,Derek Wingo,Derek Wingo,235,73,LB,0,2.5,7,18,1
4429169,Derek,Boykins,Derek Boykins,Derek Boykins,230,74,LB,0,0,3,3,0
4429185,Austin,Keys,Austin Keys,Austin Keys,233,74,LB,1,1,16,27,2
4429189,Xavier,Carlton,Xavier Carlton,Xavier Carlton,270,78,LB,0,4.5,23,48,2
4429217,Clinton,Anokwuru,Clinton Anokwuru,Clinton Anokwuru,250,76,LB,0,2.5,6,23,0
4429224,Kam,Arnold,Kam Arnold,Kam Arnold,232,73,LB,1,0,26,59,3
4429276,Taiwan,Berryhill Jr.,Taiwan Berryhill Jr.,Taiwan Berryhill Jr.,230,74,LB,0,1,25,34,0
4429276,Taiwan,Berryhill Jr.,Taiwan Berryhill Jr.,Taiwan Berryhill Jr.,230,74,LB,0,1,25,34,0
4429330,JaQwondis,Burns,JaQwondis Burns,JaQwondis Burns,229,74,LB,0,2,6,14,1
4429367,Geoffrey,Cantin-Arku,Geoffrey Cantin-Arku,Geoffrey Cantin-Arku,240,75,LB,2,1,36,72,2
4429383,Jared,Casey,Jared Casey,Jared Casey,225,75,LB,0,0,1,3,0
4429416,Khari,Coleman,Khari Coleman,Khari Coleman,220,74,LB,1,2.5,32,48,1
4429436,Seth,Coleman,Seth Coleman,Seth Coleman,245,77,LB,0,6,37,50,4
4429438,Clayton,Coll,Clayton Coll,Clayton Coll,235,75,LB,0,0,1,4,0
4429465,Devyn,Curtis,Devyn Curtis,Devyn Curtis,235,74,LB,0,1,24,45,0
4429490,Carson,Bruener,Carson Bruener,Carson Bruener,226,74,LB,1,0,39,75,3
4429557,Choe,Bryant-Strother,Choe Bryant-Strother,Choe Bryant-Strother,235,75,LB,1,1,4,7,0
4429560,Tommy,Eichenberg,Tommy Eichenberg,Tommy Eichenberg,239,74,LB,1,1,40,80,0
4429599,Hot Rod,Fitten,Hot Rod Fitten,Hot Rod Fitten,250,74,DL,0,0.5,3,6,0
4429628,Dan,Foster Jr.,Dan Foster Jr.,Dan Foster Jr.,225,75,LB,1,0,24,50,0
4429647,Bryce,Gallagher,Bryce Gallagher,Bryce Gallagher,235,74,LB,2,1,43,110,2
4429679,DJ,Gordon IV,DJ Gordon IV,DJ Gordon IV,228,73,LB,0,3.5,25,55,2
4429717,Tyler,Guidry,Tyler Guidry,Tyler Guidry,245,74,LB,1,5,20,26,0
4429746,Brendan,Harrington,Brendan Harrington,Brendan Harrington,230,73,LB,0,1,5,7,0
4429771,Sione,Fotu,Sione Fotu,Sione Fotu,226,72,LB,0,0,6,18,1
4429774,Drew,Francis,Drew Francis,Drew Francis,222,75,LB,1,2,29,44,0
4429778,Martavius,French,Martavius French,Martavius French,225,75,LB,0,1,32,56,3
4429834,Cedric,Gray,Cedric Gray,Cedric Gray,235,75,LB,2,5,64,121,4
4429849,Deshawn,Holt,Deshawn Holt,Deshawn Holt,242,77,LB,0,3,7,20,0
4429856,Dorian,Hopkins,Dorian Hopkins,Dorian Hopkins,236,72,LB,0,1,15,45,0
4429861,Brock,Horne,Brock Horne,Brock Horne,235,73,LB,0,0,7,19,1
4429888,Jestin,Jacobs,Jestin Jacobs,Jestin Jacobs,245,76,LB,0,1,17,31,1
4429970,Ruben,Hyppolite II,Ruben Hyppolite II,Ruben Hyppolite II,230,72,LB,0,1,44,62,0
4429998,Myles,Jackson,Myles Jackson,Myles Jackson,250,74,LB,1,1,17,25,0
4430072,Zach,Marcheselli,Zach Marcheselli,Zach Marcheselli,225,74,LB,0,0,5,7,0
4430153,Derrick,McLendon,Derrick McLendon,Derrick McLendon,250,76,LB,0,1.5,12,17,0
4430153,Derrick,McLendon,Derrick McLendon,Derrick McLendon,250,76,LB,0,1.5,12,17,0
4430197,Jamal,Morris,Jamal Morris,Jamal Morris,225,74,LB,0,0.5,36,63,5
4430197,Jamal,Morris,Jamal Morris,Jamal Morris,225,74,LB,0,0.5,36,63,5
4430285,Deuce,Palmer,Deuce Palmer,Deuce Palmer,215,73,LB,0,0,2,2,0
4430299,Justin,Pelic,Justin Pelic,Justin Pelic,230,71,LB,0,0,1,2,0
4430310,Jamie,Pettway,Jamie Pettway,Jamie Pettway,235,74,LB,1,1,8,17,0
4430310,Jamie,Pettway,Jamie Pettway,Jamie Pettway,235,74,LB,1,1,8,17,0
4430401,Caleb,McCullough,Caleb McCullough,Caleb McCullough,225,74,LB,1,1,26,52,2
4430436,Chris,Russell Jr.,Chris Russell Jr.,Chris Russell Jr.,235,74,LB,0,2,16,27,0
4430438,Edgerrin,Cooper,Edgerrin Cooper,Edgerrin Cooper,230,75,LB,2,8,39,83,2
4430466,Jaylon,Sharpe,Jaylon Sharpe,Jaylon Sharpe,240,74,LB,1,1,33,62,0
4430514,Dune,Smith,Dune Smith,Dune Smith,197,70,LB,1,3.5,32,59,2
4430533,Sayyid,Stevens,Sayyid Stevens,Sayyid Stevens,227,74,LB,0,0,3,17,0
4430546,Shae,Suiaunoa,Shae Suiaunoa,Shae Suiaunoa,231,75,LB,0,2.5,58,88,2
4430556,Seth,Naotala,Seth Naotala,Seth Naotala,222,72,LB,1,0,5,6,0
4430604,Mohamed,Toure,Mohamed Toure,Mohamed Toure,240,74,LB,1,3.5,41,84,2
4430627,Jeff,Pietrowski Jr.,Jeff Pietrowski Jr.,Jeff Pietrowski Jr.,243,74,LB,0,0,13,19,0
4430632,Joseph,Vaughn,Joseph Vaughn,Joseph Vaughn,234,75,LB,3,2,55,88,2
4430632,Joseph,Vaughn,Joseph Vaughn,Joseph Vaughn,234,75,LB,3,2,55,88,2
4430645,Jacob,Wahlberg,Jacob Wahlberg,Jacob Wahlberg,235,76,LB,0,1.5,30,65,4
4430670,Daveren,Rayner,Daveren Rayner,Daveren Rayner,217,74,LB,0,0,18,29,1
4430708,Jake,Shipley,Jake Shipley,Jake Shipley,255,75,LB,0,0,3,7,0
4430716,Justin,Whiteside,Justin Whiteside,Justin Whiteside,220,72,LB,1,0,31,53,0
4430762,Jhasi,Wilson,Jhasi Wilson,Jhasi Wilson,235,73,LB,0,1,23,52,1
4430762,Jhasi,Wilson,Jhasi Wilson,Jhasi Wilson,235,73,LB,0,1,23,52,1
4430866,Desmond,Tisdol,Desmond Tisdol,Desmond Tisdol,234,72,LB,0,2.5,36,69,2
4430883,Stephen,Dix Jr.,Stephen Dix Jr.,Stephen Dix Jr.,237,73,LB,0,1,23,57,1
4430886,Kaden,Johnson,Kaden Johnson,Kaden Johnson,248,74,LB,1,1,3,5,0
4430901,Jaheim,Thomas,Jaheim Thomas,Jaheim Thomas,240,76,LB,0,3.5,39,90,2
4430917,Tirek,Austin-Cave,Tirek Austin-Cave,Tirek Austin-Cave,231,73,LB,0,0,0,3,0
4430945,Devon,Betty,Devon Betty,Devon Betty,232,73,LB,0,1,12,30,2
4430945,Devon,Betty,Devon Betty,Devon Betty,232,73,LB,0,1,12,30,2
4431004,Lanell,Carr Jr.,Lanell Carr Jr.,Lanell Carr Jr.,240,73,LB,0,5,21,33,2
4431065,Solomon,DeShields,Solomon DeShields,Solomon DeShields,225,75,LB,0,2,27,58,1
4431080,Sawiaha,Ellis,Sawiaha Ellis,Sawiaha Ellis,235,73,LB,0,0,1,4,0
4431086,Jairo,Faverus,Jairo Faverus,Jairo Faverus,220,72,LB,0,0,4,6,0
4431102,Khatavian,Franks,Khatavian Franks,Khatavian Franks,215,74,LB,0,0,6,13,0
4431117,Cal,Haladay,Cal Haladay,Cal Haladay,235,73,LB,0,1,41,91,0
4431124,Riyad,Wilmot,Riyad Wilmot,Riyad Wilmot,259,75,LB,0,1,3,12,0
4431124,Riyad,Wilmot,Riyad Wilmot,Riyad Wilmot,259,75,LB,0,1,3,12,0
4431137,Mitchell,Wolfe,Mitchell Wolfe,Mitchell Wolfe,228,75,LB,0,0,3,9,0
4431156,Aaron,Armitage,Aaron Armitage,Aaron Armitage,260,77,LB,0,1,2,4,0
4431158,Shad,Banks Jr.,Shad Banks Jr.,Shad Banks Jr.,250,73,LB,1,1,41,62,1
4431158,Shad,Banks Jr.,Shad Banks Jr.,Shad Banks Jr.,250,73,LB,1,1,41,62,1
4431164,Muelu,Iosefa,Muelu Iosefa,Muelu Iosefa,230,75,LB,0,0,1,3,0
4431169,D'Eryk,Jackson,D'Eryk Jackson,D'Eryk Jackson,245,73,LB,1,1,50,81,3
4431173,Devin,Johnson,Devin Johnson,Devin Johnson,220,72,LB,0,0,10,13,0
4431187,Vai,Kaho,Vai Kaho,Vai Kaho,230,73,LB,0,0.5,12,23,0
4431212,Junior,Colson,Junior Colson,Junior Colson,247,75,LB,0,0,35,79,2
4431247,Raesjon,Davis,Raesjon Davis,Raesjon Davis,220,72,LB,0,0,10,18,0
4431285,Harrison,Morgan,Harrison Morgan,Harrison Morgan,220,75,LB,2,0.5,13,26,0
4431311,Tramayne,Mejia-Paster,Tramayne Mejia-Paster,Tramayne Mejia-Paster,225,74,LB,0,0,3,10,0
4431333,Tyreem,Powell,Tyreem Powell,Tyreem Powell,240,77,LB,1,2,25,52,2
4431360,Cam,Riley,Cam Riley,Cam Riley,242,77,LB,0,2.5,15,28,1
4431362,Jeff,Roberson,Jeff Roberson,Jeff Roberson,230,73,LB,0,0,4,10,0
4431362,Jeff,Roberson,Jeff Roberson,Jeff Roberson,230,73,LB,0,0,4,10,0
4431380,Eric,Shaw,Eric Shaw,Eric Shaw,214,77,LB,0,0.5,3,6,0
4431412,Yanni,Karlaftis,Yanni Karlaftis,Yanni Karlaftis,235,75,LB,0,2.5,28,55,0
4431412,Yanni,Karlaftis,Yanni Karlaftis,Yanni Karlaftis,235,75,LB,0,2.5,28,55,0
4431467,Marlowe,Wax,Marlowe Wax,Marlowe Wax,230,73,LB,4,4,67,99,2
4431478,Cornell,Wheeler,Cornell Wheeler,Cornell Wheeler,225,72,LB,1,1,17,27,0
4431494,Dameon,Wilson,Dameon Wilson,Dameon Wilson,223,72,LB,0,0,2,2,0
4431494,Dameon,Wilson,Dameon Wilson,Dameon Wilson,223,72,LB,0,0,2,2,0
4431500,Kendrick,Blackshire,Kendrick Blackshire,Kendrick Blackshire,233,74,LB,1,0,9,16,0
4431519,Barrett,Carter,Barrett Carter,Barrett Carter,230,73,LB,0,3,35,59,2
4431520,Chaz,Chambliss,Chaz Chambliss,Chaz Chambliss,250,74,LB,0,0,10,20,1
4431520,Chaz,Chambliss,Chaz Chambliss,Chaz Chambliss,250,74,LB,0,0,10,20,1
4431520,Chaz,Chambliss,Chaz Chambliss,Chaz Chambliss,250,74,LB,0,0,10,20,1
4431556,Cam,Jeffery,Cam Jeffery,Cam Jeffery,192,71,LB,0,1,17,34,0
4431566,Julien,Simon,Julien Simon,Julien Simon,227,73,LB,0,2.5,24,58,2
4431570,Xavian,Sorey Jr.,Xavian Sorey Jr.,Xavian Sorey Jr.,220,75,LB,0,1,15,19,1
4431573,Smael,Mondon Jr.,Smael Mondon Jr.,Smael Mondon Jr.,225,75,LB,0,3,42,68,1
4431583,Greg,Penn III,Greg Penn III,Greg Penn III,235,74,LB,0,3,33,82,1
4431594,Gabe,Stephens,Gabe Stephens,Gabe Stephens,225,75,LB,0,1,4,11,0
4431608,Landyn,Watson,Landyn Watson,Landyn Watson,232,73,LB,0,0,3,4,0
4431608,Landyn,Watson,Landyn Watson,Landyn Watson,232,73,LB,0,0,3,4,0
4431617,Aaron,Willis,Aaron Willis,Aaron Willis,220,73,LB,0,0,0,2,0
4431782,JaQues,Evans,JaQues Evans,JaQues Evans,250,74,LB,1,1,16,30,1
4432223,Tyler,Grubbs,Tyler Grubbs,Tyler Grubbs,230,74,LB,0,3,51,75,1
4432223,Tyler,Grubbs,Tyler Grubbs,Tyler Grubbs,230,74,LB,0,3,51,75,1
4432266,Nikhai,Hill-Green,Nikhai Hill-Green,Nikhai Hill-Green,232,74,LB,1,2,48,73,3
4432308,Gerrell,Johnson,Gerrell Johnson,Gerrell Johnson,220,75,LB,2,0,16,51,0
4432308,Gerrell,Johnson,Gerrell Johnson,Gerrell Johnson,220,75,LB,2,0,16,51,0
4432323,Morven,Joseph,Morven Joseph,Morven Joseph,228,75,LB,0,2.5,10,24,0
4432325,Bangally,Kamara,Bangally Kamara,Bangally Kamara,230,74,LB,0,2,23,54,1
4432332,Lance,Keneley,Lance Keneley,Lance Keneley,250,76,LB,0,1.5,16,35,0
4432339,Jackson,LaDuke,Jackson LaDuke,Jackson LaDuke,240,75,LB,0,0.5,14,35,0
4432357,Leon,Lowery,Leon Lowery,Leon Lowery,239,76,LB,0,3.5,26,46,1
4432360,Dontae,Lunan,Dontae Lunan,Dontae Lunan,215,71,LB,2,1,36,49,2
4432362,DJ,Lundy,DJ Lundy,DJ Lundy,244,73,LB,0,2,17,54,4
4432424,Kendarrius,Moore,Kendarrius Moore,Kendarrius Moore,220,72,LB,0,0.5,15,25,1
4432436,Xander,Mueller,Xander Mueller,Xander Mueller,235,75,LB,0,5,52,102,2
4432552,Darius,Snow,Darius Snow,Darius Snow,230,73,LB,0,0,2,5,0
4432675,Zavier,Carter,Zavier Carter,Zavier Carter,210,76,LB,1,2,6,14,0
4432695,Power,Echols,Power Echols,Power Echols,225,72,LB,2,0,55,91,1
4432725,Deontae,Lawson,Deontae Lawson,Deontae Lawson,230,74,LB,0,3,31,61,2
4432777,Jeremiah,Trotter Jr.,Jeremiah Trotter Jr.,Jeremiah Trotter Jr.,230,72,LB,2,5.5,54,87,5
4432777,Jeremiah,Trotter Jr.,Jeremiah Trotter Jr.,Jeremiah Trotter Jr.,230,72,LB,2,5.5,54,87,5
4433832,Rodney,Groce Jr.,Rodney Groce Jr.,Rodney Groce Jr.,220,72,LB,0,0,6,12,1
4433840,Jamal,Ligon,Jamal Ligon,Jamal Ligon,225,74,LB,1,1,33,56,1
4433840,Jamal,Ligon,Jamal Ligon,Jamal Ligon,225,74,LB,1,1,33,56,1
4433854,Nahji,Logan,Nahji Logan,Nahji Logan,230,75,LB,0,0.5,29,59,1
4433891,Camden,Rogers,Camden Rogers,Camden Rogers,215,72,LB,0,0,2,7,0
4433904,Kaimon,Rucker,Kaimon Rucker,Kaimon Rucker,265,74,LB,1,8.5,30,56,1
4433964,Ethan,Calvert,Ethan Calvert,Ethan Calvert,215,75,LB,0,1,17,37,0
4439846,Josh,Calvert,Josh Calvert,Josh Calvert,223,74,LB,0,0,1,3,0
4502324,Caden,Johnson,Caden Johnson,Caden Johnson,230,74,LB,0,0,2,2,0
4545742,Sam,Graham,Sam Graham,Sam Graham,209,72,LB,0,0,5,9,0
4557348,Langston,Patterson,Langston Patterson,Langston Patterson,230,73,LB,1,1,38,74,0
4565190,Dallas,Turner,Dallas Turner,Dallas Turner,242,76,LB,2,9,26,50,1
4565310,Issiah,Nixon,Issiah Nixon,Issiah Nixon,240,73,LB,1,5,18,25,1
4565350,Jay,Higgins,Jay Higgins,Jay Higgins,233,74,LB,1,1,65,155,3
4565356,Ethan,Barr,Ethan Barr,Ethan Barr,245,75,LB,1,1,21,54,1
4565447,Teylor,Jackson,Teylor Jackson,Teylor Jackson,227,73,LB,1,1,14,51,4
4565455,Taylor,Behl,Taylor Behl,Taylor Behl,235,73,LB,0,0.5,11,28,0
4565461,Brooks,Miller,Brooks Miller,Brooks Miller,234,73,LB,0,0,14,27,1
4565490,Tyler,Elsdon,Tyler Elsdon,Tyler Elsdon,233,74,LB,0,0,14,19,2
4565539,Khaya,Wright,Khaya Wright,Khaya Wright,215,75,LB,0,0,0,3,0
4565540,Sean,Pelkisson,Sean Pelkisson,Sean Pelkisson,240,75,LB,0,0,0,2,0
4565544,Clyde,Washington,Clyde Washington,Clyde Washington,245,75,LB,0,0,11,21,0
4565557,D.J.,Woodbury,D.J. Woodbury,D.J. Woodbury,235,74,LB,0,0,10,24,0
4565764,Dalton,Elrod,Dalton Elrod,Dalton Elrod,229,74,LB,0,0,2,3,0
4565858,Jayland,Parker,Jayland Parker,Jayland Parker,221,73,LB,0,0,2,2,0
4565891,Will,Norris,Will Norris,Will Norris,237,73,LB,0,0,4,5,0
4565910,Quinton,Cannon,Quinton Cannon,Quinton Cannon,215,72,LB,0,0,2,9,0
4566086,Justin,Abraham,Justin Abraham,Justin Abraham,233,73,LB,1,2.5,44,76,2
4566088,Jaylan,Ford,Jaylan Ford,Jaylan Ford,242,75,LB,1,1,41,91,2
4566089,Kydran,Jenkins,Kydran Jenkins,Kydran Jenkins,260,73,LB,1,7.5,40,56,1
4566094,Jacob,Rodriguez,Jacob Rodriguez,Jacob Rodriguez,235,73,LB,1,0,16,24,1
4567030,Shamar,McCollum,Shamar McCollum,Shamar McCollum,225,76,LB,0,1,10,30,0
4567030,Shamar,McCollum,Shamar McCollum,Shamar McCollum,225,76,LB,0,1,10,30,0
4567115,Shane,Lee,Shane Lee,Shane Lee,240,72,LB,0,1,11,28,0
4567161,Zach,Zimos,Zach Zimos,Zach Zimos,239,76,LB,0,1,26,60,0
4567227,Kameron,Brown,Kameron Brown,Kameron Brown,238,72,LB,0,0.5,31,45,6
4567229,OC,Brothers,OC Brothers,OC Brothers,245,74,LB,0,2,15,19,3
4567237,Stone,Handy,Stone Handy,Stone Handy,240,77,LB,0,2,13,29,1
4567249,Ashanti,Cistrunk,Ashanti Cistrunk,Ashanti Cistrunk,230,73,LB,0,2.5,29,68,0
4567406,Ty'Ron,Hopper,Ty'Ron Hopper,Ty'Ron Hopper,221,74,LB,0,3,36,55,3
4567407,Jesiah,Pierre,Jesiah Pierre,Jesiah Pierre,240,74,LB,0,0.5,31,66,0
4567471,Jeremy,Lewis,Jeremy Lewis,Jeremy Lewis,237,74,LB,1,2.5,24,40,1
4567477,Mannie,Nunnery,Mannie Nunnery,Mannie Nunnery,225,73,LB,0,0.5,11,28,1
4567502,Jalil,Clemons,Jalil Clemons,Jalil Clemons,240,75,LB,2,5.5,17,31,1
4567512,Ja'Len,Sims,Ja'Len Sims,Ja'Len Sims,225,73,LB,0,2,10,31,0
4567549,Jake,Levant,Jake Levant,Jake Levant,232,73,LB,0,0,1,3,0
4567738,Will,Harbour,Will Harbour,Will Harbour,230,73,LB,1,3,41,84,0
4567826,Cooper,McDonald,Cooper McDonald,Cooper McDonald,245,75,LB,0,1.5,19,41,2
4568158,Keionte,Newson,Keionte Newson,Keionte Newson,210,74,LB,1,2.5,45,80,2
4568287,Allen,Smith Jr.,Allen Smith Jr.,Allen Smith Jr.,225,74,LB,1,3.5,11,24,1
4568288,Dorian,Jones,Dorian Jones,Dorian Jones,230,72,LB,0,1,24,56,2
4568315,Jaylon,Scott,Jaylon Scott,Jaylon Scott,225,73,LB,1,2,25,73,3
4568352,Corey,Thomas Jr.,Corey Thomas Jr.,Corey Thomas Jr.,215,76,LB,0,0,25,47,3
4568423,Reid,Dedman,Reid Dedman,Reid Dedman,205,71,LB,0,0,1,3,0
4568492,Nick,Jackson,Nick Jackson,Nick Jackson,237,72,LB,2,4,42,99,2
4568527,Vince,Thomas,Vince Thomas,Vince Thomas,207,70,LB,0,1,10,32,2
4568558,Tama,Tuitele,Tama Tuitele,Tama Tuitele,245,72,LB,0,0,12,28,0
4568617,Jordan,Magee,Jordan Magee,Jordan Magee,225,75,LB,1,3.5,45,80,4
4568617,Jordan,Magee,Jordan Magee,Jordan Magee,225,75,LB,1,3.5,45,80,4
4568648,Mitchell,Kulkin,Mitchell Kulkin,Mitchell Kulkin,218,72,LB,0,2,17,39,3
4568661,Brandon,George,Brandon George,Brandon George,245,75,LB,0,1,24,50,0
4568669,Jake,Harkleroad,Jake Harkleroad,Jake Harkleroad,215,70,LB,0,0,1,3,0
4568689,Tamarious,Brown,Tamarious Brown,Tamarious Brown,230,74,LB,0,0,3,6,0
4568705,Myles,Turner,Myles Turner,Myles Turner,235,73,LB,0,0,5,10,0
4568713,Chase,Wilson,Chase Wilson,Chase Wilson,225,73,LB,0,3.5,44,107,3
4568713,Chase,Wilson,Chase Wilson,Chase Wilson,225,73,LB,0,3.5,44,107,3
4568713,Chase,Wilson,Chase Wilson,Chase Wilson,225,73,LB,0,3.5,44,107,3
4569009,Jackson,Mitchell,Jackson Mitchell,Jackson Mitchell,235,73,LB,1,1,56,113,1
4569069,Charles,Brown Jr.,Charles Brown Jr.,Charles Brown Jr.,240,74,LB,0,0,32,47,2
4569125,Austin,Moore,Austin Moore,Austin Moore,219,73,LB,0,1.5,38,59,0
4569136,John,Burton,John Burton,John Burton,205,71,LB,0,0,1,4,0
4569182,Allen,Walker,Allen Walker,Allen Walker,234,74,LB,0,0,3,7,0
4569213,Kevin,Wood,Kevin Wood,Kevin Wood,213,70,LB,1,2,16,38,1
4569275,Camari,Harris,Camari Harris,Camari Harris,225,73,LB,0,0,0,3,0
4569275,Camari,Harris,Camari Harris,Camari Harris,225,73,LB,0,0,0,3,0
4569289,Heston,Lameta,Heston Lameta,Heston Lameta,230,73,LB,0,0,16,56,0
4569289,Heston,Lameta,Heston Lameta,Heston Lameta,230,73,LB,0,0,16,56,0
4569332,Spencer,Jorgensen,Spencer Jorgensen,Spencer Jorgensen,233,75,LB,0,1,18,39,0
4569375,Ryan,Meed,Ryan Meed,Ryan Meed,230,73,LB,1,0,7,11,0
4569417,Adam,Cohen,Adam Cohen,Adam Cohen,228,73,LB,0,0,26,48,0
4569417,Adam,Cohen,Adam Cohen,Adam Cohen,228,73,LB,0,0,26,48,0
4569466,Kyler,Fisher,Kyler Fisher,Kyler Fisher,233,71,LB,1,1,18,26,1
4569482,Devin,Nicholson,Devin Nicholson,Devin Nicholson,220,74,LB,0,0,33,53,1
4569490,Kobi,Thomas,Kobi Thomas,Kobi Thomas,228,73,LB,0,1,3,3,0
4569492,Sean,Greeley,Sean Greeley,Sean Greeley,228,73,LB,1,0,9,13,0
4569502,Luke,Fulton,Luke Fulton,Luke Fulton,225,76,LB,0,0,1,2,1
4569503,Charles,Willekes,Charles Willekes,Charles Willekes,228,73,LB,1,2,31,89,1
4569537,Donald,Willis,Donald Willis,Donald Willis,220,74,LB,0,4.5,26,40,2
4569537,Donald,Willis,Donald Willis,Donald Willis,220,74,LB,0,4.5,26,40,2
4569563,John,Bullock,John Bullock,John Bullock,220,72,LB,1,1.5,27,50,2
4569584,Luke,Reimer,Luke Reimer,Luke Reimer,225,73,LB,0,5,23,48,0
4569584,Luke,Reimer,Luke Reimer,Luke Reimer,225,73,LB,0,5,23,48,0
4569650,Kyle,Thornton,Kyle Thornton,Kyle Thornton,222,73,LB,1,1,35,87,1
4569680,Jamon,Dumas-Johnson,Jamon Dumas-Johnson,Jamon Dumas-Johnson,245,73,LB,0,3.5,29,34,2
4569940,Ben,Bywater,Ben Bywater,Ben Bywater,235,75,LB,0,1,16,32,1
4569946,Ammon,Hannemann,Ammon Hannemann,Ammon Hannemann,211,74,LB,0,0,0,2,0
4569946,Ammon,Hannemann,Ammon Hannemann,Ammon Hannemann,211,74,LB,0,0,0,2,0
4570039,Keanu,Koht,Keanu Koht,Keanu Koht,232,76,LB,0,0,2,4,0
4570043,Mac,Uihlein,Mac Uihlein,Mac Uihlein,227,73,LB,0,0,14,18,1
4570073,Tatum,Grass,Tatum Grass,Tatum Grass,234,74,LB,0,0,4,6,0
4570233,Jordan,Cobbs,Jordan Cobbs,Jordan Cobbs,237,73,LB,0,0,12,20,1
4570274,Caden,Campolieti,Caden Campolieti,Caden Campolieti,223,73,LB,0,0,2,6,0
4570281,Kyle,Kelly,Kyle Kelly,Kyle Kelly,235,74,LB,0,0,14,39,3
4570310,Jackson,Barrow,Jackson Barrow,Jackson Barrow,224,72,LB,0,0.5,8,19,0
4570311,D'Andre,Ragin,D'Andre Ragin,D'Andre Ragin,250,74,LB,1,4.5,14,37,0
4570456,Malachi,Langley,Malachi Langley,Malachi Langley,239,73,LB,0,1,36,80,0
4570546,Swayze,Bozeman,Swayze Bozeman,Swayze Bozeman,224,75,LB,0,0.5,20,55,3
4570567,Aaron,Beasley,Aaron Beasley,Aaron Beasley,225,73,LB,0,3,35,67,3
4570645,Owen,McGowan,Owen McGowan,Owen McGowan,232,71,LB,0,0,5,7,0
4570742,Zach,Lovett,Zach Lovett,Zach Lovett,245,74,LB,0,3,6,11,0
4570856,Anthony,Shockey,Anthony Shockey,Anthony Shockey,235,73,LB,0,0,35,55,2
4570858,Jason,Johnson,Jason Johnson,Jason Johnson,224,74,LB,0,3,58,102,1
4570896,Braxton,Hill,Braxton Hill,Braxton Hill,225,74,LB,0,2,35,106,3
4570922,Ryan,Tirrell,Ryan Tirrell,Ryan Tirrell,230,74,LB,0,1,24,60,1
4570926,Laletia,Hale,Laletia Hale,Laletia Hale,215,72,LB,1,1,30,55,0
4570972,Elijah,Anderson-Taylor,Elijah Anderson-Taylor,Elijah Anderson-Taylor,238,72,LB,1,0,23,45,0
4570996,Keandre,Booker,Keandre Booker,Keandre Booker,243,75,LB,2,0.5,6,24,0
4571066,Ethan,Royer,Ethan Royer,Ethan Royer,240,74,LB,0,1,37,62,3
4571066,Ethan,Royer,Ethan Royer,Ethan Royer,240,74,LB,0,1,37,62,3
4571296,Jordan,Monroe,Jordan Monroe,Jordan Monroe,235,73,LB,0,0,2,2,0
4571297,Calvin,Mouisset,Calvin Mouisset,Calvin Mouisset,212,73,LB,0,0,4,15,1
4571318,Tevin,Shipp,Tevin Shipp,Tevin Shipp,230,74,LB,1,1,27,54,5
4571338,Jack,Wilkes,Jack Wilkes,Jack Wilkes,225,73,LB,0,0,8,18,1
4571342,Ethan,Quarshie,Ethan Quarshie,Ethan Quarshie,235,74,DL,0,1,5,10,0
4571379,Kobe,Joseph,Kobe Joseph,Kobe Joseph,243,75,LB,0,2,28,59,2
4571470,Ben,Allen,Ben Allen,Ben Allen,232,73,LB,0,1,34,68,0
4571589,Eddie,Williams,Eddie Williams,Eddie Williams,200,73,LB,0,0,7,19,1
