athlete_id,first_name,last_name,full_name,display_name,weight,height,position_abbreviation,general_fumbles_forced,defensive_sacks,defensive_solo_tackles,defensive_total_tackles,defensive_sack_yards
169499,Ryan,Johnson,Ryan Johnson,Ryan Johnson,255,74,DL,0,0,3,4,0
245322,Marcus,Patterson,Marcus Patterson,Marcus Patterson,272,75,DE,1,0,3,6,0
4039259,Dante,Cleveland,Dante Cleveland,Dante Cleveland,298,76,DT,0,3.5,12,25,28
4239389,Taijh,Alston,Taijh Alston,Taijh Alston,255,76,DE,0,2.5,14,23,15
4241241,Cordarrius,Bailey,Cordarrius Bailey,Cordarrius Bailey,243,75,DL,0,3,18,30,23
4242498,Popo,Aumavae,Popo Aumavae,Popo Aumavae,315,75,DT,0,3,9,18,27
4243195,Jalen,Sami,Jalen Sami,Jalen Sami,330,79,DL,0,0.5,3,15,9
4243265,Aliki,Vimahi,Aliki Vimahi,Aliki Vimahi,310,76,DT,0,1.5,5,13,8
4245134,Andrew,Cole,Andrew Cole,Andrew Cole,320,76,DL,0,0,3,12,0
4248644,Karfa,Kaba,Karfa Kaba,Karfa Kaba,290,74,DL,1,1.5,7,18,4
4248713,Matt,Sochovka,Matt Sochovka,Matt Sochovka,296,76,DT,0,2,7,21,12
4249608,Isaac,Ukwu,Isaac Ukwu,Isaac Ukwu,260,75,DE,0,3.5,17,27,20
4258326,Jordan,Strachan,Jordan Strachan,Jordan Strachan,243,77,DE,2,4,15,20,16
4259368,JB,Brown,JB Brown,JB Brown,280,73,DL,0,2.5,9,37,15
4259652,Jacob,Lichtenstein,Jacob Lichtenstein,Jacob Lichtenstein,270,77,DL,0,1,3,5,7
4274041,Robi,Stuart,Robi Stuart,Robi Stuart,300,75,DL,0,1.5,3,9,8
4360059,Malik,Vann,Malik Vann,Malik Vann,268,75,DE,0,1.5,6,13,16
4360127,Stephon,Wynn Jr.,Stephon Wynn Jr.,Stephon Wynn Jr.,310,76,DT,0,0.5,3,9,3
4360167,Isaiah,Nichols,Isaiah Nichols,Isaiah Nichols,300,75,DL,0,1,14,20,7
4360240,Malik,Langham,Malik Langham,Malik Langham,310,76,DL,0,1,12,20,1
4360267,Jordan,Kelley,Jordan Kelley,Jordan Kelley,302,76,DL,0,1,7,14,11
4360304,Xavier,Thomas,Xavier Thomas,Xavier Thomas,245,74,DE,0,2,15,24,9
4360311,Justin,Mascoll,Justin Mascoll,Justin Mascoll,260,76,DE,1,1,12,19,3
4360463,Jermayne,Lole,Jermayne Lole,Jermayne Lole,310,75,DL,1,1.5,5,16,7
4360464,Michael,Matus,Michael Matus,Michael Matus,260,74,DE,0,0.5,3,5,4
4360491,Joe,Evans,Joe Evans,Joe Evans,252,74,DE,0,5.5,23,42,27
4360547,Darren,Brown,Darren Brown,Darren Brown,323,75,DT,1,1,6,20,10
4360548,Shabazz,Dotson,Shabazz Dotson,Shabazz Dotson,255,75,DT,0,0,0,3,0
4360579,Ja'Quon,Griffin,Ja'Quon Griffin,Ja'Quon Griffin,270,72,DL,0,0,6,20,0
4360618,Jaylen,Joyner,Jaylen Joyner,Jaylen Joyner,262,75,DL,0,1,3,6,6
4360711,Isaac,Hodgins,Isaac Hodgins,Isaac Hodgins,270,72,DL,0,3,8,20,30
4360737,Andres,Fox,Andres Fox,Andres Fox,245,76,DL,1,1.5,7,13,11
4360771,Zareon,Hayes,Zareon Hayes,Zareon Hayes,240,73,DE,0,2,14,34,24
4360801,Jarrett,Jackson,Jarrett Jackson,Jarrett Jackson,300,78,DL,0,0,0,2,0
4360820,Thurman,Geathers,Thurman Geathers,Thurman Geathers,215,74,DE,1,3.5,24,47,15
4360829,Jorden,Starling,Jorden Starling,Jorden Starling,272,77,DT,1,1,7,12,5
4360839,Jordan,Branch,Jordan Branch,Jordan Branch,290,72,DL,0,0,8,31,0
4360958,Micah,Roane,Micah Roane,Micah Roane,255,76,DL,0,4,17,34,22
4360968,Mayan,Ahanotu,Mayan Ahanotu,Mayan Ahanotu,300,76,DL,0,0,5,13,0
4360986,Khris,Banks,Khris Banks,Khris Banks,304,74,DL,0,1,11,23,8
4360997,Antonio,Colclough,Antonio Colclough,Antonio Colclough,245,76,DL,0,4.5,13,22,43
4361002,Jackson,Cravens,Jackson Cravens,Jackson Cravens,305,74,DT,0,1,7,24,9
4361105,Zion,Tupuola-Fetui,Zion Tupuola-Fetui,Zion Tupuola-Fetui,254,76,LB,1,3.5,14,28,32
4361107,Ulumoo,Ale,Ulumoo Ale,Ulumoo Ale,327,78,DT,0,0,4,16,0
4361113,Tuli,Letuligasenoa,Tuli Letuligasenoa,Tuli Letuligasenoa,292,73,DT,0,0,8,16,0
4361114,Taki,Taimani,Taki Taimani,Taki Taimani,330,75,DL,0,0,8,20,0
4361156,David,Alston,David Alston,David Alston,257,76,DE,0,1,4,7,2
4361189,Casey,Rogers,Casey Rogers,Casey Rogers,305,77,DT,1,1.5,4,19,26
4361312,Devin,Phillips,Devin Phillips,Devin Phillips,325,74,DL,0,0,10,12,0
4361314,Isaiah,Johnson,Isaiah Johnson,Isaiah Johnson,236,74,DE,1,1,14,20,1
4361326,Ovie,Oghoufo,Ovie Oghoufo,Ovie Oghoufo,250,76,DE,1,2.5,12,30,14
4361357,Javontae,Jean-Baptiste,Javontae Jean-Baptiste,Javontae Jean-Baptiste,255,76,DL,0,4,20,47,32
4361365,Zaid,Hamden,Zaid Hamden,Zaid Hamden,268,72,DL,0,0,8,16,0
4361407,Judge,Culpepper,Judge Culpepper,Judge Culpepper,293,76,DT,1,9,14,37,68
4361491,John,Graves III,John Graves III,John Graves III,260,73,DL,0,0,3,7,0
4361494,Jeff,Marks,Jeff Marks,Jeff Marks,280,75,DL,1,1.5,11,34,25
4361509,Daniel,Okpoko,Daniel Okpoko,Daniel Okpoko,275,77,DL,0,1,10,24,2
4361597,Sokoya,McDuffie,Sokoya McDuffie,Sokoya McDuffie,296,77,DL,0,0,8,12,0
4361641,Jack,Sape,Jack Sape,Jack Sape,292,76,DL,0,2.5,12,29,16
4361689,Solomon,Byrd,Solomon Byrd,Solomon Byrd,250,75,DE,4,6,27,44,44
4361698,Cole,Godbout,Cole Godbout,Cole Godbout,290,76,NT,0,2,9,40,18
4361725,Uchenna,Ezewike,Uchenna Ezewike,Uchenna Ezewike,250,74,DE,0,1,4,14,3
4361864,Samuela,Tuihalamaka,Samuela Tuihalamaka,Samuela Tuihalamaka,290,73,DL,0,0,1,5,0
4361913,Tre,Moore,Tre Moore,Tre Moore,250,75,DL,1,1.5,20,34,2
4361917,Akeem,Smith,Akeem Smith,Akeem Smith,300,72,DL,1,1,9,19,7
4361956,Caleb,Okechukwu,Caleb Okechukwu,Caleb Okechukwu,276,76,DL,0,3.5,17,32,20
4361991,Cam,Goode,Cam Goode,Cam Goode,314,73,DL,0,2,12,24,12
4362003,Rondell,Bothroyd,Rondell Bothroyd,Rondell Bothroyd,275,75,DL,0,0,10,25,0
4362039,Praise,Amaewhule,Praise Amaewhule,Praise Amaewhule,250,75,DE,2,5,16,33,39
4362091,Ayodele,Adeoye,Ayodele Adeoye,Ayodele Adeoye,250,73,DE,0,0.5,20,42,4
4362191,Jaylon,Hutchings,Jaylon Hutchings,Jaylon Hutchings,305,72,DL,0,3.5,22,44,23
4362229,Andre,Carter,Andre Carter,Andre Carter,270,77,DL,0,2,27,49,16
4362245,Braden,Fiske,Braden Fiske,Braden Fiske,297,77,DT,0,6,17,43,47
4362322,Kylen,McCracken,Kylen McCracken,Kylen McCracken,306,75,DL,0,0,1,9,0
4362449,Max,Michel,Max Michel,Max Michel,235,74,DE,4,5,26,46,29
4362516,Realus,George Jr.,Realus George Jr.,Realus George Jr.,289,73,DL,1,2.5,7,24,12
4362518,Patrick,Joyner Jr.,Patrick Joyner Jr.,Patrick Joyner Jr.,250,75,DE,0,2,11,17,14
4362524,Jordan,Miller,Jordan Miller,Jordan Miller,307,75,DT,0,0.5,11,24,0
4362576,Tico,Brown,Tico Brown,Tico Brown,295,74,DL,0,1,5,8,5
4362583,LaQuan,Johnson Jr.,LaQuan Johnson Jr.,LaQuan Johnson Jr.,255,75,DL,0,1,12,23,6
4362608,Davoan,Hawkins,Davoan Hawkins,Davoan Hawkins,275,75,DL,0,1,2,6,6
4362613,Jerquavion,Mahone,Jerquavion Mahone,Jerquavion Mahone,290,76,DL,0,1,13,26,6
4362746,AJ,Pierce,AJ Pierce,AJ Pierce,315,73,DT,0,1,5,14,6
4362754,Trajan,Jeffcoat,Trajan Jeffcoat,Trajan Jeffcoat,281,76,DL,0,4,7,16,23
4362842,Jesus,Gibbs,Jesus Gibbs,Jesus Gibbs,275,76,DL,2,5.5,23,36,42
4362850,Tyreek,Johnson,Tyreek Johnson,Tyreek Johnson,270,75,DE,0,2.5,7,16,17
4362903,Devon,Robinson,Devon Robinson,Devon Robinson,300,76,DL,0,0.5,4,16,1
4362905,Fabien,Lovett Sr.,Fabien Lovett Sr.,Fabien Lovett Sr.,318,76,DT,0,1,10,22,8
4362910,Jaden,Crumedy,Jaden Crumedy,Jaden Crumedy,305,77,DT,0,2.5,10,35,15
4362989,Trumane,Bell II,Trumane Bell II,Trumane Bell II,275,74,DL,0,1,6,10,1
4362990,Brandon,Matterson,Brandon Matterson,Brandon Matterson,295,74,DT,1,4,5,12,27
4363040,Dennis,Briggs Jr.,Dennis Briggs Jr.,Dennis Briggs Jr.,290,76,DL,0,1.5,3,13,6
4363075,Nazir,Sy,Nazir Sy,Nazir Sy,300,75,DT,0,0.5,0,12,0
4363162,Kam,Butler,Kam Butler,Kam Butler,262,75,DE,0,3.5,16,23,24
4363437,Fish,McWilliams,Fish McWilliams,Fish McWilliams,305,73,DL,1,2,18,28,23
4363557,Mikey,Haney,Mikey Haney,Mikey Haney,250,76,DL,0,0,0,4,0
4365495,Austin,Lewis,Austin Lewis,Austin Lewis,261,78,DL,0,0,2,3,0
4365734,Joe,Golden,Joe Golden,Joe Golden,290,77,DL,0,3.5,15,37,15
4365833,Jett,Stanley,Jett Stanley,Jett Stanley,284,76,DL,0,4.5,14,41,23
4365893,Aaron,Romero,Aaron Romero,Aaron Romero,285,74,DL,0,0,1,7,0
4366931,Justin,Sambu,Justin Sambu,Justin Sambu,265,76,DL,0,0,1,2,0
4366934,Josh,Lezin,Josh Lezin,Josh Lezin,290,73,DL,0,0,3,20,0
4366983,Chris,Donnelly,Chris Donnelly,Chris Donnelly,255,75,DE,0,1.5,4,12,13
4367030,James,Makszin,James Makszin,James Makszin,285,76,DL,0,0.5,4,23,5
4367080,Makye,Smith,Makye Smith,Makye Smith,240,73,DL,1,2,19,27,21
4367195,Tyler,Manoa,Tyler Manoa,Tyler Manoa,315,77,DL,0,1,8,25,5
4367340,Aidan,Murray,Aidan Murray,Aidan Murray,297,76,DL,0,1,11,27,6
4367486,Coleman,Coco,Coleman Coco,Coleman Coco,264,77,DE,0,4,16,44,31
4367535,Paul,Akere,Paul Akere,Paul Akere,250,76,DE,0,1,4,15,6
4367814,Alfonzo,Dixon IV,Alfonzo Dixon IV,Alfonzo Dixon IV,245,74,DL,0,1,4,14,5
4367841,Anthony,Nelson,Anthony Nelson,Anthony Nelson,258,74,DE,1,0,8,19,0
4367956,Ian,White,Ian White,Ian White,260,78,DL,0,1,11,18,8
4368079,Jake,Reichwein,Jake Reichwein,Jake Reichwein,265,75,DL,1,5.5,22,43,38
4368232,Nick,Foglia,Nick Foglia,Nick Foglia,300,72,DL,0,3,19,55,23
4368319,Ryan,Van Marel,Ryan Van Marel,Ryan Van Marel,280,76,DT,0,2,11,22,13
4368638,Kwame,Sutton,Kwame Sutton,Kwame Sutton,244,72,DE,0,2,5,18,8
4369799,Joseph,Mera,Joseph Mera,Joseph Mera,261,74,DE,0,5,12,17,22
4369850,Nyles,Gaddy,Nyles Gaddy,Nyles Gaddy,248,76,DL,0,4,12,21,24
4369862,Kurott,Garland,Kurott Garland,Kurott Garland,310,75,DL,0,2,13,23,7
4370084,Amad,Murray,Amad Murray,Amad Murray,255,77,DE,1,2,10,31,16
4370136,Kam,Bowdry,Kam Bowdry,Kam Bowdry,291,74,DT,0,4,11,39,40
4370359,Owen,Porter,Owen Porter,Owen Porter,237,75,DL,2,5,25,57,27
4370462,Jake,Heimlicher,Jake Heimlicher,Jake Heimlicher,255,76,DL,0,0,4,5,0
4370786,Aaron,Faumui,Aaron Faumui,Aaron Faumui,302,74,DT,0,0,13,32,0
4370989,Sundiata,Anderson,Sundiata Anderson,Sundiata Anderson,240,77,DL,1,5,19,41,44
4371090,Shayne,Manson,Shayne Manson,Shayne Manson,255,75,DL,0,0.5,6,9,1
4371408,Logan,Jessup,Logan Jessup,Logan Jessup,255,75,DE,0,4.5,12,31,42
4371740,Jaylon,Allen,Jaylon Allen,Jaylon Allen,240,75,DL,1,2,23,39,20
4371972,Shamar,Jones,Shamar Jones,Shamar Jones,230,72,DL,0,0,4,8,0
4372014,Eyabi,Okie-Anoma,Eyabi Okie-Anoma,Eyabi Okie-Anoma,244,77,DL,1,5.5,23,56,43
4372040,Tyler,Baylor,Tyler Baylor,Tyler Baylor,265,76,DL,0,0,8,26,0
4372098,Julius,Welschof,Julius Welschof,Julius Welschof,265,78,DL,0,0,1,4,0
4372378,Anthony,Goodlow,Anthony Goodlow,Anthony Goodlow,283,77,DE,0,2,17,40,8
4372430,Quentin,Bivens,Quentin Bivens,Quentin Bivens,305,75,DT,0,0.5,9,32,3
4372463,Jamree,Kromah,Jamree Kromah,Jamree Kromah,275,76,DT,0,10,26,50,66
4372470,Matt,Thomas,Matt Thomas,Matt Thomas,275,75,DL,0,0,5,13,0
4372499,Branson,Deen,Branson Deen,Branson Deen,280,74,DT,0,2.5,5,16,12
4372506,Lawrence,Johnson,Lawrence Johnson,Lawrence Johnson,310,74,DL,0,1,6,10,8
4372508,Jack,Sullivan,Jack Sullivan,Jack Sullivan,275,77,DL,0,1,5,5,6
4372766,Ja'Mion,Franklin,Ja'Mion Franklin,Ja'Mion Franklin,309,74,DT,0,1,8,29,3
4373023,Marje,Smith,Marje Smith,Marje Smith,210,77,DE,0,3,4,13,20
4373033,Josh,Landry,Josh Landry,Josh Landry,287,75,DL,0,0,16,32,0
4373179,Micah,Bland,Micah Bland,Micah Bland,318,73,DL,0,0,3,24,0
4373268,Chris,Collins,Chris Collins,Chris Collins,245,77,DL,0,0,9,18,0
4373275,Jahlil,Taylor,Jahlil Taylor,Jahlil Taylor,285,71,DT,0,0,5,21,0
4373277,Lancine,Turay,Lancine Turay,Lancine Turay,250,78,DL,1,1,2,3,10
4373311,David,Green,David Green,David Green,285,73,DL,1,1.5,8,33,3
4373312,John,Morgan III,John Morgan III,John Morgan III,270,74,DL,1,2,8,15,12
4373326,Noah,Palmer,Noah Palmer,Noah Palmer,240,76,DL,1,2,19,30,16
4373328,Tyler,Bentley,Tyler Bentley,Tyler Bentley,300,74,DL,0,0.5,5,27,3
4373336,Devin,Danielson,Devin Danielson,Devin Danielson,290,74,DL,0,1.5,3,16,7
4373464,Ahmir,Crowder,Ahmir Crowder,Ahmir Crowder,295,75,DL,0,3,13,22,13
4373471,Brennan,Jackson,Brennan Jackson,Brennan Jackson,264,76,DE,1,8.5,26,57,64
4373485,Ron,Stone Jr.,Ron Stone Jr.,Ron Stone Jr.,246,75,DE,3,5,29,60,36
4373639,Atunaisa,Mahe,Atunaisa Mahe,Atunaisa Mahe,315,73,DT,0,0,1,12,0
4373669,Demitri,Washington,Demitri Washington,Demitri Washington,275,75,DE,0,1.5,15,21,7
4373860,Charles,Coleman III,Charles Coleman III,Charles Coleman III,273,75,DL,0,1.5,13,26,7
4373871,Jamall,Hickbottom,Jamall Hickbottom,Jamall Hickbottom,305,74,DL,1,0.5,9,26,3
4373875,Maurice,Strong Jr.,Maurice Strong Jr.,Maurice Strong Jr.,294,74,DL,0,2,8,13,9
4373909,Leonard,Payne Jr.,Leonard Payne Jr.,Leonard Payne Jr.,300,75,DL,1,3,6,10,20
4373945,Jonah,Kahahawai-Welch,Jonah Kahahawai-Welch,Jonah Kahahawai-Welch,240,73,DL,0,2.5,17,24,10
4373956,Jonah,Laulu,Jonah Laulu,Jonah Laulu,292,77,DT,0,1,4,11,3
4373965,Fo'i,Sila,Fo'i Sila,Fo'i Sila,290,71,DL,0,0.5,0,2,2
4374093,Jeffrey,Griffin Jr.,Jeffrey Griffin Jr.,Jeffrey Griffin Jr.,315,72,DL,0,0,6,11,0
4374097,Cortez,Hogans,Cortez Hogans,Cortez Hogans,277,75,DE,0,0,10,15,0
4374203,Hale,Motu'apuaka,Hale Motu'apuaka,Hale Motu'apuaka,290,73,DT,0,3,14,33,14
4374267,Shaun,Peterson Jr.,Shaun Peterson Jr.,Shaun Peterson Jr.,240,75,DE,1,1,9,13,9
4374337,Sam,Burton,Sam Burton,Sam Burton,253,72,DL,0,6.5,8,38,49
4379525,Ben,Bertram,Ben Bertram,Ben Bertram,265,74,DL,0,1,3,19,7
4379818,Kenyonte,Davis,Kenyonte Davis,Kenyonte Davis,301,77,DL,0,0.5,15,29,1
4382481,Dashaun,Mallory,Dashaun Mallory,Dashaun Mallory,275,73,DT,0,2,26,48,21
4382771,Ryan,Lopez,Ryan Lopez,Ryan Lopez,285,75,DL,3,2,10,33,22
4382834,Brendan,Webb,Brendan Webb,Brendan Webb,260,76,DL,0,4.5,14,38,33
4382854,Jevin,Jackson,Jevin Jackson,Jevin Jackson,270,73,DL,0,0,9,18,0
4383071,Judas,McKenzie,Judas McKenzie,Judas McKenzie,280,74,DL,2,2,8,16,11
4383269,Ben,Brewton,Ben Brewton,Ben Brewton,220,75,DL,2,7,16,34,54
4383412,Tony,Pierce Jr.,Tony Pierce Jr.,Tony Pierce Jr.,250,73,DL,2,2.5,16,33,14
4383600,Dorian,Pickett,Dorian Pickett,Dorian Pickett,255,74,DT,0,0,2,7,0
4383695,Jonathan,Ross,Jonathan Ross,Jonathan Ross,246,75,DE,0,2,24,40,16
4384554,Jeblonski,Green Jr.,Jeblonski Green Jr.,Jeblonski Green Jr.,285,74,DL,0,2,7,8,11
4384565,Brandon,Tucker,Brandon Tucker,Brandon Tucker,285,74,DL,0,0,1,7,0
4384595,Khristian,Boyd,Khristian Boyd,Khristian Boyd,317,76,DT,0,2.5,14,38,19
4384600,Caden,Houghtelling,Caden Houghtelling,Caden Houghtelling,264,77,DL,0,3,5,14,23
4384607,Devin,Rice,Devin Rice,Devin Rice,248,77,DL,0,0.5,5,14,1
4385559,Jordan,Riggs,Jordan Riggs,Jordan Riggs,270,74,DL,0,1.5,4,5,4
4385621,Garret,Fairman,Garret Fairman,Garret Fairman,230,74,DE,0,1,7,8,11
4391129,Andrew,Choi,Andrew Choi,Andrew Choi,250,73,DL,0,3,19,36,20
4394914,Stanley,Mentor Sr.,Stanley Mentor Sr.,Stanley Mentor Sr.,305,74,DL,0,0,4,19,0
4404495,Ben,Kopenski,Ben Kopenski,Ben Kopenski,255,73,DL,2,8.5,30,52,46
4426351,Savion,Jackson,Savion Jackson,Savion Jackson,290,74,DE,0,2.5,7,36,18
4426352,Jacob,Bandes,Jacob Bandes,Jacob Bandes,302,75,DL,0,0,8,14,0
4426371,Nathan,Pickering,Nathan Pickering,Nathan Pickering,305,76,DT,0,2,17,44,11
4426372,Adisa,Isaac,Adisa Isaac,Adisa Isaac,254,76,DE,1,7.5,22,35,58
4426380,Faatui,Tuitele,Faatui Tuitele,Faatui Tuitele,317,75,DL,0,0,4,6,0
4426401,Bill,Norton,Bill Norton,Bill Norton,325,78,DL,2,0,14,29,0
4426413,De'Monte,Russell,De'Monte Russell,De'Monte Russell,280,76,DE,0,1,4,24,8
4426431,Stephen,Herron,Stephen Herron,Stephen Herron,240,76,DL,0,1,15,30,9
4426445,Quashon,Fuller,Quashon Fuller,Quashon Fuller,266,75,DL,1,3,14,20,34
4426452,Curtis,Fann Jr.,Curtis Fann Jr.,Curtis Fann Jr.,255,75,DL,3,2.5,15,23,20
4426473,Laiatu,Latu,Laiatu Latu,Laiatu Latu,265,77,DL,2,13,28,49,76
4426491,Derick,Hunter Jr.,Derick Hunter Jr.,Derick Hunter Jr.,265,77,DL,0,1.5,10,15,12
4426510,Rashad,Cheney,Rashad Cheney,Rashad Cheney,285,74,DL,0,0.5,12,39,1
4426542,Darius,Alexander,Darius Alexander,Darius Alexander,310,76,DT,0,2.5,11,35,9
4426555,Elijah,Alston,Elijah Alston,Elijah Alston,256,74,DL,1,5,22,41,20
4426575,Tyler,Antkowiak,Tyler Antkowiak,Tyler Antkowiak,238,77,DE,0,0,2,2,0
4426606,Isaiah,Bagnah,Isaiah Bagnah,Isaiah Bagnah,235,76,DE,1,1,12,27,18
4426614,Devin,Baldwin,Devin Baldwin,Devin Baldwin,270,76,DL,0,0,6,11,0
4426639,Earl,Barquet Jr.,Earl Barquet Jr.,Earl Barquet Jr.,283,74,DL,0,0,1,12,0
4426641,Joel,Barrows,Joel Barrows,Joel Barrows,250,75,DL,3,4,15,32,23
4426648,Hakeem,Beamon,Hakeem Beamon,Hakeem Beamon,284,75,DT,0,1,6,9,8
4426652,C.J.,Bazile,C.J. Bazile,C.J. Bazile,250,75,DE,0,2,12,20,4
4426674,Jalen,Bell,Jalen Bell,Jalen Bell,280,73,DL,0,0,2,3,0
4426676,Jowon,Briggs,Jowon Briggs,Jowon Briggs,297,74,DT,0,2,9,27,5
4426695,De'jon,Benton,De'jon Benton,De'jon Benton,270,73,DL,0,1.5,9,12,12
4426737,Davon,Bomar,Davon Bomar,Davon Bomar,255,74,DL,0,1.5,12,25,13
4426774,Bam,Brima,Bam Brima,Bam Brima,270,77,DL,0,3,14,31,22
4426812,Donnell,Brown,Donnell Brown,Donnell Brown,254,75,DL,0,3,14,27,14
4426828,Malachi,Burby,Malachi Burby,Malachi Burby,265,75,DL,0,0,8,15,0
4426841,Cavon,Butler,Cavon Butler,Cavon Butler,312,75,DT,0,1.5,4,26,6
4426872,De'Braylon,Carroll,De'Braylon Carroll,De'Braylon Carroll,290,72,DL,0,2.5,14,41,21
4426883,DeWayne,Carter,DeWayne Carter,DeWayne Carter,305,75,DT,0,1,10,39,5
4426924,Mykol,Clark,Mykol Clark,Mykol Clark,260,76,DL,0,0.5,13,40,4
4426936,Christian,Clayton,Christian Clayton,Christian Clayton,340,74,DL,0,0,3,10,0
4426957,Anthony,Collier,Anthony Collier,Anthony Collier,295,75,DL,0,0,3,10,0
4426967,Anthonie,Cooper,Anthonie Cooper,Anthonie Cooper,285,74,DL,0,0.5,4,13,5
4426968,Marley,Cook,Marley Cook,Marley Cook,298,74,DT,1,1,8,22,6
4426979,LeDarrius,Cox,LeDarrius Cox,LeDarrius Cox,305,76,DL,0,0,7,10,0
4426982,Ahmad,Craig,Ahmad Craig,Ahmad Craig,245,77,DE,0,2,14,28,17
4426992,Howard,Cross III,Howard Cross III,Howard Cross III,280,72,DL,2,1,27,64,4
4427051,Cooper,Dawson,Cooper Dawson,Cooper Dawson,248,77,DL,0,0,6,7,0
4427090,Brandon,Dorlus,Brandon Dorlus,Brandon Dorlus,290,75,DT,0,5,14,25,33
4427098,Wyatt,Draeger,Wyatt Draeger,Wyatt Draeger,270,76,DL,0,0,4,14,0
4427108,Khalid,Duke,Khalid Duke,Khalid Duke,246,76,DE,1,6,14,17,54
4427117,Quindarius,Dunnigan,Quindarius Dunnigan,Quindarius Dunnigan,256,76,DE,0,2,19,34,8
4427154,Austin,Ertl,Austin Ertl,Austin Ertl,285,74,DL,0,0.5,17,37,3
4427161,Naki,Fahina,Naki Fahina,Naki Fahina,300,72,DL,0,0,1,3,0
4427196,Michael,Fletcher,Michael Fletcher,Michael Fletcher,275,78,DE,0,4.5,9,22,25
4427207,Trace,Ford,Trace Ford,Trace Ford,257,74,DL,0,0,7,16,0
4427220,Garret,Fountain,Garret Fountain,Garret Fountain,260,76,DL,0,1,25,41,2
4427234,Josh,Fuga,Josh Fuga,Josh Fuga,313,74,DL,0,0.5,5,13,2
4427310,Thomas,Gore,Thomas Gore,Thomas Gore,280,72,DL,2,2,5,7,8
4427360,Richie,Hagarty,Richie Hagarty,Richie Hagarty,255,75,DL,0,1.5,14,34,11
4427372,Maverick,Hansen,Maverick Hansen,Maverick Hansen,300,76,DL,0,1.5,3,21,6
4427375,CorMontae,Hamilton,CorMontae Hamilton,CorMontae Hamilton,265,75,DL,0,2,21,34,14
4427399,Roman,Harrison,Roman Harrison,Roman Harrison,235,74,DL,0,0,11,19,0
4427401,Jared,Harrison-Hunte,Jared Harrison-Hunte,Jared Harrison-Hunte,285,76,DL,0,2,9,20,8
4427408,Jahfari,Harvey,Jahfari Harvey,Jahfari Harvey,252,76,DL,0,1,10,23,5
4427439,Izaiah,Henderson,Izaiah Henderson,Izaiah Henderson,279,74,DL,1,4,20,48,36
4427464,Brock,Higdon,Brock Higdon,Brock Higdon,263,79,DL,0,3,6,18,21
4427465,Kevin,Hester Jr.,Kevin Hester Jr.,Kevin Hester Jr.,315,76,DL,0,0,12,30,0
4427468,Nana,Osafo-Mensah,Nana Osafo-Mensah,Nana Osafo-Mensah,260,75,DL,0,3,12,20,41
4427472,C.J.,Clark,C.J. Clark,C.J. Clark,305,75,DT,0,1,5,22,8
4427481,Kobe,Hilton,Kobe Hilton,Kobe Hilton,265,75,DL,0,0,8,24,0
4427521,Jalen,Howard,Jalen Howard,Jalen Howard,265,73,DL,1,1,4,8,3
4427542,Dontay,Hunter II,Dontay Hunter II,Dontay Hunter II,261,76,DE,0,2,3,5,9
4427567,Nick,Jackson,Nick Jackson,Nick Jackson,270,73,DE,0,0,2,5,0
4427612,Rodas,Johnson,Rodas Johnson,Rodas Johnson,295,74,DE,0,0.5,6,18,0
4427650,Deandre,Jules,Deandre Jules,Deandre Jules,310,75,DL,1,2,13,24,16
4427661,Terray,Jones,Terray Jones,Terray Jones,300,72,DT,0,2.5,14,43,12
4427677,Mohamed,Kamara,Mohamed Kamara,Mohamed Kamara,250,73,DL,2,13,29,56,81
4427684,Sitiveni,Havili Kaufusi,Sitiveni Havili Kaufusi,Sitiveni Havili Kaufusi,295,75,DL,0,0,3,5,0
4427698,Mario,Kendricks,Mario Kendricks,Mario Kendricks,294,72,DL,0,1.5,9,14,6
4427748,Eloi,Kwete,Eloi Kwete,Eloi Kwete,250,73,DL,3,7,17,42,34
4427771,Lama,Lavea,Lama Lavea,Lama Lavea,300,73,DL,0,0,8,25,0
4427792,Jevon,Leon,Jevon Leon,Jevon Leon,260,75,DL,0,1,11,20,5
4427823,Mike,Lockhart,Mike Lockhart,Mike Lockhart,308,75,DL,0,2.5,10,21,14
4427826,Zion,Logue,Zion Logue,Zion Logue,310,77,DT,0,0.5,9,16,3
4427848,Patrick,Lucas Jr.,Patrick Lucas Jr.,Patrick Lucas Jr.,315,75,DL,0,0,8,14,0
4427852,Treven,Ma'ae,Treven Ma'ae,Treven Ma'ae,296,77,DL,0,0,3,9,0
4427965,Jaden,McKenzie,Jaden McKenzie,Jaden McKenzie,286,74,DT,0,0,4,10,0
4427993,Alex,Merritt,Alex Merritt,Alex Merritt,290,75,DL,0,0,5,23,0
4428032,Tymon,Mitchell,Tymon Mitchell,Tymon Mitchell,310,75,DL,0,0,9,15,0
4428058,Tre'Mon,Morris-Brash,Tre'Mon Morris-Brash,Tre'Mon Morris-Brash,245,74,DE,0,8.5,34,51,71
4428067,Joseph,Appiah Darkwa,Joseph Appiah Darkwa,Joseph Appiah Darkwa,295,77,DL,0,1,3,7,2
4428077,Grayson,Murphy,Grayson Murphy,Grayson Murphy,260,75,DL,2,4,17,24,29
4428080,Gabriel,Murphy,Gabriel Murphy,Gabriel Murphy,260,75,DL,0,7,21,37,51
4428112,Mosai,Newsom,Mosai Newsom,Mosai Newsom,310,77,DL,0,0,4,9,0
