athlete_id,first_name,last_name,full_name,display_name,weight,height,position_abbreviation,general_fumbles_forced,defensive_sacks,defensive_solo_tackles,defensive_total_tackles,defensive_sack_yards
5151666,Miquon,Merriweather,Miquon Merriweather,Miquon Merriweather,300,73,DL,0,0,5,11,0
5151786,Sosefo,Moeaki,Sosefo Moeaki,Sosefo Moeaki,280,73,DL,0,0,7,16,0
5151792,Tanner,Vaughan,Tanner Vaughan,Tanner Vaughan,260,76,DL,0,0,0,2,0
5151946,Daniel,Grobe,Daniel Grobe,Daniel Grobe,270,79,DE,0,0.5,3,4,3
5152226,Terry,Webb,Terry Webb,Terry Webb,305,75,DT,0,1.5,3,16,15
5152227,Kalil,Alexander,Kalil Alexander,Kalil Alexander,215,75,DE,2,2,5,7,13
5153131,Darrell,Prater,Darrell Prater,Darrell Prater,275,75,DL,0,1,8,14,8
5153665,Cian,Slone,Cian Slone,Cian Slone,225,76,DE,0,2,10,26,7
5154336,Elijah,Davis,Elijah Davis,Elijah Davis,289,75,DL,0,0,3,6,0
5155098,Tupu,Alualu,Tupu Alualu,Tupu Alualu,275,73,DL,0,3,14,27,10
5156353,Trey,Pierce,Trey Pierce,Trey Pierce,300,74,DL,0,0,1,2,0
5156929,Kadarius,Miller,Kadarius Miller,Kadarius Miller,282,74,DL,0,0,5,10,0
5156948,Clifton,Mosley Jr.,Clifton Mosley Jr.,Clifton Mosley Jr.,340,75,DT,0,0,1,3,0
5157314,Kam,Cheatom,Kam Cheatom,Kam Cheatom,220,75,DL,0,0,1,2,0
5157320,LaJoshua,Jackson,LaJoshua Jackson,LaJoshua Jackson,245,74,DL,0,2,7,20,8
5157328,Marcus,Moore Jr.,Marcus Moore Jr.,Marcus Moore Jr.,315,73,DL,0,0,3,8,0
5158125,Joseph,Bakhole,Joseph Bakhole,Joseph Bakhole,250,75,DE,0,0,12,27,0
5158135,Jaylan,Ware,Jaylan Ware,Jaylan Ware,285,72,DL,0,0,15,53,0
5158152,Dylan,Howell,Dylan Howell,Dylan Howell,270,75,DL,0,3,9,34,24
5158465,Johnny,Bowens III,Johnny Bowens III,Johnny Bowens III,290,75,DL,0,0,1,2,0
5158471,Terrance,Green,Terrance Green,Terrance Green,315,77,DL,0,0,1,3,0
5158928,Daniel,Williams,Daniel Williams,Daniel Williams,330,71,DL,1,0,7,14,0
5159497,James,Williams,James Williams,James Williams,235,77,DL,0,2,3,4,12
5159928,Quientrail,Jamison-Travis,Quientrail Jamison-Travis,Quientrail Jamison-Travis,320,76,DL,0,0,0,2,0
5160111,DJ,Hicks,DJ Hicks,DJ Hicks,290,77,DL,0,1,4,11,3
5160166,Montez,Kelley,Montez Kelley,Montez Kelley,265,77,DE,0,1,7,18,7
5160218,Daniel,Tupuola,Daniel Tupuola,Daniel Tupuola,305,72,DL,0,0,3,5,0
5160223,RJ,Moss Jr.,RJ Moss Jr.,RJ Moss Jr.,266,76,DL,0,0,2,4,0
5160962,John Henry,Daley,John Henry Daley,John Henry Daley,225,77,DE,0,0,2,3,0
5160965,David,Latu,David Latu,David Latu,300,76,DT,0,0,3,6,0
5161860,Hidetora,Hanada,Hidetora Hanada,Hidetora Hanada,280,73,DL,0,0,0,3,0
5162251,Will,Whitson,Will Whitson,Will Whitson,285,77,DL,0,3,19,41,11
5162400,Bryan,Whitehead II,Bryan Whitehead II,Bryan Whitehead II,245,73,DE,0,0.5,5,14,10
